,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
262,81941,Aetna Health Inc. (a LA corp.),LA,No,-120226.85,85123,30796694,24554365.5,361.7905149,288.4574733,-1.412389718,73.3330416,71.92065188,"Coventry Health Care of Louisiana, Inc.",LA,No,-727200.2,53216,20194548.23,18118526.89,379.4826411,340.4714163,-13.6650669,39.01122482,25.34615792,Aetna Health Inc. (a LA corp.),LA,No,-644489.03,29833,12589367.81,10211920.81,421.9946975,342.3028462,-21.60322562,79.69185131,58.08862568
245,90028,BCBS of Wisconsin(Anthem BCBS),WI,No,-33656.01,24396,10719941.28,7666329.801,439.4138908,314.2453599,-1.379570831,125.1685309,123.78896,BCBS of Wisconsin(Anthem BCBS),WI,No,-163325.2,33265,14320122.12,11125456.97,430.4861602,334.4493302,-4.909821133,96.03683,91.12700887,BCBS of Wisconsin(Anthem BCBS),WI,No,198402.12,7927,4768706.322,3637483.45,601.5776866,458.8726441,25.02865144,142.7050425,167.733694
261,67577,Alliance Health and Life Insurance Company,MI,Yes,-181245.97,131419,62397097,44187958,474.7950981,336.2372108,-1.379145862,138.5578874,137.1787415,Alliance Health and Life Insurance Company,MI,Yes,-282556.4,166084,75178357,51822303,452.6526155,312.0246562,-1.701286096,140.6279593,138.9266732,Alliance Health & Life Insurance Co,MI,Yes,-1080248.95,186023,81460574,58335674,437.9059256,313.5938782,-5.807071975,124.3120474,118.5049755
413,68781,SelectHealth,UT,Yes,-1805886.51,1347616,339956273,308169818,252.2649427,228.6777673,-1.340060158,23.58717543,22.24711527,Select Health,UT,Yes,2775857.47,1402554,365733902.7,345357845,260.7627961,246.2349721,1.97914481,14.52782403,16.50696884,SelectHealth,UT,Yes,-995925.57,1474420,420735117,377447436,285.356355,255.9972301,-0.675469385,29.35912494,28.68365556
1,18389,Pekin Life Insurance Company,IL,No,-52688.31,39821,13408399,9331670.71,336.7167826,234.3404412,-1.323128751,102.3763414,101.0532126,Pekin Life Insurance Company,IL,No,-476618.51,42936,11712836,10036039,272.7975592,233.7441541,-11.10067333,39.05340507,27.95273174,Pekin Life Insurance Company,IL,No,-303027.88,37109,9407545,7670107,253.5111428,206.6912878,-8.165886443,46.81985502,38.65396858
230,62294,Humana Insurance Company,MI,No,-107913.09,81670,26976525.69,18460206.06,330.3113223,226.0341136,-1.321330844,104.2772086,102.9558778,Humana Insurance Company,MI,No,-541342.84,62952,23042525.26,15174031.29,366.0332517,241.04129,-8.599295336,124.9919617,116.3926663,Humana Insurance Company,MI,No,-442791.4,52331,20633745.79,12879788.84,394.2929772,246.1215884,-8.461359424,148.1713889,139.7100294
377,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,No,-663368.87,514265,199209790.5,157347572.2,387.3679727,305.9659362,-1.28993587,81.4020365,80.11210063,Compcare Health Serv Ins Co(Anthem BCBS),WI,No,-212388.05,452760,182620363.1,141267635.2,403.3491543,312.01439,-0.46909632,91.33476433,90.86566801,Compcare Health Serv Ins Co(Anthem BCBS),WI,No,2150353.12,286577,127100333.4,97002558.15,443.5119825,338.4868924,7.503578864,105.0250901,112.528669
216,98809,UnitedHealthcare Insurance Company,TX,No,-3289829.48,2647537,1105361681,826578950.1,417.5056594,312.2067605,-1.242600001,105.2988989,104.0562989,United Healthcare Insurance Company,TX,No,896126.05,2517196,1085223375,833648052.7,431.1239073,331.1812241,0.356001698,99.94268317,100.2986849,UnitedHealthcare Insurance Company,TX,No,-5071765.69,2719218,1192140498,938657904,438.4129915,345.1940609,-1.865155971,93.21893059,91.35377462
106,71179,"Oxford Health Plans (CT), Inc. **",CT,No,-86030.15,71604,40895453.57,31791431.14,571.1336457,443.9895975,-1.201471287,127.1440482,125.942577,"Oxford Health Plans (CT), Inc.",CT,No,-1834583.56,31660,16755853.69,12168310.9,529.2436415,384.3433639,-57.94641693,144.9002776,86.95386071,"Oxford Health Plans (CT), Inc.",CT,No,-59675.4,19461,11047279.7,8297973.12,567.6624891,426.3898628,-3.066409743,141.2726263,138.2062165
372,19636,"HMO Louisiana, Inc.",LA,No,-674763.59,562886,243204523,190320200,432.0671024,338.1150002,-1.198757102,93.9521022,92.7533451,"HMO Louisiana, Inc.",LA,No,-1581186.14,532442,234254607,197420464,439.9626757,370.7830412,-2.969687102,69.17963459,66.20994749,"HMO Louisiana, Inc.",LA,No,-1630163.09,454954,203425201,163506548,447.1335586,359.3913846,-3.583138273,87.74217393,84.15903566
16,26781,All Savers Insurance Company,MS,No,-50551.73,42832,11558275.75,10134096.79,269.8514137,236.6010644,-1.18023277,33.25034927,32.0701165,All Savers Insurance Company,MS,No,-27052.78,39946,12094937.17,11478406.08,302.7821852,287.3480719,-0.677233766,15.4341133,14.75687954,All Savers Insurance Company,MS,No,-134468.89,31446,10799299.19,9734804.52,343.4236211,309.5721084,-4.276184252,33.85151275,29.5753285
347,84670,"WPS Health Plan, Inc.",WI,No,-72821.47,65263,24840700,23628628,380.6245499,362.052434,-1.115815546,18.5721159,17.45630035,"WPS Health Plan, Inc.",WI,No,-1158565.4,43139,17175568,13957254,398.1447878,323.5414358,-26.85656598,74.60335196,47.74678597,"WPS Health Plan, Inc. - WI",WI,No,-1644601.65,50887,19812598,16943953,389.3449801,332.9721343,-32.31869927,56.37284572,24.05414644
412,32673,"Humana Health Plan of Texas, Inc.",TX,No,-1682294.43,1528757,546346741.4,422224250.3,357.3797153,276.1879424,-1.100432855,81.19177286,80.09134,"Humana Health Plan of Texas, Inc.",TX,No,-2173306.64,1418824,543263352.4,449282540.3,382.896929,316.6584018,-1.531766195,66.23852719,64.70676099,"Humana Health Plan of Texas, Inc.",TX,No,-10567282.01,976052,413354104.6,326275415.9,423.4959865,334.2807718,-10.82655638,89.21521466,78.38865828
229,56503,"Florida Health Care Plan, Inc.",FL,No,-69476.1,63494,27353324.92,21480354.9,430.801728,338.3052714,-1.094215201,92.49645667,91.40224147,"Florida Health Care Plan, Inc.",FL,No,528571.04,59053,27530855.75,20972904.74,466.2058786,355.1539251,8.950790646,111.0519535,120.0027441,"Florida Health Care Plan, Inc",FL,No,-790753.33,56243,28571857.22,19878055.33,508.007347,353.4316329,-14.05958662,154.5757141,140.5161275
51,74980,"Avera Health Plans, Inc.",IA,No,-8630.65,8220,2580853,2033671.27,313.9723844,247.405264,-1.049957421,66.56712044,65.51716302,"Avera Health Plans, Inc.",IA,No,-22573.51,6031,1926271,2519257,319.3949594,417.7179572,-3.742913281,-98.32299784,-102.0659111,"Avera Health Plans, Inc.",IA,No,-83219.11,6139,1966042,1922490,320.2544388,313.1601238,-13.55580876,7.094315035,-6.461493729
475,56682,Hawaii Medical Assurance Association,HI,Yes,-213033.45,228322,71992002,59403027,315.3090898,260.172156,-0.933039523,55.1369338,54.20389428,Hawaii Medical Assurance Association,HI,Yes,662917.71,213566,74005222,56730842,346.5215531,265.6361125,3.10404142,80.88544057,83.98948199,Hawaii Medical Assurance Association,HI,Yes,65520.51,192537,72590547,55039691,377.0212842,285.8655271,0.340300877,91.15575708,91.49605795
505,89846,MVP Health Services Corp.,NY,Yes,-241575.58,267907,100084357,92284269,373.5787307,344.4638214,-0.901714326,29.11490928,28.21319495,MVP Health Services Corp.,NY,Yes,2025401.59,461909,186624506,166926644.2,404.0287286,361.3842644,4.384849808,42.64446417,47.02931398,MVP Health Care Inc.,NY,Yes,-6686816.31,685091,311258781,276388916,454.3320245,403.4338737,-9.760478987,50.89815076,41.13767177
477,41397,Federated Mutual Insurance Company,IA,No,-24092.66,27096,11360664.47,9318670.855,419.2745966,343.9131553,-0.889159286,75.36144136,74.47228207,Federated Mutual Insurance Company,IA,No,-76811.45,23378,9894809.74,8962934.238,423.2530473,383.3918316,-3.285629652,39.86121576,36.57558611,Federated Mutual Insurance Company,IA,No,296594.53,23092,10010276.77,7438072.93,433.495443,322.106051,12.8440382,111.389392,124.2334302
381,31274,Highmark Blue Cross Blue Shield West Virginia,WV,Yes,-413253.52,491027,199128472,169383830,405.5346692,344.9582813,-0.841610584,60.57638786,59.73477727,Highmark Blue Cross Blue Shield West Virginia,WV,Yes,1261985.57,473363,210897134,163571147,445.5294013,345.551188,2.665999603,99.97821334,102.6442129,Highmark Blue Cross Blue Shield West Virginia,WV,Yes,-1377750.65,409542,196849596,151830889,480.6578959,370.7333778,-3.364125413,109.9245181,106.5603927
370,61430,Coventry Health and Life,KS,No,-84693.06,102777,33012802,27565775.14,321.2080718,268.2095716,-0.82404682,52.99850025,52.17445343,Coventry Health and Life,KS,No,-684315.4,66865,25373042.23,22294989.6,379.46672,333.4328812,-10.23428401,46.03383878,35.79955477,Coventry Health and Life,KS,No,-14621.47,35293,14338598.37,9020728.68,406.2731525,255.5954065,-0.414288102,150.677746,150.2634579
131,92476,UnitedHealthcare Ins Co of Illinois,IL,No,-700664.41,863764,360858990.5,270440971.7,417.7749831,313.0959055,-0.811175749,104.6790776,103.8679019,United Healthcare Ins Co of Illinois,IL,No,4056740.92,721188,320581905.6,238884399.2,444.51919,331.2373462,5.625081005,113.2818438,118.9069249,UnitedHealthcare Insurance Company of Illinois,IL,No,2021972.27,679217,312306520.4,224150350.2,459.8037452,330.0128681,2.976916464,129.7908771,132.7677936
300,49532,"BlueChoice HealthPlan of South Carolina, Inc.",SC,No,-182715.35,226624,89527468,65796277,395.0484856,290.3323434,-0.806248897,104.7161422,103.9098933,"Blue Choice Health Plan of South Carolina, Inc.",SC,No,-3934492.42,244524,108744239,80717604,444.7180604,330.1009471,-16.09041411,114.6171132,98.52669914,"BlueChoice HealthPlan of South Carolina, Inc.",SC,No,-5221980.6,345943,156734865,129185571,453.0655773,373.4302212,-15.09491621,79.63535611,64.5404399
458,40513,"Kaiser Foundation Health Plan, Inc.",CA,Yes,-6119361.66,7801104,2799402854,2418407378,358.8470111,310.0083498,-0.78442252,48.8386613,48.05423878,"Kaiser Foundation Health Plan, Inc.",CA,Yes,-86677086.3,8079938,2983114933,2490587862,369.2002257,308.2434373,-10.72744448,60.95678841,50.22934393,"Kaiser Foundation Health Plan, Inc.",CA,Yes,-254946663.8,9839547,3787699733,3188832562,384.9465563,324.0832695,-25.91040663,60.8632868,34.95288017
84,14030,Aetna Life Insurance Company,LA,No,-11121.47,16983,7848713.51,6896925.71,462.1511812,406.10762,-0.654858977,56.04356121,55.38870223,Aetna Life Insurance Company,LA,No,20110.13,15659,6868848.51,5789272.25,438.6517983,369.7089374,1.284253784,68.94286097,70.22711476,Aetna Life Insurance Company,LA,No,123351.62,2261,1164471.46,687238.27,515.0249713,303.9532375,54.55622291,211.0717337,265.6279567
10,51820,Coventry Health and Life Insurance Co.,IA,No,-19282.26,29873,9528465,9852030.09,318.9657885,329.7971442,-0.645474509,-10.83135574,-11.47683025,Coventry Health and Life Insurance Co.,IA,No,-13857.81,11476,3738799.23,2638176.59,325.7928921,229.886423,-1.207547055,95.90646915,94.6989221,Coventry Health and Life,IA,No,-1783.49,7247,2354848.82,1672174.33,324.9411922,230.7402139,-0.246100455,94.20097834,93.95487788
521,39924,All Savers Insurance Company,WI,No,-57996.4,91660,30218519.65,25391297.26,329.6805548,277.0161167,-0.632734017,52.66443803,52.03170401,All Savers Insurance Company,WI,No,464103.71,74695,25835295.01,20628403.84,345.8771673,276.1684696,6.213316956,69.70869764,75.92201459,All Savers Insurance Company,WI,No,-431970.58,61048,22707453.72,14784473.24,371.9606493,242.1778476,-7.075916983,129.7828017,122.7068847
132,95426,UnitedHealthcare Insurance Company,MO,No,-342820.74,542131,210271035,152426842.1,387.8601943,281.1623798,-0.632357751,106.6978146,106.0654568,United Healthcare Insurance Company,MO,No,2802884.9,629836,254489132.8,179174109.7,404.0561873,284.4774032,4.450182111,119.5787842,124.0289663,UnitedHealthcare Insurance Company,MO,No,6325614.34,671313,286402473.3,213611173.3,426.63031,318.1990715,9.422749656,108.4312385,117.8539881
384,30751,Blue Cross and Blue Shield of Montana,MT,Yes,-250657.2,399124,153012928,126359234,383.3719045,316.5914202,-0.62801836,66.78048426,66.1524659,Blue Cross and Blue Shield of Montana,MT,Yes,-89903.73,374972,140235201.2,125601027.8,373.988461,334.9610846,-0.239761182,39.02737644,38.78761526,Blue Cross and Blue Shield of Montana,MT,Yes,157176.77,451175,167188123,143864441.2,370.5615848,318.8661632,0.348372073,51.69542151,52.04379358
184,79636,Coventry Health and Life Insurance Co.,NE,No,-51592.75,82769,25580361,21434694.52,309.0572678,258.9700796,-0.623334219,50.0871882,49.46385398,Coventry Health and Life Insurance Co.,NE,No,-4014.32,39502,12889335.68,10925851.97,326.2957744,276.5898428,-0.101623209,49.7059316,49.60430839,Coventry Health and Life,NE,No,299763.65,21587,9091231.31,8754500.97,421.1438046,405.5450489,13.88630426,15.59875573,29.48505999
200,58564,Physicians Plus Insurance Corporation,WI,No,-104807.25,179478,65931894,61973768,367.3536255,345.3000813,-0.583955972,22.05354417,21.46958819,Physicians Plus Insurance Corporation,WI,No,-629677.53,188864,74633900,70739003,395.1727169,374.5499566,-3.334026231,20.62276029,17.28873406,Physicians Plus,WI,No,109919.09,112734,48107618.76,41118897.62,426.7356677,364.7426475,0.975030514,61.99302021,62.96805072
67,63509,Allegian Insurance Company,TX,No,-10501.89,18120,5321544,4052888,293.6834437,223.6693157,-0.579574503,70.01412804,69.43455353,"Valley Baptist Health Plans, dba of VBIC",TX,No,-373334.92,16662,4020884.2,3420452.321,241.3206218,205.284619,-22.40636898,36.03600282,13.62963384,Allegian Insurance Company,TX,No,-244378.85,9436,3172784,2501056.989,336.2424756,265.054789,-25.89856401,71.18768663,45.28912262
335,38344,Premera Blue Cross Blue Shield of Alaska,AK,Yes,-119931.53,222340,142330402,109230046,640.1475308,491.2748313,-0.539406,148.8726995,148.3332935,Premera Blue Cross Blue Shield of Alaska,AK,Yes,1742413.11,229779,144782006,119355363,630.0924192,519.4354706,7.582995443,110.6569486,118.2399441,Premera Blue Cross,AK,Yes,4017476.01,124234,88331170,71058655,711.0064073,571.9742985,32.33797519,139.0321088,171.370084
518,81795,USAble Mutual Insurance Company,TX,Yes,-13955.11,32953,10950385.7,6714860.03,332.3031499,203.770826,-0.423485267,128.5323239,128.1088386,USAble Mutual Insurance Company,TX,Yes,-96511.51,31442,10862924.24,7509864.273,345.4908797,238.8481736,-3.069509255,106.6427062,103.5731969,USAble Mutual Insurance Company,TX,Yes,-329726.42,31271,12427101.32,12168897.78,397.4001893,389.1432247,-10.54415976,8.2569646,-2.287195165
210,15438,Coventry Health Care of Nebraska Inc.,NE,No,-43854.16,127745,42708999,34963809.95,334.3301029,273.700027,-0.343294532,60.63007593,60.2867814,Coventry Health Care of Nebraska Inc.,NE,No,-516160.25,131042,47204717.43,38506365.48,360.2258622,293.8475106,-3.938891729,66.3783516,62.43945987,Coventry Health Care of Nebraska Inc.,NE,No,-511279.04,38974,13290556.92,12227152.84,341.0108513,313.7258901,-13.11846462,27.28496126,14.16649664
334,44965,"Humana Health Benefit Plan of Louisiana, Inc.",LA,No,-119935.54,363156,125898422.5,103527173.9,346.6786243,285.076314,-0.330259007,61.6023103,61.27205129,"Humana Health Benefit Plan of Louisiana, Inc.",LA,No,-4759020.22,434330,155091545.3,130219511.8,357.0822768,299.8169866,-10.9571529,57.26529022,46.30813731,"Humana Health Benefit Plan of Louisiana, Inc.",LA,No,-6832225.23,255681,97455195.65,78631305.39,381.1593183,307.5367563,-26.72167752,73.62256194,46.90088442
422,26065,Blue Cross and Blue Shield of South Carolina,SC,No,-254611.31,823623,372812093,288409412,452.6489583,350.1716344,-0.309135745,102.477324,102.1681882,Blue Cross and Blue Shield of South Carolina,SC,No,2446555.38,805213,389094476,284502011,483.2193171,353.3251587,3.038395282,129.8941584,132.9325537,Blue Cross and Blue Shield of South Carolina,SC,No,5890942.63,798195,388510302.2,294209960.2,486.736076,368.5940907,7.380330157,118.1419854,125.5223155
242,37651,Health Alliance Plan (HAP),MI,Yes,-59049.89,193568,85323255,58713868,440.7921506,303.3242478,-0.305060186,137.4679028,137.1628426,Health Alliance Plan (HAP),MI,Yes,-1604360.74,202285,88311302,66111065,436.5687125,326.8213906,-7.931189856,109.7473218,101.816132,Health Alliance Plan of Michigan,MI,Yes,-1055785.01,199634,89947936,64394450,450.5642125,322.5625394,-5.288603194,128.0016731,122.7130699
301,70525,"QCA Health Plan, Inc.",AR,No,-55681.1,188500,60841577.98,46390373,322.7669919,246.1027745,-0.295390451,76.6642174,76.36882695,"QCA Health Plan, Inc.",AR,No,-272007.5,172403,56825418,47574840,329.6080579,275.9513466,-1.577742267,53.65671131,52.07896904,QCA Health Plan INC,AR,No,-59363.91,112358,39388723,29120637,350.5644725,259.1772459,-0.52834609,91.38722654,90.85888045
170,80779,"Neighborhood Health Partnership, Inc.",FL,No,-171191.73,617289,255220968.3,191661545.7,413.4545866,310.4891642,-0.277328334,102.9654224,102.688094,"Neighborhood Health Partnership, Inc.",FL,No,-338156.26,554192,233476029.7,168235672.9,421.2908698,303.5692917,-0.610178891,117.7215781,117.1113992,"Neighborhood Health Partnership, Inc.",FL,No,-241201.26,547235,235452444.9,168441106.5,430.2583806,307.8039718,-0.440763584,122.4544088,122.0136452
82,56610,"UnitedHealthcare Plan of the River Valley, Inc.",IA,No,-54442.57,205835,66164856.39,51466887.68,321.4460922,250.039535,-0.264496174,71.40655724,71.14206107,"United Healthcare Plan of the River Valley, Inc.",IA,No,855194.75,149935,51288916.26,34886888.61,342.0743406,232.6800854,5.703769967,109.3942552,115.0980251,"UnitedHealthcare Plan of the River Valley, Inc.",IA,No,697193.19,124838,45365927.66,31312310.73,363.3983856,250.8235532,5.584783399,112.5748324,118.1596158
473,65890,Coventry Health and Life,GA,No,-4418.49,18018,7498695.55,7543299.49,416.1780192,418.6535403,-0.24522644,-2.475521146,-2.720747586,Coventry Health and Life,GA,No,-233155.74,11063,4344759.46,3355268.39,392.7288674,303.2873895,-21.07527253,89.4414779,68.36620537,Coventry Health and Life,GA,No,-33628.54,3277,1261730.31,694002.16,385.026033,211.7797254,-10.26198962,173.2463076,162.984318
274,48834,"Oxford Health Plans (NJ), Inc.",NJ,No,-120834.31,519317,245183297.5,198040860.9,472.1264613,381.3486963,-0.232679288,90.77776503,90.54508574,"Oxford Health Plans (NJ), Inc.",NJ,No,-185240.53,209708,96159523.06,77080420.79,458.5400798,367.5607072,-0.883326006,90.9793726,90.0960466,"Oxford Health Plans (NJ), Inc.",NJ,No,-189101.21,100068,49202324.61,40196881.83,491.6888976,401.6956652,-1.889727086,89.9932324,88.10350532
9,11104,Federated Mutual Insurance Company,IN,No,-22411.92,109683,42982915.89,37512325.69,391.8831167,342.0067439,-0.204333579,49.87637282,49.67203924,Federated Mutual Insurance Company,IN,No,-542240.33,124892,49757517.64,47755824.43,398.4043625,382.3769691,-4.341673846,16.02739335,11.6857195,Federated Mutual Insurance Company,IN,No,505888.05,117933,51288194.73,52858956.43,434.8926486,448.211751,4.289622498,-13.31910237,-9.029479874
383,97879,Rocky Mountain HMO,CO,Yes,-16089.07,166386,67387595,59733996,405.0076028,359.0085464,-0.096697258,45.99905641,45.90235915,Rocky Mountain HMO,CO,Yes,-2204692.42,157000,71452273,55378710,455.1100191,352.7306369,-14.04262688,102.3793822,88.33675529,Rocky Mountain Health Maintenance Organization Inc,CO,Yes,-2943564.31,160159,75268943,61608582,469.9638672,384.6713703,-18.37901279,85.29249683,66.91348404
237,40064,HealthNow New York,NY,Yes,-54673.38,588220,207967183.4,186589142.2,353.5534042,317.2097892,-0.092947163,36.34361497,36.25066781,HealthNow New York,NY,Yes,-68200.88,609043,224070531.9,201927623.6,367.9059309,331.5490427,-0.111980402,36.35688827,36.24490786,HealthNow New York,NY,Yes,36631.06,906661,366929557,357049800,404.7042467,393.8073878,0.040402157,10.89685891,10.93726107
144,81413,Network Health Plan,WI,No,-5824.29,171588,49861846,49760491.52,290.5905192,289.999834,-0.033943458,0.590685129,0.556741672,Network Health Plan,WI,No,-54663.83,129581,45933435,33852592,354.4766208,261.2465716,-0.421850657,93.23004916,92.8081985,Network Health Plan,WI,No,-3546.19,108312,39863683,28845072.63,368.044935,266.3146524,-0.032740509,101.7302826,101.6975421
137,69347,UnitedHealthcare Insurance Company,NC,No,-15874.11,477146,142268574,94632279.98,298.1657061,198.3298193,-0.033268874,99.83588675,99.80261788,United Healthcare Insurance Company,NC,No,-2306736.6,443252,128596815.4,81484749.47,290.1212299,183.8339127,-5.204120004,106.2873172,101.0831972,UnitedHealthcare Insurance Company,NC,No,-2779689.38,541960,144417632.3,99284453.45,266.472862,183.1951684,-5.128956713,83.27769365,78.14873694
453,93332,"Humana Employers Health Plan of Georgia, Inc.",GA,No,-6158.42,1208242,436176868,347357106.8,361.0012464,287.4896807,-0.005097009,73.51156573,73.50646872,"Humana Employers Health Plan of Georgia, Inc.",GA,No,-2579052.1,1307376,516518316.4,402598661.7,395.0801578,307.9440511,-1.972693472,87.13610675,85.16341328,"Humana Employers Health Plan of Georgia, Inc.",GA,No,-6580193.74,1059874,456321450.5,360079552.5,430.5431122,339.738075,-6.208467931,90.8050372,84.59656927
263,28162,AultCare Insurance Company,OH,No,382.29,305433,108464160,92688664.8,355.1160484,303.4664388,0.001251633,51.64960957,51.6508612,AultCare Insurance Company,OH,No,-514739.16,301024,111471484,88213229.04,370.30763,293.0438405,-1.709960535,77.26378947,75.55382893,AultCare Insurance Company,OH,No,79069.87,272863,114220425,87748547.18,418.5999018,321.584631,0.289778643,97.01527074,97.30504938
497,43283,FirstCarolinaCare Insurance Company,NC,No,407.05,68965,28374272,24551408,411.4300297,355.998086,0.005902269,55.43194374,55.43784601,First Carolina Care Insurance Company,NC,No,-137223.74,65572,27813103,24321537,424.1612731,370.9134539,-2.092718538,53.24781919,51.15510065,FirstCarolinaCare Insurance Company,NC,No,369444.19,69917,30677960,27924061,438.7768354,399.3887181,5.284039504,39.38811734,44.67215684
56,66516,Aetna Health Inc. (a PA corp.),MD,No,11143.81,83092,27116891.7,18751748.24,326.3478036,225.6745323,0.134114114,100.6732713,100.8073854,Aetna Health Inc. (a PA corp.),MD,No,-655553.92,35749,13600283.26,7959351.25,380.4381454,222.6454236,-18.33768553,157.7927218,139.4550362,Aetna Health Inc. (a PA corp.),MD,No,-1109601.09,54418,21743932.15,13945627.45,399.5724236,256.268651,-20.39033206,143.3037726,122.9134406
288,99791,Humana Insurance Company,IN,No,28264.72,143300,48901608.79,33092838.88,341.2533761,230.9339768,0.197241591,110.3193992,110.5166408,Humana Insurance Company,IN,No,-627510.77,150375,54445403.69,39213009.37,362.0641974,260.7681421,-4.172972702,101.2960553,97.12308263,Humana Insurance Company,IN,No,1168984.38,115374,44286341.99,35043513.33,383.8502781,303.7383928,10.13213012,80.11188535,90.24401546
35,67190,Aetna Health Inc. (a PA corp.),DE,No,12382.86,43949,18139763.95,14820869.22,412.7457724,337.2288157,0.281755216,75.5169567,75.79871192,Aetna Health Inc. (a PA corp.),DE,No,-557909.15,45656,20314274.18,12553975.2,444.9420488,274.9687927,-12.21984296,169.9732561,157.7534131,Aetna Health Inc. (a PA corp.),DE,No,89309,82891,39891461.02,28706891.21,481.252018,346.3209662,1.077426982,134.9310517,136.0084787
386,96751,Matthew Thornton Hlth Plan (Anthem BCBS),NH,No,182178.31,553020,255195112,192899456.8,461.4572927,348.8109956,0.329424451,112.6462971,112.9757215,Matthew Thornton Hlth Plan(Anthem BCBS),NH,No,1480182.4,436267,205045865.6,151990884.8,470.0008609,348.3895981,3.392836038,121.6112628,125.0040989,Matthew Thornton Hlth Plan(Anthem BCBS),NH,No,2396638.59,334289,158826771.8,119513325.1,475.1181517,357.5149799,7.169361211,117.6031718,124.772533
302,50816,"Physicians Health Plan of Northern Indiana, Inc.",IN,Yes,115029.27,312530,115400714,95421696,369.2468371,305.3201165,0.36805833,63.92672063,64.29477897,"Physicians Health Plan of Northern Indiana, Inc.",IN,Yes,2912178.01,267643,107896491,88348755,403.1358601,330.0992554,10.8808301,73.03660473,83.91743483,"Physicians Health Plan of Northern Indiana, Inc.",IN,Yes,-124000.57,158896,69217473,54186337,435.6149494,341.0176279,-0.780388241,94.59732152,93.81693328
440,97176,Louisiana Health Service & Indemnity Company,LA,Yes,803668.2,2115029,842650694,655211208,398.4109409,309.7882856,0.379979754,88.62265529,89.00263505,Louisiana Health Service & Indemnity Company,LA,Yes,7830648.73,1880339,774721431,647766322,412.011574,344.4944353,4.164487749,67.51713866,71.68162641,Louisiana Health Service & Indemnity Company,LA,Yes,9158699.82,1318564,571535535,472336263,433.4530102,358.2202024,6.945965323,75.23280781,82.17877314
277,66105,Humana Insurance Company,AZ,No,27209.69,70211,25719218.07,17565957.71,366.3132283,250.1881145,0.387541696,116.1251137,116.5126554,Humana Insurance Company,AZ,No,900266.16,53171,20201523.71,13618650.79,379.9349967,256.1292959,16.93152583,123.8057009,140.7372267,Humana Insurance Company,AZ,No,-1065223.04,43082,16925545.25,9761997.179,392.868141,226.5910863,-24.72547793,166.2770547,141.5515768
448,57451,"Coventry Health Care of Florida, Inc.",FL,No,90797.9,229598,83445599.51,63931293.72,363.4421881,278.4488267,0.395464682,84.9933614,85.38882608,"Coventry Health Care of Florida, Inc.",FL,No,973155.25,128894,50842812.16,36519023.57,394.4544522,283.3260165,7.550043059,111.1284357,118.6784787,"Coventry Health Care of Florida, Inc.",FL,No,-13019.42,66394,27181724.56,17629850.24,409.4003157,265.5337868,-0.196093322,143.8665289,143.6704356
433,80627,Medical Mutual of Ohio,OH,No,1218032.8,3012271,1163497137,908702349,386.2524776,301.666865,0.404356979,84.58561265,84.98996963,Medical Mutual of Ohio,OH,No,4026922.8,2665189,1094554807,852666489.9,410.6856238,319.9272134,1.510933296,90.75841042,92.26934371,Medical Mutual of Ohio,OH,No,9611713.69,2420973,1046044683,805881439.9,432.0761458,332.8750217,3.970186239,99.20112413,103.1713104
15,19298,Aetna Health Inc. (a PA corp.),NV,No,8649.73,19627,6037025.47,3832240.73,307.5877857,195.2535145,0.440705661,112.3342712,112.7749768,Aetna Health Inc. (a PA corp.),NV,No,261732.04,6474,2237604.96,1375448.46,345.6294347,212.4572845,40.42818041,133.1721501,173.6003306,Aetna Health Inc. (a PA corp.),NV,No,224843.43,5292,2310310.33,1203963.57,436.5665779,227.5063435,42.48742063,209.0602343,251.547655
