,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndLossAPMM_2014,IndLossBPMM_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndLossAPMM_2015,IndLossBPMM_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndLossAPMM,IndLossBPMM,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
215,57173,"Presbyterian Health Plan, Inc.",NM,5508787.2,-2442724.87,No,748544,239794,103447,70489796.54,56088935.8,41247211.81,31503608.1,293.9598011,233.9046673,-10.18676393,60.05513374,49.86836981,398.7279651,304.5386343,7.236014578,94.18933087,101.4253454,Presbyterian Health Plan,NM,5375417.38,-2390195.41,No,620026.82,223887,88730,67521634,63807149,36447510,26110763,301.5880064,284.9971146,-10.67590083,16.59089183,5.914991,410.7687366,294.2720951,6.987792404,116.4966415,123.4844339,Presbyterian Health Plan,NM,6321646.56,3104066.63,No,-786361.4,305578,62198,104992337,121102498,25078107,19728457,343.5860468,396.3063375,10.15801736,-52.72029073,-42.56227336,403.1979646,317.1879642,-12.64287276,86.01000032,73.36712756
216,20507,Optima Health Plan,VA,14833380.88,19660297.48,Yes,1872934.03,199052,546331,70503942,103007596,191462530,159841619,354.1986114,517.4908868,98.76965557,-163.2922754,-64.52261982,350.4515211,292.5728524,3.428203836,57.87866879,61.30687263,Optima Health Plan,VA,17769218.56,42170520.55,Yes,6375531.18,412840,389074,152207789,216307264.6,158068855,129936769.5,368.6846938,523.9493862,102.1473708,-155.2646924,-53.1173216,406.2693858,333.9641546,16.3864231,72.30523114,88.69165424,Optima Health,VA,10066985.84,48470286.14,Yes,7394826.9,410914,376152,162154869,236325046,154703351,137557130,394.6199667,575.1204534,117.9572517,-180.5004867,-62.54323498,411.2788208,365.6955965,19.65914551,45.58322433,65.24236984
217,40308,Group Hospitalization and Medical Services Inc.,VA,5469203.05,4207942.09,Yes,3282304.3,218549,290550,71180668.95,65937328.2,138299034.5,113888962.1,325.6966124,301.7050099,19.25399837,23.99160257,43.24560094,475.9904818,391.977154,11.2968656,84.01332783,95.31019343,Group Hospitalization and Medical Services Inc.,VA,8431776.3,11441513.48,Yes,9435152.4,195299,220770,76036999.8,85811732.92,117325881.9,90720173.08,389.3363499,439.3864429,58.58459839,-50.05009304,8.534505348,531.4394252,410.9261815,42.7374752,120.5132437,163.2507189,Group Hospitalization and Medical Services,VA,4801170.38,14829547.64,Yes,8480490.49,163568,182113,73541649.54,85930415.61,102011025.2,75766175.9,449.6090283,525.3497971,90.6628903,-75.74076879,14.9221215,560.1523516,416.0393596,46.567189,144.1129919,190.6801809
218,57601,Anthem Health Plans of NH(Anthem BCBS),NH,,,No,1238434.39,214340,50049,71643123,49031339.24,28130873.75,22918659.82,334.2498974,228.7549652,,105.4949322,,562.0666497,457.9244305,24.74443825,104.1422192,128.8866575,Anthem Health Plans of NH(Anthem BCBS),NH,,,No,1336166.23,127889,45855,47145922,35682494.16,26164521.59,21184974.22,368.6472019,279.0114409,,89.63576101,,570.5925546,461.9992197,29.13894297,108.5933349,137.7322778,Anthem Health Plans of NH(Anthem BCBS),NH,,,No,1894646.99,101808,43504,40831530.21,30979764.37,25085934.01,20381933.52,401.0640638,304.2959725,,96.76809131,,576.6351142,468.5071147,43.55109852,108.1279995,151.679098
219,83978,Aetna Life Insurance Company,GA,2623982.14,-500123.69,No,-3143639.65,325926,270504,71679839.36,65252933.38,104309548.9,86694876.7,219.9267299,200.2078183,-1.534470064,19.71891159,18.18444153,385.6118538,320.4938807,-11.6214165,65.11797312,53.49655661,Aetna Life Insurance Company,GA,6808764.85,-14644018.02,No,3485222.28,248398,365173,80536607.95,68980935.36,154628760.3,120705011.8,324.2240596,277.703264,-58.95384834,46.52079562,-12.43305272,423.4397403,330.5419946,9.544030583,92.89774573,102.4417763,Aetna Life Insurance Company,GA,7209783.66,-7286899.98,No,11869948.22,294890,332786,113626086.8,108891922.4,155016522.4,128887105.4,385.3168531,369.2628519,-24.71056998,16.05400115,-8.656568822,465.8144345,387.2972583,35.66841219,78.5171762,114.1855884
220,77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,No,8812791.52,135146,511038,73111581.68,103775430.1,259667856,202186924.8,540.9822095,767.8764455,243.0813131,-226.894236,16.18707709,508.1184883,395.6397074,17.24488496,112.4787808,129.7236658,"Oxford Health Insurance, Inc.",NJ,16261309.29,44955766,No,5736032.94,94349,713116,51681556.7,81121203.77,378801738.6,296807767.4,547.7700527,859.7992959,476.4837571,-312.0292432,164.4545139,531.1923146,416.2124639,8.043618345,114.9798507,123.023469,"Oxford Health Insurance, Inc.",NJ,9589590.25,53596343.52,No,7713849.61,85642,752670,52549728.11,94329280.26,415118596.8,329869256.6,613.5976286,1101.437148,625.818448,-487.8395197,137.9789282,551.5280226,438.2654505,10.24864763,113.2625722,123.5112198
221,10207,"CareFirst BlueChoice, Inc.",VA,11321522.36,-6283212.33,No,-4403583.34,258022,398671,73447699.25,70625508.48,143862621.8,106451234.2,284.6567318,273.7189406,-24.35145968,10.93779123,-13.41366845,360.8554969,267.0152436,-11.04565755,93.84025324,82.79459569,"CareFirst Blue Choice, Inc.",VA,9093733.33,-4690047.91,No,-4863412.73,291585,450153,88246618.16,84564349.17,169995728.3,122440452.2,302.6445742,290.016116,-16.08466797,12.62845822,-3.45620975,377.6398875,271.9974147,-10.80391051,105.6424729,94.83856238,CareFirst BlueChoice,VA,3834092.16,-2023576.08,No,-4478166.05,215594,461822,72803015,76863811.74,189266815,137117701.1,337.6857195,356.5211079,-9.386050076,-18.83538846,-28.22143854,409.8263292,296.9059532,-9.69673608,112.920376,103.22364
222,22444,Geisinger Health Plan,PA,14765963.46,1759834.57,Yes,-6627591.76,219034,138239,74406248.22,109587873.8,54259996.37,50446013.96,339.701819,500.3235744,8.034526923,-160.6217554,-152.5872285,392.5086001,364.9188287,-47.94299554,27.58977141,-20.35322413,Geisinger Health Plan,PA,9210149.64,11417706.62,Yes,-2139258.77,247339,189426,87519010.48,115945179.4,82228901.08,74557604.08,353.8423398,468.7703088,46.16217669,-114.927969,-68.76579229,434.0951141,393.5975214,-11.29337456,40.49759273,29.20421816,Geisinger Health Plan,PA,5014140.76,2695562.98,Yes,-2263959.52,293115,156204,120501551.9,135014690.8,77872314.84,63961869.41,411.1067393,460.620203,9.196264197,-49.51346366,-40.31719946,498.5295821,409.4765141,-14.49360785,89.05306798,74.55946013
223,99308,"Humana Health Insurance Co of FL, Inc.",FL,547055.66,185940.22,No,-116650.43,332719,7632,74908404.3,58260377.32,5754879.871,4584992.012,225.1401462,175.1038484,0.558850622,50.03629784,50.59514846,754.0461047,600.7589114,-15.28438548,153.2871933,138.0028078,"Humana Health Insurance Co of FL, Inc.",FL,1206801.28,-2261208.38,No,-124082.7,231548,7886,60196665.78,44044679.38,4977924.16,3079474.066,259.9748898,190.2183538,-9.765613955,69.75653601,59.99092206,631.2356277,390.4988671,-15.73455491,240.7367606,225.0022057,"Humana Health Insurance Co of FL, Inc.",FL,380796.07,-2944845.74,No,-110820.97,137234,6407,38957988.65,28694534.48,3990402.64,2391427.54,283.8800053,209.0920215,-21.45857251,74.78798381,53.3294113,622.819204,373.2523084,-17.29685812,249.5668956,232.2700375
224,77969,Regence BlueCross BlueShield of Oregon,OR,10846173.39,4080269.2,Yes,6543460.93,368323,374065,75631577,79709375,159577988,129230198,205.3403589,216.4116143,11.07796472,-11.07125539,0.006709328,426.6049697,345.4752463,17.49284464,81.12972344,98.62256808,Regence BlueCross BlueShield of Oregon,OR,5234032.69,5024567.08,Yes,5570483.58,281509,290080,62826201,68324502,126470542,99835841,223.1765272,242.7080555,17.84869073,-19.5315283,-1.682837565,435.9850455,344.1665782,19.20326662,91.81846732,111.0217339,Regence BlueCross BlueShield of Oregon,OR,4627308.73,1694890.09,Yes,4558873.15,175655,296113,60524893,58819381,126724966,103702294,344.5668669,334.8574251,9.648971507,9.709441804,19.35841331,427.9615079,350.2118921,15.39572106,77.74961586,93.14533692
225,84670,"WPS Health Plan, Inc.",WI,20641930.66,6159459.81,No,-72821.47,211549,65263,77520118,108667711,24840700,23628628,366.4404842,513.6763161,29.11599587,-147.2358319,-118.119836,380.6245499,362.052434,-1.115815546,18.5721159,17.45630035,"WPS Health Plan, Inc.",WI,12630278.43,1825501.39,No,-1158565.4,215901,43139,88373512,114331132,17175568,13957254,409.3242366,529.5535083,8.455270656,-120.2292717,-111.7740011,398.1447878,323.5414358,-26.85656598,74.60335196,47.74678597,"WPS Health Plan, Inc. - WI",WI,6591187.23,1171732.92,No,-1644601.65,205276,50887,99789965,110544386,19812598,16943953,486.1258257,538.5158811,5.70808531,-52.39005534,-46.68197003,389.3449801,332.9721343,-32.31869927,56.37284572,24.05414644
226,71268,CoOportunity Health,IA,24918368.43,7585020.87,Yes,-3442183.75,202033,120387,77581782.78,146939182.5,38869431.96,46321167.41,384.005498,727.3028787,37.54347493,-343.2973807,-305.7539058,322.8706751,384.7688489,-28.59265328,-61.89817381,-90.49082708,CoOportunity Health,IA,504598.26,-1753954.62,Yes,-3537357.91,10554,18569,4079846.93,5848206.17,6176208.73,6172958.69,386.5687825,554.1222446,-166.1886128,-167.5534622,-333.742075,332.6085804,332.4335554,-190.4980295,0.175025042,-190.3230045,,,,,,,,,,,,,,,,,,,,,,
227,12028,Innovation Health Insurance Company,VA,8970576.3,-10851778.45,No,-656684.17,250797,49013,77956385.43,65164565.2,20141344,14391576.17,310.834601,259.829923,-43.26917168,51.00467801,7.735506326,410.9388122,293.6277349,-13.39816314,117.3110773,103.9129141,Innovation Health Insurance Company,VA,9720705.61,-9421914.58,No,2094829.83,458023,120595,142090442.7,118565881.9,48829262.52,36217602.87,310.2255623,258.8644717,-20.57083286,51.3610906,30.79025774,404.9028776,300.3242495,17.37078511,104.5786281,121.9494132,Innovation Health Insurance Company,VA,9072744.96,-39102743.29,No,-3471411.72,684153,116889,206541369.6,195031076.9,49891968.42,33517146.22,301.8935378,285.0693878,-57.15496868,16.82415001,-40.33081868,426.8320237,286.7433738,-29.69836101,140.0886499,110.3902889
228,48396,Anthem Health Plans of ME(Anthem BCBS),ME,5456360.21,363457.73,No,2604015.24,220640,283531,78176738.09,75661991.76,114568401.1,92383760.58,354.318066,342.9205573,1.647288479,11.39750875,13.04479723,404.0771595,325.833015,9.184234669,78.24414445,87.42837912,Anthem Health Plans of ME(Anthem BCBS),ME,6658488.7,-3917017.08,No,688516.26,260198,210436,93504165.99,86563583.55,91756865.15,70156979.25,359.3577429,332.6835085,-15.05398612,26.67423439,11.62024827,436.0321673,333.3886752,3.271855861,102.6434921,105.9153479,Anthem Health Plans of ME(Anthem BCBS),ME,3475090.31,-5023772.82,No,1897677.07,254456,197157,99697787.66,95569087.51,84065509.86,68665973.56,391.8075725,375.5819769,-19.74318868,16.22559558,-3.517593101,426.3886642,348.2806776,9.625207677,78.10798653,87.73319421
229,29125,Tufts Associated Health Maintenance Org***,MA,9896287.04,,Yes,,159433,750718,79468831,77040674,353599651,306055975,498.4465638,483.2166114,,15.22995239,,471.0152827,407.6843435,,63.33093918,,Tufts Associated Health Maintenance Org,MA,5505443.18,,Yes,,129455,606516,68889815,68596735,296956074,252485493,532.1526013,529.8886486,,2.263952725,,489.6096294,416.2882644,,73.32136498,,Tufts Associated Health Maintenance Organization Inc.,MA,5199875.77,,Yes,,130483,596110,68420466,75916404,294881355,255211438,524.3630665,581.810688,,-57.44762153,,494.6760749,428.1280938,,66.54798108,
230,94248,Blue Cross and Blue Shield of Kansas City,KS,11523299.72,8092802.17,Yes,1450193.47,332440,167621,80534884.03,87930153.72,55667325.25,45188128.18,242.2538925,264.4993193,24.34364749,-22.24542681,2.098220671,332.1023335,269.5851247,8.651621635,62.51720888,71.16883052,Blue Cross and Blue Shield of Kansas City,KS,10237463.22,12904886.1,Yes,827921.82,309590,114221,86715627.11,103606226.8,52489052.65,38424728.43,280.098282,334.6562447,41.68379502,-54.55796276,-12.87416774,459.5394249,336.4068641,7.248420343,123.1325607,130.3809811,Blue Cross and Blue Shield of Kansas City,KS,10536962.27,14625747.47,Yes,1720681.91,474810,102731,155071646.7,176573466.6,47457261.04,33751408.56,326.5972635,371.8823668,30.80336865,-45.2851033,-14.48173465,461.9565763,328.5416141,16.74939317,133.4149622,150.1643554
231,68303,Humana Insurance Company,IL,8206407.61,8268175.79,No,4255065.52,337863,590776,81473162.42,84036077.38,236438054,193063081.5,241.1426005,248.7282638,24.47197767,-7.585663301,16.88631436,400.2160785,326.7957424,7.202502336,73.42033613,80.62283847,Humana Insurance Company,IL,3778188.26,4859821.84,No,1632766.92,86198,397474,30799902.73,25580582.55,175214321.6,131272620.1,357.3157467,296.7653838,56.37975173,60.55036289,116.9301146,440.8195796,330.2671875,4.107858426,110.5523921,114.6602505,Humana Insurance Company,IL,0,,No,2376088.32,46303,312274,16672494.51,11777595.34,144619158.9,110419158.7,360.0737427,254.3592281,,105.7145146,,463.1162341,353.5970292,7.608985442,109.5192049,117.1281904
232,94084,GHMSI,MD,9970292.23,5177916.02,Yes,5641971.56,330002,350560,85024757.75,88465811.04,182877022.7,139390539.1,257.6492196,268.0765906,15.69055951,-10.42737102,5.263188496,521.6711054,397.6224872,16.09416807,124.0486182,140.1427863,GHMSI,MD,14153350.5,14549412.84,Yes,16049564.6,306744,244332,99853831.58,114469208.1,138647494.3,108492145.8,325.5282306,373.1750518,47.43177647,-47.64682119,-0.215044728,567.4553243,444.035762,65.68752599,123.4195623,189.1070883,Group Hospitalization and Medical Services,MD,7161965.94,18670711.32,Yes,18607732.84,248712,234935,97591741.46,113987929.2,130037695.7,103146709.5,392.3885517,458.3129451,75.06960388,-65.92439343,9.145210444,553.5049937,439.0436057,79.20374929,114.461388,193.6651373
233,89942,Kaiser Foundation Health Plan of Georgia,GA,7879843.09,-745460.89,Yes,-2820212.21,292357,265388,86535871,85526652,93245854,85180559,295.9938397,292.5418307,-2.549830823,3.452009016,0.902178193,351.3567079,320.9661288,-10.62675106,30.39057908,19.76382802,Kaiser Foundation Health Plan of Georgia,GA,8692894.13,2627520.08,Yes,-2393268.87,263617,242609,92779598,98734595,90601921,77414059,351.9484631,374.5380419,9.967187549,-22.58957882,-12.62239127,373.4483098,319.0898071,-9.864715942,54.35850278,44.49378683,"Kaiser Foundation Health Plan of Georgia, Inc.",GA,6557804.67,-16261579.31,Yes,-2129295.27,431250,127676,145327081,155618578,53225607,42161342,336.9903328,360.8546736,-37.70800999,-23.86434087,-61.57235086,416.8802829,330.2213572,-16.6773338,86.65892572,69.98159192
234,41614,"Coventry Health Care of the Carolinas, Inc.",SC,18857060.88,-3828066.52,No,-68109.07,306629,106103,86779779.41,96820132.31,39940430,31958795.67,283.0123028,315.7566059,-12.48435901,-32.74430305,-45.22866206,376.4307324,301.2053916,-0.641914649,75.22534075,74.5834261,"Coventry Health Care of the Carolinas, Inc.",SC,16573921.48,-3234564.95,No,577520.93,377602,70456,118212881,132898521.8,29227807.54,23342120.37,313.0621157,351.9539669,-8.566069433,-38.89185121,-47.45792064,414.8377362,331.3006752,8.196902038,83.537061,91.73396304,"Coventry Health Care of the Carolinas, Inc.",SC,0,34289.95,,-1171114.15,,,,,,,,,,,,,,,,
235,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,6291295.43,-11219947.68,Yes,-728218.07,250366,106010,90029954,78063723,39626317,31582345,359.5933713,311.7984191,-44.81418276,47.79495219,2.980769434,373.7979153,297.9185454,-6.869333742,75.87936987,69.01003613,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,10975922.03,-39306435.97,Yes,-1753706.42,591522,107302,204436285,184696053,39591149,31973904,345.6106197,312.2386877,-66.44966032,33.37193207,-33.07772825,368.9693482,297.9805036,-16.34365082,70.98884457,54.64519375,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",VA,6499213.85,-48146445.67,Yes,-3171646.65,760579,109760,243102908,229023660,42343061,33965477,319.6287407,301.117517,-63.30236,18.51122369,-44.79113632,385.778617,309.4522321,-28.89619761,76.32638484,47.43018723
236,18973,Coventry Health Care of Iowa Inc.,IA,13395052.4,-9236606.28,No,-142786.86,363736,73989,90284473.3,115208838,22483575.26,16697931.28,248.2142909,316.7375184,-25.39370939,-68.52322756,-93.91693695,303.8772691,225.6812672,-1.92983903,78.19600184,76.26616281,Coventry Health Care of Iowa Inc.,IA,23503386.5,-10780079.07,No,459305.01,616196,44953,201598194.8,218553382.6,17696901.86,13170620.48,327.1656986,354.681599,-17.49456191,-27.51590046,-45.01046237,393.6756581,292.9864632,10.21744956,100.6891949,110.9066445,Aetna Health Inc. (a IA corp.),IA,8633362.73,-10630845.15,No,-547628.54,473825,38670,180042572.3,176259533.9,14407488.76,9222211.96,379.9769373,371.9928959,-22.43622677,7.984041365,-14.45218541,372.5753494,238.4849227,-14.16158624,134.0904267,119.9288404
237,18628,Aetna Health Inc. (a FL corp.),FL,1205126.79,-525058.02,No,389940.41,404615,883049,93742793.82,71993704.55,352932902.3,252382480.2,231.6839312,177.9313781,-1.297673146,53.75255309,52.45487995,399.6753321,285.8080131,0.441584114,113.8673189,114.308903,Aetna Health Inc. (a FL corp.),FL,10360565.46,-28025200.75,No,5437975.83,485275,824836,153265045.8,124845466.8,338486293.2,257940397,315.8313241,257.2674603,-57.75117356,58.56386379,0.812690227,410.3679922,312.7171911,6.592796423,97.65080113,104.2435976,Aetna Health Inc. (a FL corp.),FL,6467391.19,-19679828.24,No,6118081.67,524977,545041,187980194.5,148120335.6,245642163.3,182475409.6,358.0732003,282.1463333,-37.48702941,75.92686708,38.43983767,450.6856609,334.7920791,11.22499348,115.8935818,127.1185752
238,94815,"ConnectiCare Insurance Company, Inc. **",CT,13127918.24,-10948959.34,No,-7957364.87,263102,640290,94374795,81056000,279172554,202598000,358.700409,308.0782358,-41.61488449,50.62217315,9.007288656,436.0095488,316.415999,-12.42775128,119.5935498,107.1657985,"ConnectiCare Insurance Company, Inc.",CT,17822555.02,-26170707.17,No,-10932640.17,482538,790744,169320298,166089425.7,328139662.5,247105313.2,350.8952621,344.1996811,-54.23553621,6.695581073,-47.53995513,414.9758487,312.4972345,-13.82576431,102.4786142,88.65284989,"ConnectiCare Insurance Company, Inc.",CT,11523325.35,-25322894.3,No,-3713490.75,515079,665995,193570640.1,205709363.6,308737636.9,251945876.1,375.8076724,399.3743942,-49.16312702,-23.5667218,-72.72984882,463.5735057,378.2999514,-5.575853798,85.27355431,79.69770051
239,43198,CoOportunity Health,NE,46800412.98,-3258008.03,Yes,-3208840.42,319601,176495,95231501.03,196290044.8,55474134.14,68788943.75,297.969972,614.1721859,-10.19398572,-316.2022139,-326.3961996,314.3099473,389.7500992,-18.18091402,-75.4401519,-93.62106592,CoOportunity Health,NE,2009586.78,-10205123.79,Yes,-7075784.88,53942,33954,15877797.06,21803023.04,11221543.13,11354232.6,294.349432,404.19382,-189.1869747,-109.844388,-299.0313628,330.4925231,334.4004418,-208.3932638,-3.907918655,-212.3011825,,,,,,,,,,,,,,,,,,,,,,
240,39159,Aetna Life Insurance Company,CT,5454083.6,2822391.74,No,2719970.89,394978,430042,98469600.06,92307381.1,137672108.2,112159752,249.304012,233.7025888,7.145693532,15.60142327,22.7471168,320.1364243,260.811158,6.324895917,59.32526637,65.65016229,Aetna Life Insurance Company,CT,4544078.36,-621770.44,No,-610884.79,93291,433610,35918919.04,31853805.4,201107330.2,163056111.6,385.0201953,341.4456421,-6.664849128,43.57455317,36.90970404,463.7977219,376.0432453,-1.408834644,87.7544766,86.34564196,Aetna Life Insurance Company,CT,1447448.75,789659.17,No,5293151.42,56861,402628,24941307.12,22355443.86,187958460.6,174427257.4,438.6364489,393.1595269,13.88753575,45.47692197,59.36445771,466.8290844,433.2218758,13.14650601,33.60720864,46.75371464
241,87416,Common Ground Healthcare Cooperative,WI,37246349.07,-21936044.54,Yes,-1311259.94,241900,7958,101860614,157754750,3030854,1921238,421.0856304,652.1486151,-90.68228417,-231.0629847,-321.7452689,380.8562453,241.4222166,-164.7725484,139.4340287,-25.33851973,Common Ground Healthcare Cooperative,WI,32249872.02,194955.1,Yes,-2056055.51,396688,25483,161071543,222934983.9,9845691,8387544.133,406.040876,561.9907431,0.491457014,-155.9498672,-155.4584101,386.3631048,329.1427278,-80.68341679,57.220377,-23.46303979,Common Ground Healthcare Cooperative,WI,10480129.86,-1715699.95,Yes,-1961917.58,203673,27446,88339949,113442455,11379662,8709913,433.7342161,556.9832771,-8.423796723,-123.249061,-131.6728577,414.6200539,317.3472637,-71.48282373,97.27279021,25.78996648
242,41304,Neighborhood Health Plan***,MA,11225924.12,,Yes,,293889,434996,104081193,100685485.5,155829120,131784947,354.1513735,342.5969856,,11.55438788,,358.2311561,302.956687,,55.27446919,,Neighborhood Health Plan,MA,25517727.66,,Yes,,590554,549573,211691538.8,269160627.4,207754495.2,184494827.5,358.462628,455.7764868,,-97.31385885,,378.0289337,335.7057707,,42.32316307,,"Neighborhood Health Plan, Inc",MA,16412212.24,,Yes,,786805,642086,287761626.9,388035590.7,263435774.7,225016834,365.7343648,493.1788572,,-127.4444923,,410.2811379,350.4465663,,59.83457154,
243,28020,Time Insurance Company,TX,22207363.63,8299930.29,No,262942.05,400601,147385,105435637,127581498,45858013,41074499,263.193644,318.475236,20.71869588,-55.28159191,-34.56289602,311.1443702,278.6884622,1.784048919,32.455908,34.23995692,Time Insurance Company,TX,17972249.76,13466856.6,No,298871.94,312094,79474,98748890,137450043,28740287,22021671,316.4075247,440.4123213,43.1500016,-124.0047966,-80.85479503,361.6313134,277.0927725,3.760625362,84.53854091,88.29916627,,,,,,,,,,,,,,,,,,,,,,
244,55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,No,1050494.99,335976,500708,105525704,128600880,191051185,159069061.2,314.08703,382.7680549,1.74163098,-68.68102484,-66.93939386,381.5620781,317.6882758,2.098019185,63.8738023,65.97182148,"First Priority Life Insurance Company, Inc.",PA,22715787.15,-3237217.38,No,-305360.64,470448,468163,168011577,210195605,190117149,163666391,357.1310262,446.7988067,-6.881137511,-89.6677805,-96.54891801,406.0917864,349.5927508,-0.652252826,56.49903559,55.84678277,First Priority Life Insurance Company,PA,10257016.46,-6653749.71,No,3259788.02,430439,429620,177443910,186950728,187430496,163015215,412.2393882,434.3257186,-15.45805494,-22.08633047,-37.54438541,436.2704157,379.4404706,7.5876077,56.82994507,64.41755277
245,77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,No,-7051442.97,258158,512704,105618835,86780918.26,217569461,181673109,409.1247802,336.1542864,-94.76670597,72.97049381,-21.79621216,424.3568628,354.3430693,-13.75343857,70.01379353,56.26035496,"AmeriHealth HMO, Inc.",NJ,8830357.66,-4859744.69,No,-14888625.2,179483,213554,84242801,80346158,100878313,76374543,469.3636779,447.6533042,-27.07635091,21.71037368,-5.365977223,472.3784757,357.6357408,-69.71831574,114.7427349,45.02441912,AmeriHealth HMO,NJ,4743483.65,-4722553.93,No,-13205635.95,184270,206283,87727564,79753862,101844922,71993263,476.0816411,432.8098008,-25.62844701,43.27184023,17.64339323,493.7145669,349.0024045,-64.01708308,144.7121624,80.69507933
246,33906,Aetna Life Insurance Company,PA,2951625.54,-67222.42,No,-382153.41,542601,78728,107410604,98689530.82,29715546.11,23444386.29,197.9550425,181.8823239,-0.12388923,16.07271859,15.94882936,377.4457132,297.7896846,-4.85409778,79.6560286,74.80193083,Aetna Life Insurance Company,PA,4647588.91,-9332073.48,No,-361486.58,217406,107344,65677880.61,54041189.78,43057650.99,36168580.92,302.097829,248.5726695,-42.9246363,53.52515952,10.60052321,401.1183763,336.9408716,-3.367552728,64.17750475,60.80995202,Aetna Life Insurance Company,PA,0,-64.1,No,-835761.71,3432,126042,1257596.17,1435338.08,42756289.59,34479236.24,366.4324505,418.2220513,-0.018677156,-51.78960082,-51.80827797,339.2225575,273.5535475,-6.630819171,65.66900993,59.03819076
247,51485,Health Net Life Insurance Company,AZ,39878281.54,469.35,No,335791.07,383387,373703,114439203,190164372,112293780,99353625,298.495262,496.0115288,0.00122422,-197.5162669,-197.5150426,300.4893726,265.8625299,0.89855064,34.62684271,35.52539335,Health Net Life Insurance Company,AZ,46215394.37,26294064.75,No,7584973.03,408507,346823,131907279,288203286,118681253,117182463,322.9009026,705.5039106,64.3662526,-382.603008,-318.2367554,342.1954513,337.8739674,21.86986743,4.321483869,26.19135129,Health Net Life Insurance Company,AZ,2433371.07,5075983.13,No,6396214.81,66448,234437,16275889.84,33228323.73,103033321.8,87534460.06,244.9417566,500.0650694,76.39030716,-255.1233128,-178.7330057,439.4925792,373.381591,27.28329918,66.1109882,93.39428738
