,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndReinsPMM_2014,IndLossAPMM_2014,IndLossBPMM_2014,IndLossCPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndReinsPMM_2015,IndLossAPMM_2015,IndLossBPMM_2015,IndLossCPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Not-For-Profit:,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndReinsPMM,IndLossAPMM,IndLossBPMM,IndLossCPMM
152,65847,Medica Health Plans of Wisconsin,MN,2670519.49,130710.53,Yes,32699,10691860.88,11093060,326.978222,339.2476834,3.997386159,81.66976024,-12.26946145,-8.272075293,73.39768494,Medica Health Plans of Wisconsin,MN,6052960.34,7678426.35,Yes,76939,25770963.62,40944996.08,334.9531917,532.1747889,99.79888418,78.67219927,-197.2215971,-97.42271293,-18.75051365,Medica Health Plans of Wisconsin,MN,10897237.25,-13675777.86,Yes,499608,182210405.4,197333022.2,364.7067409,394.9757054,-27.37301616,21.81157477,-30.26896447,-57.64198063,-35.83040586
125,29497,Aetna Life Insurance Company,DE,290104.21,-357373.55,No,37213,7707729.93,5261689.08,207.1246589,141.393843,-9.603459812,7.795775939,65.73081584,56.12735603,63.92313197,Aetna Life Insurance Company,DE,983961.77,-1832345.1,No,23387,8127670.65,7114111.22,347.5294245,304.1908419,-78.34887331,42.07302219,43.33858255,-35.01029076,7.062731432,Aetna Life Insurance Company,DE,1002995.37,-617987.08,No,22659,9954488.68,11091264.04,439.3172108,489.4860338,-27.2733607,44.26476764,-50.16882298,-77.44218368,-33.17741604
362,38166,"Security Health Plan of Wisconsin, Inc.",WI,43113883.54,-4769092.74,Yes,291458,136470890,159303095,468.2351831,546.573074,-16.36288158,147.924859,-78.33789088,-94.70077246,53.22408649,"Security Health Plan of Wisconsin, Inc.",WI,31487056.36,-10390482.3,Yes,368674,169150496,230112614,458.8077706,624.1628485,-28.18338776,85.40622979,-165.3550779,-193.5384657,-108.1322359,"Security Health Plan of Wisconsin, Inc.",WI,12567946.68,-8972947.64,Yes,332132,179557227,209916524,540.6200758,632.0273987,-27.01620934,37.84021618,-91.40732299,-118.4235323,-80.58331615
437,67138,"Health Net of California, Inc.",CA,48731305.15,-100186993.9,No,2002237,653074515,476139478,326.1724336,237.8037555,-50.03752997,24.33843004,88.36867813,38.33114816,62.6695782,"Health Net of California, Inc.",CA,41900195.93,-125635855.9,No,2736915,895993865,681419303,327.3736543,248.9734986,-45.90418625,15.30927922,78.40015565,32.4959694,47.80524862,"Health Net of California, Inc.",CA,24670172.12,-53862013.99,No,2083374,732748701.6,608224981.5,351.7125113,291.9422924,-25.85326206,11.84145147,59.77021893,33.91695687,45.75840835
349,77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,No,258158,105618835,86780918.26,409.1247802,336.1542864,-94.76670597,55.97750083,72.97049381,-21.79621216,34.18128867,"AmeriHealth HMO, Inc.",NJ,8830357.66,-4859744.69,No,179483,84242801,80346158,469.3636779,447.6533042,-27.07635091,49.19885259,21.71037368,-5.365977223,43.83287537,AmeriHealth HMO,NJ,4743483.65,-4722553.93,No,184270,87727564,79753862,476.0816411,432.8098008,-25.62844701,25.74202882,43.27184023,17.64339323,43.38542204
124,31552,Aetna Life Insurance Company,TN,170438.32,-116538.47,No,29871,7433918.94,6290052.82,248.8674279,210.5738951,-3.901391651,5.705812326,38.29353286,34.39214121,40.09795353,Aetna Life Insurance Company,TN,76105.04,-112658.65,No,15249,4098764.87,2798856.85,268.7890924,183.5436324,-7.387936914,4.990821693,85.24546003,77.85752312,82.84834481,Aetna Life Insurance Company,TN,21837.26,-130203.17,No,5110,1857278.33,1553781.03,363.4595558,304.0667378,-25.48007241,4.273436399,59.392818,33.9127456,38.186182
445,40513,"Kaiser Foundation Health Plan, Inc.",CA,240031290.8,98811448.39,Yes,5935591,2273510519,2044153218,383.030185,344.3891633,16.64728051,40.43932454,38.64102176,55.28830228,95.72762682,"Kaiser Foundation Health Plan, Inc.",CA,193662847,-82078859.73,Yes,7551901,2864002080,2536678058,379.2425351,335.8992733,-10.86863556,25.6442513,43.34326178,32.47462623,58.11887752,"Kaiser Foundation Health Plan, Inc.",CA,99483995.87,-182807948.2,Yes,7386281,2899936689,2664433592,392.6112057,360.7273528,-24.74966065,13.4687532,31.88385292,7.134192268,20.60294547
305,95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,No,189134,63247361.96,54264833.96,334.4050354,286.9121044,-16.02524385,30.46736171,47.49293094,31.46768709,61.9350488,"Health Plan of Nevada, Inc.",NV,8222371.58,230274.9,No,357716,118703087.1,102375682.3,331.8361133,286.1926285,0.643736651,22.98575289,45.64348478,46.28722143,69.27297431,"Health Plan of Nevada, Inc.",NV,5618554.15,-13319421.75,No,538785,183216122.4,154780811.4,340.0542376,287.2775066,-24.72121858,10.42819334,52.77673098,28.0555124,38.48370575
320,83978,Aetna Life Insurance Company,GA,2623982.14,-500123.69,No,325926,71679839.36,65252933.38,219.9267299,200.2078183,-1.534470064,8.050852463,19.71891159,18.18444153,26.23529399,Aetna Life Insurance Company,GA,6808764.85,-14644018.02,No,248398,80536607.95,68980935.36,324.2240596,277.703264,-58.95384834,27.41070721,46.52079562,-12.43305272,14.97765449,Aetna Life Insurance Company,GA,7209783.66,-7286899.98,No,294890,113626086.8,108891922.4,385.3168531,369.2628519,-24.71056998,24.44906121,16.05400115,-8.656568822,15.79249239
207,37651,Health Alliance Plan (HAP),MI,5921541.69,5267035.16,Yes,50283,21341078,26220361,424.4193465,521.4557803,104.7478305,117.7642879,-97.03643378,7.711396695,125.4756846,Health Alliance Plan (HAP),MI,3485778.72,3869249.1,Yes,94081,35127892,33194265,373.379237,352.8264474,41.12678543,37.05082557,20.55278962,61.67957505,98.73040061,Health Alliance Plan of Michigan,MI,1323374.09,-3617941.82,Yes,150442,47954634,37425734,318.7582856,248.7718456,-24.04874849,8.796573364,69.98643996,45.93769147,54.73426483
103,73751,Medica Health Plans,ND,1073377.89,-807481.69,Yes,19468,5948961.29,5644879.94,305.5763967,289.9568492,-41.47738288,55.13549877,15.61954746,-25.85783542,29.27766334,Medica Health Plans,ND,1918693.8,-825246.58,Yes,53628,18429287.98,17357765.7,343.6504807,323.6698311,-15.38835273,35.7778362,19.98064966,4.592296934,40.37013314,Medica Health Plans,ND,1374734.61,-1809702.29,Yes,76021,29935799.47,27173036.06,393.7832897,357.4411815,-23.80529446,18.0836165,36.34210823,12.53681378,30.62043028
339,18973,Coventry Health Care of Iowa Inc.,IA,13395052.4,-9236606.28,No,363736,90284473.3,115208838,248.2142909,316.7375184,-25.39370939,36.82630369,-68.52322756,-93.91693695,-57.09063326,Coventry Health Care of Iowa Inc.,IA,23503386.5,-10780079.07,No,616196,201598194.8,218553382.6,327.1656986,354.681599,-17.49456191,38.1427119,-27.51590046,-45.01046237,-6.867750472,Aetna Health Inc. (a IA corp.),IA,8633362.73,-10630845.15,No,473825,180042572.3,176259533.9,379.9769373,371.9928959,-22.43622677,18.22057243,7.984041365,-14.45218541,3.768387021
412,38498,LifeWise Health Plan of WA,WA,37535881.13,-32176872.96,Yes,974829,320686452,231934471,328.9668773,237.9232368,-33.00771003,38.50509282,91.04364047,58.03593045,96.54102327,Life Wise Health Plan of WA,WA,23278792.62,-22413845.18,Yes,777909,264335190,220628830,339.8022005,283.6177882,-28.81293979,29.92482748,56.18441232,27.37147252,57.2963,Lifewise Health Plan of Washington,WA,7633787.69,-11353357.47,Yes,526619,188178972,161015713,357.3341866,305.75371,-21.55895908,14.49584555,51.58047659,30.02151751,44.51736307
324,99308,"Humana Health Insurance Co of FL, Inc.",FL,547055.66,185940.22,No,332719,74908404.3,58260377.32,225.1401462,175.1038484,0.558850622,1.644197236,50.03629784,50.59514846,52.23934569,"Humana Health Insurance Co of FL, Inc.",FL,1206801.28,-2261208.38,No,231548,60196665.78,44044679.38,259.9748898,190.2183538,-9.765613955,5.211883843,69.75653601,59.99092206,65.2028059,"Humana Health Insurance Co of FL, Inc.",FL,380796.07,-2944845.74,No,137234,38957988.65,28694534.48,283.8800053,209.0920215,-21.45857251,2.774793929,74.78798381,53.3294113,56.10420523
120,16204,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,Yes,19320,7108247,6902111,367.9216874,357.2521222,-65.32453157,48.10991149,10.66956522,-54.65496636,-6.545054865,"Coordinated Health Mutual, Inc.",OH,15348555.75,-3985495.69,Yes,192418,71644539,117238425,372.3380297,609.2903211,-20.71269679,79.7667357,-236.9522914,-257.6649882,-177.8982525,Coordinated Health Mutual,OH,7441726.47,-2492656.84,Yes,118846,50094649.49,89426654,421.5089232,752.4582569,-20.97383875,62.61654974,-330.9493337,-351.9231724,-289.3066227
129,98704,UnitedHealthcare Life Insurance Company,OK,1369617.06,83712.74,No,26326,8231807.47,8105793.85,312.6873612,307.9007008,3.179850338,52.02526248,4.786660336,7.966510674,59.99177315,United Healthcare Life Insurance Company,OK,1663019.16,637091.31,No,24179,8196319.07,14955965.78,338.9850312,618.5518748,26.34895198,68.77948468,-279.5668435,-253.2178916,-184.4384069,UnitedHealthcare Life Insurance Company,OK,515261.49,-666540.06,No,32232,12269610.86,8541960.63,380.6655144,265.0149116,-20.67945086,15.9860229,115.6506028,94.97115196,110.9571749
329,48396,Anthem Health Plans of ME(Anthem BCBS),ME,5456360.21,363457.73,No,220640,78176738.09,75661991.76,354.318066,342.9205573,1.647288479,24.72969638,11.39750875,13.04479723,37.77449361,Anthem Health Plans of ME(Anthem BCBS),ME,6658488.7,-3917017.08,No,260198,93504165.99,86563583.55,359.3577429,332.6835085,-15.05398612,25.59008409,26.67423439,11.62024827,37.21033236,Anthem Health Plans of ME(Anthem BCBS),ME,3475090.31,-5023772.82,No,254456,99697787.66,95569087.51,391.8075725,375.5819769,-19.74318868,13.65693994,16.22559558,-3.517593101,10.13934684
102,89106,UnitedHealthcare Life Insurance Company,WI,1343804.49,1384844.33,No,14670,5908205.32,7068437.39,402.7406489,481.8294063,94.39974983,91.60221472,-79.08875733,15.3109925,106.9132072,United Healthcare Life Insurance Company,WI,2293913.16,-1371221.77,No,51450,21204925.8,22200055.13,412.1462741,431.487952,-26.65154072,44.5852898,-19.34167794,-45.99321866,-1.407928863,UnitedHealthcare Life Insurance Company,WI,1593125.58,-1255163.33,No,66356,30442418.01,27912439.39,458.7741577,420.646805,-18.91559663,24.00876454,38.12735276,19.21175613,43.22052068
215,63312,Colorado Choice Health Plans,CO,6252605.7,-4578461.04,Yes,63856,23273256,29458165,364.4646705,461.3218022,-71.69977825,97.91727794,-96.85713167,-168.5569099,-70.63963198,Colorado Choice Health Plans,CO,4665826.16,1562462.46,Yes,65551,24627126,29021855,375.6941313,442.7370292,23.83582951,71.1785657,-67.0428979,-43.20706839,27.97149731,Colorado Choice Health Plans,CO,3886517.25,-2794252.54,Yes,151321,63697696,58699592,420.9441915,387.9143807,-18.46572875,25.68392523,33.0298108,14.56408205,40.24800728
411,49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,34663581.85,-3958982.3,No,1094274,313627768,267903151,286.608078,244.8227327,-3.617907672,31.67724158,41.78534535,38.16743768,69.84467926,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,31999615.68,-15389290.74,No,1329937,388444221.1,358677256.3,292.0771594,269.6949226,-11.57144341,24.06100115,22.38223675,10.81079334,34.87179448,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,31779370.22,-26403372.35,No,1510064,551320906.2,520906806.4,365.0977086,344.9567743,-17.48493597,21.04504857,20.14093429,2.655998322,23.70104689
42,99685,Humana Insurance Company,AR,4723.94,68170.5,No,13384,2178290.92,1614966.321,162.7533562,120.6639511,5.093432457,0.352954274,42.08940519,47.18283764,47.53579192,Humana Insurance Company,AR,149183.57,-484230.53,No,8077,1784005.94,1254218.05,220.8748223,155.2826606,-59.95178036,18.47017086,65.59216169,5.64038133,24.11055219,Humana Insurance Company,AR,0,-106659.16,No,6183,1351592.12,1182334.65,218.5981109,191.2234595,-17.25038978,0,27.37465146,10.12426169,10.12426169
106,50727,Humana Insurance Company,VA,2610901.31,178764.83,No,22045,6157572.23,8852020.059,279.3183139,401.5432098,8.109087321,118.4350787,-122.2248958,-114.1158085,4.319270175,Humana Insurance Company,VA,1723539.51,43710.21,No,26924,9158641.07,11430095.72,340.166434,424.5318571,1.623466424,64.014987,-84.36542304,-82.74195662,-18.72696962,Humana Insurance Company,VA,686239.96,-329364.82,No,19761,7698364.02,10145325.44,389.5736056,513.401419,-16.66741663,34.72698548,-123.8278134,-140.49523,-105.7682445
234,19898,"AvMed, Inc.",FL,1841557.61,1215541.75,Yes,114237,28608236,23869035,250.4288103,208.9431183,10.64052584,16.12050045,41.48569203,52.12621786,68.24671831,"AvMed, Inc.",FL,3804584.76,-148477.46,Yes,168528,55062372,50135453,326.7253631,297.4903458,-0.881025468,22.57538664,29.23501733,28.35399186,50.9293785,"AvMed, Inc",FL,4504028.34,-5705014.67,Yes,345768,127267834,123194512,368.0729102,356.2924042,-16.49954498,13.02615725,11.780506,-4.71903898,8.30711827
230,28162,AultCare Insurance Company,OH,3286427.05,-174769.08,No,96734,27420415,25291402.49,283.4620196,261.4530826,-1.806697542,33.97385666,22.00893698,20.20223944,54.1760961,AultCare Insurance Company,OH,2358684.92,-246739.17,No,94212,31591227.41,26237396.03,335.3206323,278.4931434,-2.618978156,25.03592876,56.82748885,54.2085107,79.24443946,AultCare Insurance Company,OH,1136982.67,-1545137.86,No,95298,36399127,29085428,381.9505866,305.20502,-16.21374908,11.93081355,76.74556654,60.53181746,72.46263101
348,55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,No,335976,105525704,128600880,314.08703,382.7680549,1.74163098,59.3765799,-68.68102484,-66.93939386,-7.562813951,"First Priority Life Insurance Company, Inc.",PA,22715787.15,-3237217.38,No,470448,168011577,210195605,357.1310262,446.7988067,-6.881137511,48.28543675,-89.6677805,-96.54891801,-48.26348126,First Priority Life Insurance Company,PA,10257016.46,-6653749.71,No,430439,177443910,186950728,412.2393882,434.3257186,-15.45805494,23.8291987,-22.08633047,-37.54438541,-13.7151867
264,60536,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,No,109609,39298032.76,57305594.51,358.5292518,522.8183316,-9.254991287,99.4023603,-164.2890798,-173.5440711,-74.14171081,"Avera Health Plans, Inc.",SD,7492141.61,3672370.39,No,139552,44433569,69065181,318.4015206,494.906422,26.31542644,53.68709592,-176.5049014,-150.189475,-96.50237904,"Avera Health Plans, Inc.",SD,5852231.13,-4206700.98,No,282010,102585338,109001581,363.7648949,386.5167228,-14.9168504,20.75185678,-22.75182795,-37.66867834,-16.91682157
89,98905,CommunityCare HMO Inc.,OK,424071.17,823116.3,No,17942,4191506,4445552,233.6142013,247.7734924,45.87650764,23.63566882,-14.15929105,31.71721659,55.35288541,Community Care HMO Inc.,OK,919447.27,1755937.92,No,27269,7749880,9761451,284.2011075,357.9687924,64.3931908,33.71767465,-73.76768492,-9.374494114,24.34318053,CommunityCare HMO Inc.,OK,442540.07,-358787.81,No,24262,6991090,6324078,288.1497816,260.6577364,-14.78805581,18.24004905,27.49204517,12.70398937,30.94403841
61,90169,UnitedHealthcare Life Insurance Company,AZ,1610.82,28226.14,No,5753,2810864.09,1870467.82,488.5910116,325.1291187,4.906334087,0.279996524,163.4618929,168.368227,168.6482235,United Healthcare Life Insurance Company,AZ,737940.9,784206.91,No,17049,6337200.43,7551443.03,371.7051106,442.9258625,45.99723796,43.28352983,-71.22075195,-25.22351399,18.06001584,UnitedHealthcare Life Insurance Company,AZ,822635.08,-819920.79,No,55822,19215156.59,18384841.95,344.2219302,329.347604,-14.68812995,14.73675397,14.87432625,0.186196303,14.92295027
246,66105,Humana Insurance Company,AZ,1328793.1,1164384.91,No,180110,31945882.48,27091713.83,177.3687329,150.4175994,6.464854311,7.37767531,26.95113347,33.41598779,40.79366309,Humana Insurance Company,AZ,1778440.1,689053.89,No,54591,15798846,12122248.97,289.4038578,222.0558145,12.62211518,32.57753293,67.34804327,79.97015845,112.5476914,Humana Insurance Company,AZ,2656508.48,-1311469.26,No,97980,28240828.17,30256833.69,288.2305386,308.8062226,-13.38507103,27.1127626,-20.57568402,-33.96075505,-6.847992447
204,16698,Prominence HealthFirst,NV,3231609.73,542628,No,41120,20905855,20058272,508.4108706,487.7984436,13.19620623,78.58973079,20.61242704,33.80863327,112.3983641,Prominence Health First,NV,2492308.28,3206374.59,No,40064,17990277,20894048.56,449.0384635,521.5167871,80.03131465,62.20817392,-72.47832368,7.552990964,69.76116489,Prominence HealthFirst,NV,2283593.67,-1517979.46,No,113507,45301684,38199147.38,399.1091651,336.5356091,-13.37344358,20.11852723,62.57355599,49.20011242,69.31863964
218,93091,New Mexico Health Connections,NM,3178238.43,-4834621.72,Yes,72246,24015570,20102873,332.4138361,278.2558619,-66.91888437,43.99189478,54.15797414,-12.76091022,31.23098455,New Mexico Health Connections,NM,5515873.35,-11035028.09,Yes,237567,63129854,64799269,265.7349464,272.7620798,-46.45017233,23.21817992,-7.027133398,-53.47730573,-30.2591258,New Mexico Health Connections,NM,3009737.98,-3779277.3,Yes,295687,87331622,87114965.56,295.3515779,294.6188556,-12.78134412,10.17879711,0.732722237,-12.04862189,-1.869824781
127,50491,Cigna Health and Life Insurance Company,GA,3655883.02,3395529.35,No,20959,8089063,16033152,385.9469917,764.976955,162.0081755,174.4302219,-379.0299633,-217.0217878,-42.59156591,Cigna Health and Life Insurance Company,GA,3610522.83,3938467.33,No,44469,16818343,23889040,378.2037599,537.2065934,88.56658189,81.19190515,-159.0028334,-70.43625155,10.7556536,Cigna Health and Life Insurance Company,GA,1923749.48,-770019.98,No,65045,23576429,25404651,362.4633561,390.5703897,-11.83826551,29.57567038,-28.10703359,-39.9452991,-10.36962872
110,45404,UnitedHealthcare Life Insurance Company,PA,1124049.95,798351.41,No,27177,6453709.23,9246442.03,237.4695231,340.2304165,29.37599477,41.36033963,-102.7608934,-73.38489863,-32.024559,United Healthcare Life Insurance Company,PA,1102044.68,1720000.53,No,33447,10045141.52,15860896.66,300.3301199,474.2098442,51.42465782,32.94898436,-173.8797243,-122.4550665,-89.50608216,UnitedHealthcare Life Insurance Company,PA,264047.29,-300893.24,No,29116,9133722.57,10832316.79,313.7011461,372.0400052,-10.3342918,9.068803751,-58.33885905,-68.67315084,-59.60434709
322,10207,"CareFirst BlueChoice, Inc.",VA,11321522.36,-6283212.33,No,258022,73447699.25,70625508.48,284.6567318,273.7189406,-24.35145968,43.87812807,10.93779123,-13.41366845,30.46445962,"CareFirst Blue Choice, Inc.",VA,9093733.33,-4690047.91,No,291585,88246618.16,84564349.17,302.6445742,290.016116,-16.08466797,31.1872467,12.62845822,-3.45620975,27.73103695,CareFirst BlueChoice,VA,3834092.16,-2023576.08,No,215594,72803015,76863811.74,337.6857195,356.5211079,-9.386050076,17.78385373,-18.83538846,-28.22143854,-10.43758481
360,75605,Blue Cross Blue Shield of New Mexico,NM,17360787.26,6258751.86,Yes,473250,132385147,160136586.3,279.7361796,338.3763049,13.22504355,36.68417805,-58.6401253,-45.41508175,-8.730903708,Blue Cross Blue Shield of New Mexico,NM,25478424.19,14139955.41,Yes,402278,135578668,184280106.4,337.0272995,458.0914353,35.14971092,63.33536557,-121.0641357,-85.91442483,-22.57905926,Blue Cross Blue Shield of New Mexico,NM,515666.69,-136719.12,Yes,15258,4283638,5521538.184,280.747018,361.8782399,-8.960487613,33.79647988,-81.13122192,-90.09170953,-56.29522965
367,30751,Blue Cross and Blue Shield of Montana,MT,39734997.94,-4280629.18,Yes,450309,143510696,181347286.3,318.6938214,402.7174369,-9.505981848,88.23940436,-84.02361556,-93.52959741,-5.290193045,Blue Cross and Blue Shield of Montana,MT,29263271.43,-4708322.25,Yes,555866,174623320.2,233970780.9,314.1464313,420.9121999,-8.470246876,52.64447084,-106.7657685,-115.2360154,-62.59154458,Blue Cross and Blue Shield of Montana,MT,17130961.48,-5337903.73,Yes,633417,240394690,259904231.6,379.5204265,410.320897,-8.427155776,27.04531372,-30.80047046,-39.22762624,-12.18231252
344,87416,Common Ground Healthcare Cooperative,WI,37246349.07,-21936044.54,Yes,241900,101860614,157754750,421.0856304,652.1486151,-90.68228417,153.974159,-231.0629847,-321.7452689,-167.7711098,Common Ground Healthcare Cooperative,WI,32249872.02,194955.1,Yes,396688,161071543,222934983.9,406.040876,561.9907431,0.491457014,81.29782605,-155.9498672,-155.4584101,-74.16058409,Common Ground Healthcare Cooperative,WI,10480129.86,-1715699.95,Yes,203673,88339949,113442455,433.7342161,556.9832771,-8.423796723,51.45566599,-123.249061,-131.6728577,-80.21719172
409,26065,Blue Cross and Blue Shield of South Carolina,SC,22076003.24,6653943.39,No,936558,295301129,254980986,315.3046891,272.2532785,7.104678397,23.57142135,43.05141059,50.15608899,73.72751034,Blue Cross and Blue Shield of South Carolina,SC,26799911.31,8615922.98,No,1019835,355349837,335721470,348.4385582,329.1919477,8.448349959,26.27867381,19.24661048,27.69496044,53.97363425,Blue Cross and Blue Shield of South Carolina,SC,23566473.38,-13226650.55,No,1645277,640755819.4,640628072.5,389.451636,389.3739914,-8.039163345,14.32371168,0.077644615,-7.961518729,6.36219295
433,33709,Highmark Inc.,PA,97340297.04,-44238595.47,Yes,2556433,629234955.1,808307387,246.1378628,316.1856333,-17.30481318,38.07660793,-70.04777043,-87.35258361,-49.27597568,Highmark Inc.,PA,106807043.5,-46784130.23,Yes,2659756,792882593,1082562250,298.1035076,407.0156247,-17.58963237,40.15670742,-108.9121171,-126.5017495,-86.34504208,Highmark Inc.,PA,8120535.88,-3929579.78,Yes,552745,167251940,185011072,302.5842658,334.7132439,-7.109209093,14.69128781,-32.1289781,-39.23818719,-24.54689938
306,99663,"Coventry Health Care of Virginia, Inc",VA,11965740.5,2743889.18,No,230418,64730853.85,69703444.71,280.927939,302.5086786,11.9083109,51.93058051,-21.58073961,-9.672428717,42.25815179,"Coventry Health Care of Virginia, Inc.",VA,14307294.04,1027646.58,No,507146,143754585.8,143169176.9,283.45799,282.3036698,2.026332811,28.21139088,1.154320255,3.180653066,31.39204395,"Coventry Health Care of Virginia, Inc",VA,8254650.15,-3220691.27,No,483242,157523774.4,170119783.1,325.972855,352.0384882,-6.664758589,17.08181439,-26.06563316,-32.73039175,-15.64857736
365,62141,Celtic Insurance Company,AR,6888210.15,-8621410.48,No,343956,140041687.7,125826699.3,407.1500067,365.8220799,-25.06544581,20.02642824,41.32792683,16.26248102,36.28890925,Celtic Insurance Company,AR,8196167.49,-10893205.76,No,511698,178753728.3,191626223.4,349.3344283,374.4908587,-21.2883493,16.0175875,-25.15643036,-46.44477966,-30.42719215,Celtic Insurance Company,AR,4667143.01,-3996497.96,No,645597,223290186.6,250007555.2,345.8662085,387.2501812,-6.190391157,7.229189432,-41.38397266,-47.57436382,-40.34517439
176,69364,Asuris Northwest Health,WA,4356897.34,1425226.46,Yes,46293,15696661,16360933,339.0720195,353.4213164,30.78708358,94.11568358,-14.34929687,16.43778671,110.5534703,Asuris Northwest Health,WA,2095416.08,1091276.01,Yes,35287,12501291,13278499,354.2746904,376.3000255,30.92572364,59.38209766,-22.02533511,8.900388528,68.28248618,Asuris Northwest Health,WA,673612.99,-208979.24,Yes,34440,12961373,11787125,376.3464866,342.2510163,-6.067922184,19.55902991,34.09547038,28.0275482,47.58657811
263,66083,"Humana Health Plan of Ohio, Inc.",OH,8894210.03,-6379256.85,No,127142,38643605.76,47386987.32,303.9405213,372.7091545,-50.17426853,69.95493252,-68.76863318,-118.9429017,-48.9879692,"Humana Health Plan of Ohio, Inc.",OH,5155494.73,-1928407.65,No,113702,37209008.31,40856750.46,327.2502534,359.331854,-16.96019111,45.34216399,-32.08160059,-49.0417917,-3.699627711,"Humana Health Plan of Ohio, Inc.",OH,1676810.6,-415576.63,No,79134,27809359.49,27429005.53,351.4211273,346.614673,-5.251555968,21.18950893,4.806454369,-0.4451016,20.74440733
403,28137,"CareFirst BlueChoice, Inc.",MD,33674052.57,-12598519.03,No,1045638,264744175.9,273475415,253.1891304,261.5392851,-12.04864306,32.20431217,-8.350154738,-20.3987978,11.80551437,"CareFirst Blue Choice, Inc.",MD,59885149.52,-16434375.57,No,1994245,542184203.8,550886744.5,271.8744205,276.2382478,-8.240900978,30.02898316,-4.363827263,-12.60472824,17.42425492,CareFirst BlueChoice,MD,30916285.31,-9848840.41,No,1953448,595957605.8,620150404.6,305.0798413,317.4645061,-5.041772502,15.82652075,-12.38466486,-17.42643736,-1.599916609
219,60156,"HMO Colorado, Inc., dba HMO Nevada",NV,4285648.85,-4049114.37,No,72009,24105673.82,18526521.51,334.7591804,257.2806387,-56.23067075,59.51546126,77.47854171,21.24787096,80.76333222,HMO Colorado Inc. dba HMO NV(Anthem BCBS),NV,5077744.17,-8860894.35,No,163550,52492039.02,39126115.86,320.9540753,239.2303018,-54.17850413,31.04704476,81.72377352,27.5452694,58.59231415,HMO Colorado Inc(Anthem BCBS),NV,2165656.09,-491903.28,No,104620,37744931.8,31022210.14,360.7812254,296.5227503,-4.701809214,20.70021115,64.25847505,59.55666584,80.25687698
161,91069,"HealthyCT, Inc. **",CT,1944236.31,-569431.67,Yes,23491,11974980,12903482.29,509.7688476,549.294721,-24.24041846,82.76515729,-39.52587331,-63.76629177,18.99886552,"HealthyCT, Inc.",CT,11450211.51,-6912671.83,Yes,204238,95596346.48,94063469.84,468.0634675,460.5581226,-33.84615904,56.06308087,7.505344941,-26.3408141,29.72226677,"HealthyCT, Inc.",CT,6340096.71,-745863.3,Yes,176948,80188268.15,100808441.7,453.1741989,569.7065901,-4.2151553,35.83028183,-116.5323912,-120.7475465,-84.91726462
