,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndReinsPMM_2014,IndRCPMM_2014,TotalPA_2014,TotalPB_2014,TotalPC_2014,TotalPD_2014,TotalPE_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndReinsPMM_2015,IndRCPMM_2015,TotalPA_2015,TotalPB_2015,TotalPC_2015,TotalPD_2015,TotalPE_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndReinsPMM,IndRCPMM,TotalPA,TotalPB,TotalPC,TotalPD,TotalPE
252,90296.0,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,1405157.3,-2210325.79,92214.0,33642176.0,29825663.0,220063.0,364.8272062810419,323.43964040167435,-23.969525126336567,15.238003990717246,2.386438067972325,41.38756587936757,17.418040753031004,32.656044743748254,19.80447882100333,35.04248281172058,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,4152560.34,-17702319.36,287296.0,87409483.0,83733862.0,,304.2488687625306,291.4550219982179,-61.6170060147026,14.45394415515705,,12.793846764312718,-48.823159250389885,-34.36921509523283,,,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",MD,3816924.66,-29417473.49,463323.0,144825293.0,145144714.0,,312.5795460186522,313.2689592357815,-63.492365995212836,8.238150620625353,,-0.6894132171292995,-64.18177921234214,-55.94362859171678,,
253,67183.0,"Total Health Care USA, Inc.",MI,2025795.65,-1099668.46,118609.0,33847648.0,26440698.0,,285.37166656830425,222.92320144339806,-9.271374516267736,17.0796115809087,,62.44846512490619,53.17709060863846,70.25670218954716,,,"Total Health Care USA, Inc.",MI,1534183.55,1882988.25,108034.0,32834737.0,28529176.0,-1188633.0,303.92966103263785,264.07590203084214,17.429589295962383,14.200932576781383,-11.002397393413185,39.85375900179571,57.283348297758096,71.48428087453948,46.28095090434491,60.481883481126296,Total Health Care,MI,473367.52,2404013.29,66614.0,20781599.0,22173053.56,,311.97044164890264,332.8587618218392,36.08870943045006,7.106126640045637,,-20.888320172936574,15.200389257513486,22.306515897559123,,
254,37833.0,Unity Health Plans Insurance Corporation,WI,4934795.29,7490116.39,101128.0,34056627.0,41162595.0,,336.7675322363737,407.0345997152124,74.06570277272367,48.79751690926351,,-70.26706747883867,3.798635293884999,52.596152203148506,,,Unity Health Plans Insurance Corporation,WI,7185046.24,5592708.14,194647.0,67620965.18,89591632.45,,347.4030690429342,460.2774892497701,28.732567879289174,36.91321335545886,,-112.87442020683591,-84.14185232754673,-47.22863897208787,,,Unity Health Plans Insurance Corporation,WI,4616486.19,12470418.63,216904.0,80662042.0,93413220.4,,371.8789971600339,430.6661951831225,57.49280156198134,21.283545669973815,,-58.78719802308859,-1.2943964611072545,19.98914920886656,,
255,43839.0,UnitedHealthcare Insurance Company,FL,,,60049.0,34642096.64,42186280.01,,576.8971446651901,702.5309332378557,,,,-125.6337885726656,,,,,United Healthcare Insurance Company,FL,,,38845.0,21615308.07,17434902.57,,556.4502013129103,448.83260574076456,,,,107.61759557214572,,,,,UnitedHealthcare Insurance Company,FL,,,34121.0,18908544.2,14725667.31,,554.1614899915008,431.57197356466696,,,,122.58951642683388,,,,
256,80863.0,Time Insurance Company,AZ,13874351.63,5883719.72,147996.0,34843805.0,56760689.0,,235.43747803994702,383.52853455498797,39.75593745776913,93.74815285548259,,-148.09105651504095,-108.33511905727181,-14.586966201789224,,,Time Insurance Company,AZ,12354851.1,11878587.57,137808.0,40988927.0,76820522.0,,297.43503279925693,557.4460263555092,86.19664729188436,89.65264063044235,,-260.01099355625223,-173.81434626436788,-84.16170563392554,,,,,,,,,,,,,,,,,,,,
257,75729.0,Geisinger Quality Options,PA,2772466.89,490533.38,136674.0,34989246.05,37581147.08,3707248.0,256.005136675593,274.9692485769056,3.5890760495778276,20.28525462048378,27.124749403690533,-18.964111901312606,-15.37503585173478,4.910218768749001,11.749713551955754,32.034968172439534,Geisinger Quality Options,PA,1529545.49,1142253.34,96868.0,30600743.92,28845822.95,,315.90147334517076,297.7848510343973,11.791854275921875,15.789997625634884,,18.116622310773437,29.90847658669531,45.6984742123302,,,Geisinger Quality Options,PA,2364122.23,7409434.09,115368.0,44235179.47,57912751.19,,383.4267688613827,501.9827958359337,64.22434375216697,20.49201017613203,,-118.556026974551,-54.33168322238403,-33.839673046252,,
258,99791.0,Humana Insurance Company,IN,15014843.87,12712802.22,117992.0,35065382.65,52271674.78,,297.1844078412096,443.01032934436233,107.74291663841618,127.25306690284086,,-145.82592150315276,-38.08300486473658,89.17006203810428,,,Humana Insurance Company,IN,9599228.21,8411678.81,105258.0,36172211.59,57228856.87,,343.65284909460564,543.7007816032985,79.91486452336164,91.1971366546961,,-200.0479325086929,-120.13306798533125,-28.935931330635157,,,Humana Insurance Company,IN,6361.47,122433.72,28330.0,5643355.52,4911117.86,,199.2006890222379,173.35396611366045,4.321698552770914,0.2245488881044829,,25.846722908577448,30.168421461348363,30.392970349452845,,
259,84251.0,Aetna Life Insurance Company,AZ,3503089.05,-437141.1,146265.0,37434147.38,32381578.1,54873.24,255.93373247188325,221.38979318360512,-2.9886924418008407,23.950289201107577,0.3751631627525382,34.543939288278125,31.555246846477285,55.50553604758486,31.930410009229824,55.8806992103374,Aetna Life Insurance Company,AZ,1614307.95,-3663100.18,127740.0,33153017.92,25205733.12,,259.5351332393925,197.32059746359795,-28.67621872553625,12.637450681070925,,62.21453577579456,33.538317050258314,46.17576773132924,,,Aetna Life Insurance Company,AZ,0.0,41466.11,191.0,39627.09,4340745.04,,207.47167539267014,22726.41382198953,217.10005235602094,0.0,,-22518.94214659686,-22301.842094240837,-22301.842094240837,,
260,32225.0,Montana Health Cooperative,MT,10821501.27,3157443.9,115466.0,37692890.0,53910617.0,6754128.0,326.4414632878943,466.8960300001732,27.345226300382794,93.72024033048689,58.494517866731336,-140.4545667122789,-113.10934041189611,-19.389100081409225,-54.61482254516478,39.10541778532211,Montana Health Cooperative,MT,14667714.03,4282446.27,223233.0,76503090.0,112773266.0,,342.70511080351025,505.1818772314129,19.183750923922535,65.70585007592963,,-162.47676642790265,-143.29301550398011,-77.58716542805048,,,Montana Health Cooperative,MT,4262930.36,856571.75,167472.0,70946387.0,76292134.0,,423.63133538740806,455.5515787713767,5.114716191363333,25.454585602369352,,-31.920243383968625,-26.805527192605293,-1.3509415902359407,,
261,82483.0,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,91082.0,38127866.0,42091418.0,3299402.534,418.6103291539492,462.12663314376056,4.7717651127555385,62.17764596737006,36.22452882018401,-43.51630398981138,-38.74453887705584,23.433107090314223,-2.5200100568718256,59.657635910498236,North Shore-LIJ Insurance Company Inc.,NY,8737682.64,2282312.43,189964.0,76546973.0,82818832.0,,402.9551546608831,435.9711945421238,12.01444710576741,45.99651849824178,,-33.01603988124066,-21.00159277547325,24.994925722768528,,,North Shore-LIJ Insurance Company Inc,NY,6258273.72,-19781114.37,348875.0,143377159.5,163481023.8,,410.9700021497671,468.5948371193121,-56.699718724471516,17.938441332855607,,-57.62483496954502,-114.32455369401654,-96.38611236116094,,
262,54235.0,"UnitedHealthcare of New York, Inc.",NY,9905407.05,4787190.35,62352.0,38450874.59,41822158.1,-628560.0,616.6742781306134,670.7428486656403,76.77685318835,158.86269967282527,-10.080831408775982,-54.06857053502688,22.708282653323124,181.5709823261484,12.627451244547142,171.4901509173724,"United Healthcare of New York, Inc.",NY,7508442.74,10564737.15,102501.0,55064189.41,62996690.7,,537.2063629623125,614.595864430591,103.0696007843826,73.252385245022,,-77.38950146827847,25.680099316104133,98.93248456112613,,,"UnitedHealthcare of New York, Inc",NY,3719122.63,5932308.11,96007.0,50763996.72,58879212.87,,528.7530775880925,613.2804156988552,61.79037059797724,38.73803608070245,,-84.52733811076268,-22.736967512785448,16.001068567917002,,
263,66083.0,"Humana Health Plan of Ohio, Inc.",OH,8894210.03,-6379256.85,127142.0,38643605.76,47386987.32,8999305.0,303.9405213068852,372.709154488682,-50.17426853439461,69.95493251639898,70.78152774063645,-68.76863318179676,-118.94290171619137,-48.98796919979239,-48.16137397555492,21.79355854084406,"Humana Health Plan of Ohio, Inc.",OH,5155494.73,-1928407.65,113702.0,37209008.31,40856750.46,,327.25025338164676,359.3318539691474,-16.960191113612776,45.342163990079335,,-32.081600587500645,-49.041791701113425,-3.69962771103409,,,"Humana Health Plan of Ohio, Inc.",OH,1676810.6,-415576.63,79134.0,27809359.49,27429005.53,,351.42112732832913,346.61467295978974,-5.2515559683574695,21.189508934212856,,4.8064543685393915,-0.44510159981807806,20.74440733439478,,
264,60536.0,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,109609.0,39298032.76,57305594.51,7572478.0,358.5292517950168,522.8183316151046,-9.254991287211816,99.40236029888057,69.0862794113622,-164.2890798200878,-173.54407110729963,-74.14171080841906,-104.45779169593743,-5.055431397056864,"Avera Health Plans, Inc.",SD,7492141.61,3672370.39,139552.0,44433569.0,69065181.0,1217196.0,318.4015205801422,494.9064219789039,26.31542643602385,53.68709592123366,8.722168080715432,-176.50490139876172,-150.18947496273788,-96.50237904150421,-141.46730688202246,-87.78021096078878,"Avera Health Plans, Inc.",SD,5852231.13,-4206700.98,282010.0,102585338.0,109001581.0,,363.76489486188433,386.5167228112478,-14.916850395376052,20.751856778128435,,-22.751827949363474,-37.668678344739526,-16.91682156661109,,
265,27619.0,Arches Mutual Insurance Company,UT,10242701.48,-3623028.92,149879.0,39571614.0,56233518.96,10285619.0,264.02373914958065,375.19278191074136,-24.173025707403973,68.33980397520666,68.62615176242169,-111.16904276116071,-135.3420684685647,-67.00226449335803,-66.715916706143,1.6238872690636583,Arches Mutual Insurance Company,UT,13281090.66,-13206183.16,385348.0,88767594.0,135527522.0,,230.35696046171253,351.7016359238922,-34.2707972014906,34.46518642889025,,-121.34467546217965,-155.61547266367026,-121.15028623478001,,,,,,,,,,,,,,,,,,,,
266,20544.0,Time Insurance Company,GA,8301134.79,4104599.26,165411.0,39635958.0,44495926.0,,239.62105301340299,269.0022187158049,24.81454836739999,50.18490179008651,,-29.381165702401887,-4.566617335001897,45.61828445508462,,,Time Insurance Company,GA,12630285.95,10590785.72,176902.0,59247314.0,86145427.0,,334.9160212999288,486.96694780160766,59.868094877389744,71.39707832585273,,-152.05092650167887,-92.18283162428912,-20.78575329843639,,,,,,,,,,,,,,,,,,,,
267,40025.0,Cigna Health and Life Insurance Company,CA,21440171.45,17743436.54,104223.0,40220929.0,71930149.0,,385.9122170730069,690.1561939303225,170.24492233000393,205.7143955748731,,-304.2439768573156,-133.99905452731167,71.71534104756142,,,Cigna Health and Life Insurance Company,CA,17586666.04,5953639.83,294886.0,101545360.0,116800407.0,,344.3546319594691,396.0866470432642,20.189632027291903,59.63886396777059,,-51.73201508379509,-31.542383056503187,28.096480911267403,,,Cigna Health and Life Insurance Company,CA,7651494.69,6391520.32,203893.0,78456145.0,97466924.0,,384.79077261112445,478.02977051688873,31.347423991995804,37.52701019652465,,-93.23899790576428,-61.891573913768475,-24.364563717243826,,
268,56707.0,Providence Health Plan,OR,8094883.08,2963920.51,143417.0,41152791.0,46363481.0,-2901127.0,286.94499954677616,323.2774427020507,20.666451745608956,56.442981515440984,-20.22861306539671,-36.33244315527452,-15.665991409665562,40.776990105775425,-35.89460447506227,20.548377040378714,Providence Health Plan,OR,9861302.28,-4161991.69,332567.0,88766690.5,103343329.0,,266.9137061103477,310.7443883488139,-12.514746472139448,29.6520769649424,,-43.83068223846624,-56.34542871060569,-26.69335174566329,,,Providence Health Plan,OR,20220108.78,-36194842.92,1217857.0,399049035.0,440670296.7,,327.66493520996306,361.8407552775079,-29.72010910969022,16.60302381970954,,-34.17582006754486,-63.89592917723508,-47.29290535752554,,
269,44648.0,Regence Blue Shield of Idaho,ID,282450.45,371605.98,359158.0,42153596.0,31134872.0,,117.3678325416669,86.68851034920564,1.0346587852699924,0.786423941552186,,30.679322192461257,31.71398097773125,32.50040491928343,,,Regence Blue Shield of Idaho,ID,643839.26,1002953.94,126390.0,31416377.0,20804518.0,,248.56695149932747,164.60572830128964,7.935389983384761,5.0940680433578605,,83.96122319803783,91.8966131814226,96.99068122478046,,,Regence Blue Shield of Idaho,ID,764325.42,-319665.28,125888.0,33429631.0,28925018.0,,265.55057670310117,229.76787302999492,-2.5392831723436706,6.071471625571937,,35.782703673106255,33.24342050076258,39.31489212633452,,
270,79509.0,Humana Insurance Company,CO,1268061.73,1264744.68,195438.0,42583478.25,31808594.15,,217.8874029103859,162.75542192408844,6.471334540877414,6.488306931098354,,55.131980986297464,61.60331552717488,68.09162245827324,,,Humana Insurance Company,CO,1442411.66,664060.25,87852.0,23166217.33,18871983.99,,263.6959583162591,214.81564437918314,7.5588518189682645,16.41865478304421,,48.88031393707598,56.43916575604425,72.85782053908846,,,Humana Insurance Company,CO,164260.09,719860.7,14536.0,4810241.0,2796922.79,,330.9191662080352,192.41351059438637,49.522612823335166,11.3002263346175,,138.50565561364886,188.02826843698404,199.32849477160153,,
271,14026.0,Time Insurance Company,MO,5677768.05,2064658.36,186785.0,42701638.0,44326434.0,,228.61385014856654,237.31260004818375,11.05366255320288,30.397344808201943,,-8.698749899617212,2.354912653585668,32.75225746178761,,,Time Insurance Company,MO,3138358.14,3559221.84,134182.0,36013379.0,39018665.0,,268.39202724657554,290.7891147843973,26.52533007407849,23.38881623466635,,-22.39708753782179,4.1282425362567,27.51705877092305,,,,,,,,,,,,,,,,,,,,
272,49532.0,"BlueChoice HealthPlan of South Carolina, Inc.",SC,4157250.97,1402397.69,159284.0,42995084.0,38950555.0,-2329265.0,269.9271992164938,244.53526405665352,8.804385186208282,26.09961433665654,-14.623345722106427,25.3919351598403,34.19632034604858,60.29593468270512,19.57297462394215,45.672588960598695,"Blue Choice Health Plan of South Carolina, Inc.",SC,18814117.01,3622506.76,544809.0,189594963.0,211322829.0,,348.00262660859124,387.88424750692445,6.649131640630019,34.53341815204962,,-39.88162089833321,-33.23248925770319,1.300928894346427,,,"BlueChoice HealthPlan of South Carolina, Inc.",SC,23997367.97,4289951.73,1227501.0,479156919.0,558511625.0,,390.35155083376713,454.9989164978277,3.4948661793350886,19.54977468042796,,-64.64736566406054,-61.15249948472545,-41.602724804297495,,
273,70525.0,"QCA Health Plan, Inc.",AR,4262438.76,-5943287.09,157507.0,43191534.2,46343131.76,4181163.0930000003,274.2197756290197,294.22902956693986,-37.733479083469305,27.061900486962482,26.54588743992331,-20.009253937920164,-57.74273302138947,-30.680832534426987,-31.19684558146616,-4.134945094503678,"QCA Health Plan, Inc.",AR,10580046.0,6656762.38,324884.0,115427342.7,148306395.3,,355.2878648994718,456.4903020770491,20.48965901675675,32.565611110427106,,-101.20243717757728,-80.71277816082053,-48.14716705039343,,,QCA Health Plan INC,AR,5970119.58,2856187.95,396976.0,134121060.4,193390442.4,,337.85684877675226,487.1590282535972,7.19486303957922,15.038993742694773,,-149.30217947684497,-142.10731643726575,-127.06832269457098,,
274,50816.0,"Physicians Health Plan of Northern Indiana, Inc.",IN,10350382.87,-4011882.59,140344.0,43942528.0,47020160.0,2918314.0,313.10585418685514,335.0350567177792,-28.58606417089437,73.75009170324346,20.79400615630166,-21.929202530924044,-50.51526670181842,23.234825001425037,-29.72126054551676,44.0288311577267,"Physicians Health Plan of Northern Indiana, Inc.",IN,7080052.99,-7085738.88,111408.0,40754310.0,43521941.03,,365.811342093925,390.6536427366078,-63.60170616113744,63.55066952103979,,-24.8423006426828,-88.44400680382024,-24.893337282780458,,,"Physicians Health Plan of Northern Indiana, Inc.",IN,2286473.37,-2126520.47,73278.0,28482808.38,32281883.0,,388.6952206665029,440.5399028357761,-29.019903245175907,31.202726193400476,,-51.8446821692732,-80.86458541444911,-49.66185922104863,,
275,46958.0,Humana Insurance Company,UT,4158821.94,2574546.01,418934.0,45384523.25,46358514.91,,108.33334904782137,110.6582777000673,6.145469238591281,9.927153059909198,,-2.32492865224593,3.820540586345351,13.74769364625455,,,Humana Insurance Company,UT,4094943.28,3170521.45,304972.0,36091117.17,47593149.03,,118.3423959248718,156.05743815825716,10.396106691761867,13.427276208963445,,-37.71504223338536,-27.318935541623496,-13.891659332660051,,,Humana Insurance Company,UT,602352.46,1967946.16,216590.0,25777038.09,26458059.81,,119.01305734336765,122.15734710743801,9.086043492312664,2.781072348677224,,-3.144289764070365,5.941753728242299,8.722826076919523,,
276,53189.0,WINhealth Partners,WY,13488376.6,-6063477.37,89500.0,46238921.0,55870252.0,4996311.0,516.6359888268156,624.2486256983241,-67.7483505027933,150.7081184357542,55.824703910614524,-107.61263687150847,-175.36098737430177,-24.652868938547584,-119.53628346368725,31.17183497206694,WINhealth Partners,WY,8575326.66,-2626798.16,96015.0,51883227.0,69331174.0,12736682.0,540.3658490860803,722.0869030880591,-27.358206113628082,89.3123643180753,132.65304379524034,-181.7210540019788,-209.0792601156069,-119.7668957975316,-76.42621632036656,12.886147997708733,,,,,,,,,,,,,,,,,,
277,94073.0,Time Insurance Company,WI,9155177.35,5745648.38,174728.0,46309458.0,55624624.0,,265.03741815850924,318.3498008332952,32.883386635227325,52.39673864520855,,-53.312382674785965,-20.42899603955864,31.96774260564991,,,Time Insurance Company,WI,3360528.96,2979855.24,120758.0,35272430.0,40672616.0,,292.0918696897928,336.8109442024545,24.676255320558475,27.828623859288825,,-44.71907451266168,-20.042819192103202,7.785804667185623,,,,,,,,,,,,,,,,,,,,
278,74320.0,Humana Health Plan,CO,8822154.98,4731745.94,205949.0,47543279.95,55236205.29,3183618.0,230.84977324483248,268.20331873424976,22.975328552214386,42.83660022626961,15.458283361414718,-37.353545489417286,-14.3782169372029,28.45838328906671,1.080066424211818,43.91666665048143,Humana Health Plan,CO,7614421.26,6064407.53,138751.0,41906992.59,49664673.44,,302.03020223277673,357.94101260531454,43.70712665133945,54.87831626438728,,-55.91081037253781,-12.20368372119836,42.67463254318892,,,Humana Health Plan,CO,4384982.12,19133063.67,107490.0,38473280.96,55122389.97,,357.924280956368,512.8141219648339,177.99854563215183,40.79432616987627,,-154.8898410084659,23.108704623685924,63.903030793562195,,
279,60612.0,"Kaiser Foundation Health Plan, Inc.",HI,4687278.77,-10430372.26,185604.0,47878943.0,49630666.0,12424843.0,257.9628833430314,267.40084265425315,-56.19691526044697,25.2541904808086,66.94275446649857,-9.437959311221732,-65.6348745716687,-40.3806840908601,1.3078798948298669,26.56207037563847,"Kaiser Foundation Health Plan, Inc.",HI,5420682.06,-15467100.5,226746.0,61802512.0,67622713.0,,272.562744215995,298.2311176382384,-68.21333342153775,23.906406551824507,,-25.668373422243405,-93.88170684378116,-69.97530029195666,,,"Kaiser Foundation Health Plan, Inc.",HI,2908866.08,-16511893.77,192607.0,67825946.0,69226372.0,,352.1468378615523,359.4177366347017,-85.7284198912812,15.102597932577737,,-7.27089877314944,-92.99931866443065,-77.89672073185291,,
280,92499.0,Sharp Health Plan,CA,10986209.85,10432568.53,122265.0,48589226.0,63015430.38,,397.4091195354353,515.400403876825,85.32751425183004,89.85572199730095,,-117.99128434138964,-32.663770089559605,57.19195190774134,,,Sharp Health Plan,CA,9640079.06,9791489.44,230438.0,105005537.0,105532273.0,,455.6780435518447,457.9638471085498,42.49077600048603,41.83372126125032,,-2.2858035567051047,40.204972443780925,82.03869370503125,,,Sharp Health Plan,CA,6648728.33,5351707.64,324858.0,131730201.0,122381020.0,,405.50086807158823,376.72158296855855,16.47399060512593,20.46656794661052,,28.77928510302968,45.25327570815561,65.71984365476614,,
281,38234.0,Aetna Life Insurance Company,VA,7604605.22,7863949.4,177329.0,49757615.84,53645894.85,-193289.43,280.5949158908019,302.52183709376357,44.34666298236611,42.88416006406172,-1.0900046241731471,-21.926921202961694,22.41974177940442,65.30390184346614,21.32973715523127,64.21389721929299,Aetna Life Insurance Company,VA,5895017.54,4680612.75,183008.0,59806820.06,62772402.77,,326.7989380792097,343.0035996787026,25.576000775922363,32.211802434866236,,-16.20466159949291,9.371339176429455,41.58314161129569,,,Aetna Life Insurance Company,VA,3368946.19,6921051.63,168249.0,61416390.01,66394656.85,,365.0327194218093,394.621405476407,41.13576680990675,20.02357333475979,,-29.5886860545977,11.547080755309047,31.570654090068835,,
282,34996.0,Nevada Health CO-OP,NV,10078725.11,-3289885.24,157901.0,49833390.46,62806959.22,10388059.0,315.59895415481856,397.7616305153229,-20.83511339383538,63.82939379737937,65.78843072558122,-82.16267636050435,-102.99778975433972,-39.16839595696035,-37.2093590287585,26.62003476862087,Nevada Health CO-OP,NV,8846611.34,5244157.68,214706.0,68155979.0,113125730.0,,317.4386323623932,526.8866729388094,24.424830605572268,41.20337270500126,,-209.4480405764162,-185.02320997084394,-143.8198372658427,,,,,,,,,,,,,,,,,,,,
283,76680.0,"HMO Colorado, Inc., dba HMO Nevada",CO,12493994.43,261875.8,139712.0,49887492.56,54875780.77,504361.4135,357.0737843563903,392.77786281779663,1.8743973316536875,89.42678102095739,3.610007826815163,-35.70407846140631,-33.82968112975262,55.59709989120477,-30.21967330293746,59.207107718019934,HMO Colorado Inc.(Anthem BCBS),CO,9021034.94,29925.42,193986.0,61543183.63,65114183.23,,317.25580005773617,335.6643429422742,0.15426587485694843,46.503536028373176,,-18.408542884538008,-18.254277009681058,28.24925901869212,,,HMO Colorado Inc(Anthem BCBS),CO,6296226.19,-22957774.05,381552.0,136955596.5,107135236.3,,358.94346380047807,280.7880349205351,-60.16945016668764,16.50162019855747,,78.15542887994297,17.985978713255335,34.48759891181281,,
284,29241.0,Priority Health Insurance Company (PHIC),MI,1980226.36,1869040.06,260064.0,50424136.0,51433723.0,879764.0,193.89125753660636,197.77332887289282,7.186846545465731,7.614380921619294,3.382874984619171,-3.882071336286458,3.3047752091792733,10.919156130798568,6.687650193798444,14.302031115417739,Priority Health Insurance Company (PHIC),MI,4303697.77,37908.56,255090.0,59195738.0,53108065.0,,232.05824610921636,208.19344153044023,0.14860856952448154,16.871291583362733,,23.86480457877613,24.01341314830061,40.88470473166335,,,Priority Health,MI,3777289.5,5900733.25,274816.0,77199778.0,78396996.0,,280.914422741034,285.27085759198883,21.47157825599674,13.744794698998602,,-4.356434850954827,17.115143405041913,30.859938104040516,,
285,67807.0,Time Insurance Company,IL,6649598.67,4193476.5,195256.0,50670223.0,53969345.0,,259.50661183267096,276.4030042610726,21.476812492317777,34.05579685131315,,-16.89639242840167,4.580420063916108,38.636216915229255,,,Time Insurance Company,IL,3751122.34,5250022.24,117846.0,36490055.0,37441924.0,,309.64186310948185,317.7190910170901,44.54985523479796,31.830714152368344,,-8.077227907608233,36.47262732718973,68.30334147955807,,,,,,,,,,,,,,,,,,,,
286,85804.0,LifeWise Health Plan of Oregon,OR,8722377.76,2582812.5,200231.0,50863793.0,58185588.0,4054090.6119999997,254.02556547188,290.59230588670084,12.899163965619708,43.56157518066633,20.247067696810184,-36.566740414820856,-23.66757644920115,19.89399873146518,-3.4205087523909654,40.141066428275366,Life Wise Health Plan of Oregon,OR,17015844.5,-19940058.64,491563.0,129662987.0,153472918.0,,263.7769461900102,312.21413735370646,-40.56460441489697,34.61579594070343,,-48.43719116369624,-89.0017955785932,-54.385999637889775,,,Lifewise Health Plan of Oregon,OR,4373110.76,-7611069.39,202446.0,72185965.0,75936508.0,,356.5689862975806,375.09512660166166,-37.59555333274058,21.60136905643974,,-18.526140304081082,-56.12169363682166,-34.520324580381924,,
287,85654.0,HealthPartners Insurance Company,MN,10273153.62,-5217351.16,253562.0,50895000.0,53127000.0,,200.72013945307262,209.5227202814302,-20.576234451534535,40.51535174829036,,-8.802580828357577,-29.378815279892112,11.136536468398244,,,HealthPartners Insurance Company,MN,9288091.28,-29118111.14,507606.0,109802000.0,100347000.0,,216.3134399514584,197.6867885722391,-57.3636070889627,18.297835880584547,,18.62665137921931,-38.73695570974339,-20.439119829158845,,,HealthPartners Insurance Company,MN,6932266.01,-55107410.5,667739.0,188789000.0,150979000.0,,282.7287308364496,226.10481041245157,-82.52836886867473,10.38170005046882,,56.623920423998015,-25.904448444676717,-15.522748394207897,,
288,91842.0,Time Insurance Company,IN,15491452.97,8505433.96,176875.0,51102791.0,69262776.0,,288.92037314487635,391.5916664310954,48.08725913780919,87.58418640282686,,-102.67129328621905,-54.58403414840986,33.000152254416996,,,Time Insurance Company,IN,12099166.58,15394607.15,150303.0,55542965.0,84176799.0,,369.53996260886345,560.0473643240654,102.42381822052786,80.49850355614991,,-190.50740171520192,-88.08358349467406,-7.585079938524146,,,,,,,,,,,,,,,,,,,,
289,25768.0,"Group Health Options, Inc.",WA,9932982.42,-1364790.9,166734.0,52360996.0,43701177.0,,314.03910420190243,262.10117312605706,-8.185438482852927,59.573826694015615,,51.93793107584537,43.75249259299244,103.32631928700806,,,"Group Health Options, Inc.",WA,5545446.72,84523.22,105901.0,37454117.04,36403961.6,,353.67104219979035,343.7546538748454,0.7981342952380053,52.364441506690206,,9.916388324944933,10.714522620182938,63.078964126873146,,,"Group Health Options, Inc.",WA,3338075.15,2005.97,145100.0,48929244.58,57938583.53,,337.2105070985527,399.3010580978636,0.01382474155754652,23.00534217780841,,-62.09055099931089,-62.07672625775334,-39.071384079944934,,
290,22013.0,Regence BlueCross BlueShield of Utah,UT,4866764.79,524047.97,405320.0,53408218.0,51268997.0,,131.7680301983618,126.49017319648672,1.2929240353301095,12.007216002171123,,5.277857001875077,6.570781037205187,18.57799703937631,,,Regence BlueCross BlueShield of Utah,UT,4740413.21,1629776.02,234400.0,54021852.0,56735020.0,,230.4686518771331,242.04360068259385,6.952969368600683,20.223605844709898,,-11.574948805460735,-4.621979436860053,15.601626407849846,,,Regence BlueCross BlueShield of Utah,UT,2005943.85,2957250.22,180687.0,49085799.0,46371400.0,,271.6620398811204,256.6393819145816,16.36670164427989,11.101760779690848,,15.022657966538816,31.389359610818705,42.49112039050955,,
