HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,PremiumPerMemberMonth2014,CostsPerMemberMonth2014,RiskTransfersPerMemberMonth2014,ReinsurancePerMemberMonth2014,RiskCorridorsPerMemberMonth2014,TotalPA_2014,TotalPA_2014_Quintile,TotalPB_2014,TotalPB_2014_Quintile,TotalLossPerMemberMonth2014,TotalPC_2014_Quintile,TotalPC_2014_Quintile1,TotalPC_2014_Quintile2,TotalPC_2014_Quintile3,TotalPC_2014_Quintile4,TotalPC_2014_Quintile5,TotalPD_2014,TotalPD_2014_Quintile,TotalPE_2014,TotalPE_2014_Quintile,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,PremiumPerMemberMonth2015,CostsPerMemberMonth2015,RiskTransfersPerMemberMonth2015,ReinsurancePerMemberMonth2015,RiskCorridorsPerMemberMonth2015,TotalPA_2015,TotalPA_2015_Quintile,TotalPB_2015,TotalPB_2015_Quintile,TotalLossPerMemberMonth2015,TotalPC_2015_Quintile,TotalPC_2015_Quintile1,TotalPC_2015_Quintile2,TotalPC_2015_Quintile3,TotalPC_2015_Quintile4,TotalPC_2015_Quintile5,TotalPD_2015,TotalPD_2015_Quintile,TotalPE_2015,TotalPE_2015_Quintile,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Transfers16,ChangeTransfers1614,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,LogMM16,LogChangeMM1614,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15,PremiumPerMemberMonth2016,CostsPerMemberMonth2016,RiskTransfersPerMemberMonth2016,ReinsurancePerMemberMonth2016,RiskCorridorsPerMemberMonth2016,TotalPA,TotalPB,TotalPC,TotalPD,TotalPE,ExitedMarketIn2016,TotalPC_2015_Quintile
20129,"Health Alliance Medical Plans, Inc.",IL,4523529.04,2597374.35,200255,61942668,64550679,2184389.412,309.3189583,322.3424084,12.97033457,22.58884442,10.90803931,-13.0234501,2,-0.053115528,2,22.5357289,2,0,0,1,0,0,10.85492378,3,33.44376821,2,"Health Alliance Medical Plans, Inc.",IL,9489886.93,-1326442.96,275330,92073345,102635610,,334.4108706,372.7730723,-4.817647768,34.46731896,,-38.36220172,2,-43.17984949,1,-8.712530527,1,0,1,0,0,0,,2,,0,"Health Alliance Medical Plans, Inc.",IL,10389731.85,1925800.26,4.375267542,-8.595067032,440156,5.643606626,0.342023258,179542056,213806409,,407.9055062,485.7514359,4.375267542,23.60465801,,-77.84592962,-73.47066208,-49.86600408,,,0,1
52664,"Summa Insurance Company, Inc.",OH,4527307.52,-360679.09,71873,23175839,22986321,598062,322.4554283,319.8185828,-5.0182835,62.99037914,8.321094152,2.636845547,3,-2.381437953,2,60.60894119,3,0,0,0,1,0,5.939656199,3,68.93003534,3,"Summa Insurance Company, Inc.",OH,2387747.27,35681.99,53021,20259503,20052655,,382.1033741,378.2021275,0.672978443,45.03399163,,3.901246676,3,4.574225118,3,49.60821674,3,0,0,0,1,0,,2,,0,"Summa Insurance Company, Inc.",OH,2018197.77,241239.17,4.617017608,9.635301108,52250,4.718086295,-0.138479478,20264605,22509348,,387.8393301,430.8009187,4.617017608,38.62579464,,-42.96158852,-38.34457091,0.281223732,,,0,3
82120,Humana Insurance Company,TN,7489285.27,275162.36,297853,65549030.12,69602919.01,6302049,220.0717472,233.682115,0.923819334,25.14423313,21.15825256,-13.61036783,2,-12.6865485,2,12.45768463,1,0,1,0,0,0,8.471704062,3,33.61593719,2,Humana Insurance Company,TN,8501816.89,618404.6,296844,78246627.84,83685155.47,,263.5951134,281.9162775,2.08326461,28.64068969,,-18.32116408,2,-16.23789947,2,12.40279022,2,0,0,1,0,0,,2,,0,Humana Insurance Company,TN,6589586.31,1781992.58,4.641439686,3.717620352,383931,5.58425318,0.110251201,129383773,127426655.2,,336.9974631,331.8998862,4.641439686,17.16346508,,5.097576908,9.739016594,26.90248167,,,0,2
31274,Highmark Blue Cross Blue Shield West Virginia,WV,26810291.22,128655.69,374909,136496369.6,161435614,14618137.8,364.0786687,430.5994628,0.343165115,71.51146337,38.99116266,-66.52079411,1,-66.177629,1,5.33383437,1,0,1,0,0,0,-27.18646634,1,44.32499703,2,Highmark Blue Cross Blue Shield West Virginia,WV,33457193.36,-71601.45,511698,213700381,278020361,,417.629893,543.3289968,-0.139929118,65.38464751,,-125.6991038,0,-125.8390329,0,-60.45438538,0,1,0,0,0,0,,2,,0,Highmark Blue Cross Blue Shield West Virginia,WV,18730898.51,2324973.19,4.658060722,4.314895607,499129,5.698212804,0.124286937,249405995,294749497,,499.6824368,590.5276932,4.658060722,37.52716935,,-90.84525644,-86.18719571,-48.66002637,,,0,0
36239,Anthem Health Plans of KY(Anthem BCBS),KY,10851899.04,4889935.19,1016969,276713823.7,219708615.8,-591465.6836,272.0966162,216.0425891,4.808342427,10.6708258,-0.581596571,56.05402711,4,60.86236954,4,71.53319534,3,0,0,0,1,0,60.28077297,4,70.95159877,4,Anthem Health Plans of KY(Anthem BCBS),KY,15230315.39,3129303.34,1020298,297745092.3,253014028.1,,291.8216955,247.9805195,3.067048392,14.92732064,,43.84117601,4,46.9082244,4,61.83554504,3,0,0,0,1,0,,2,,0,Anthem Health Plans of KY(Anthem BCBS),KY,18494891.83,6598201.98,4.76924788,-0.039094548,1383489,6.14097571,0.133667996,478743071.9,425408047.3,,346.0403891,307.4892878,4.76924788,13.36829699,,38.55110131,43.32034919,56.68864618,,,0,3
32225,Montana Health Cooperative,MT,10821501.27,3157443.9,115466,37692890,53910617,6754128,326.4414633,466.89603,27.3452263,93.72024033,58.49451787,-140.4545667,0,-113.1093404,0,-19.38910008,1,0,1,0,0,0,-54.61482255,1,39.10541779,2,Montana Health Cooperative,MT,14667714.03,4282446.27,223233,76503090,112773266,,342.7051108,505.1818772,19.18375092,65.70585008,,-162.4767664,0,-143.2930155,0,-77.58716543,0,1,0,0,0,0,,2,,0,Montana Health Cooperative,MT,4262930.36,856571.75,5.114716191,-22.23051011,167472,5.223942207,0.161488086,70946387,76292134,,423.6313354,455.5515788,5.114716191,25.4545856,,-31.92024338,-26.80552719,-1.35094159,,,0,0
84670,"WPS Health Plan, Inc.",WI,20641930.66,6159459.81,211549,77520118,108667711,3836382,366.4404842,513.6763161,29.11599587,97.57517483,18.13472056,-147.2358319,0,-118.119836,0,-20.54466119,0,1,0,0,0,0,-99.98511546,0,-2.409940628,0,"WPS Health Plan, Inc.",WI,12630278.43,1825501.39,215901,88373512,114331132,12742986.97,409.3242366,529.5535083,8.455270656,58.5003239,59.02236196,-120.2292717,1,-111.7740011,0,-53.27367719,0,1,0,0,0,0,-52.75163913,0,5.748684768,0,"WPS Health Plan, Inc. - WI",WI,6591187.23,1171732.92,5.70808531,-23.40791056,205276,5.312338176,-0.0130728,99789965,110544386,8723207,486.1258257,538.5158811,5.70808531,32.10890328,42.49501647,-52.39005534,-46.68197003,-14.57306675,-4.186953565,27.92194972,0,0
26002,SelectHealth,ID,22446618.57,5450923.74,205994,56856522,108593032,24255590,276.0105731,527.1659951,26.46156558,108.9673416,117.7490121,-251.155422,0,-224.6938564,0,-115.7265148,0,1,0,0,0,0,-106.9448443,0,2.022497306,0,Select Health,ID,19459263.73,9855840.04,278361,81043959,154031972,,291.1469602,553.3532787,35.40668427,69.90657359,,-262.2063184,0,-226.7996341,0,-156.8930606,0,1,0,0,0,0,,2,,0,SelectHealth,ID,12396300.65,2728291.54,6.161620324,-20.29994526,442788,5.646195843,0.332341272,143125602,217509208,,323.23731,491.2265192,6.161620324,27.99601762,,-167.9892093,-161.827589,-133.8315713,,,0,0
27603,Blue Cross of California(Anthem BC),CA,401126393.3,-181692588,6902480,2473401722,2027689771,-7659783.783,358.3352247,293.7624986,-26.32279818,58.11337277,-1.109714738,64.57272618,4,38.249928,4,96.36330077,4,0,0,0,0,1,37.14021326,4,95.25358603,4,Blue Cross of California (Anthem BC),CA,324481782.2,-26380560.05,7358067,2764613657,2568707977,,375.7255346,349.1009224,-3.585256841,44.09878059,,26.62461214,3,23.0393553,3,67.13813589,4,0,0,0,0,1,,2,,0,Blue Cross of California(Anthem BC),CA,210252593.5,49496966.88,6.665550764,32.98834895,7425788,6.870742546,0.031737389,2934404826,2952584864,,395.1640992,397.6123294,6.665550764,28.31384272,,-2.448230141,4.217320624,32.53116334,,,0,4
80627,Medical Mutual of Ohio,OH,36995018.15,9369568.4,1367356,365229244,363715144.9,,267.1061845,265.9988656,6.85232551,27.05587875,,1.107318869,3,7.959644379,3,35.01552313,2,0,0,1,0,0,,2,,0,Medical Mutual of Ohio,OH,28206438.29,6545046.13,1180859,346011949.3,348902504.4,,293.0171589,295.465,5.542614427,23.88637279,,-2.447841021,2,3.094773406,3,26.9811462,2,0,0,1,0,0,,2,,0,Medical Mutual of Ohio,OH,18051088.44,7611488.99,6.953665299,0.101339789,1094601,6.039255841,-0.09662576,369339159.2,371252404.8,,337.4189857,339.1668789,6.953665299,16.49102133,,-1.747893159,5.20577214,21.69679347,,,0,2
70525,"QCA Health Plan, Inc.",AR,4262438.76,-5943287.09,157507,43191534.2,46343131.76,4181163.093,274.2197756,294.2290296,-37.73347908,27.06190049,26.54588744,-20.00925394,2,-57.74273302,1,-30.68083253,0,1,0,0,0,0,-31.19684558,1,-4.134945095,0,"QCA Health Plan, Inc.",AR,10580046,6656762.38,324884,115427342.7,148306395.3,,355.2878649,456.4903021,20.48965902,32.56561111,,-101.2024372,1,-80.71277816,1,-48.14716705,1,0,1,0,0,0,,2,,0,QCA Health Plan INC,AR,5970119.58,2856187.95,7.19486304,44.92834212,396976,5.598764251,0.401464392,134121060.4,193390442.4,,337.8568488,487.1590283,7.19486304,15.03899374,,-149.3021795,-142.1073164,-127.0683227,,,0,1
36096,Blue Cross Blue Shield of Illinois,IL,277754457.9,-10823647.68,5537415,1644254990,1902696433,155748633.8,296.9354816,343.607339,-1.954639065,50.15958853,28.12659586,-46.67185736,2,-48.62649642,1,1.533092105,1,0,1,0,0,0,-20.49990056,2,29.65968796,1,Blue Cross Blue Shield of Illinois,IL,283514429,23056950.67,6478135,2068327690,2620797653,,319.278263,404.5605183,3.559195767,43.76482259,,-85.28225531,1,-81.72305954,1,-37.95823695,1,0,1,0,0,0,,2,,0,Blue Cross Blue Shield of Illinois,IL,108205116.6,36348043.52,7.436393628,9.391032693,4887859,6.689118669,-0.054188403,1823781516,1870843246,,373.1248213,382.7531126,7.436393628,22.13752823,,-9.628291242,-2.191897614,19.94563062,,,0,1
33602,Blue Cross Blue Shield of Texas,TX,549029026.7,-17907614.72,9694097,2675523465,3198174148,255075061.3,275.99512,329.9094437,-1.847270016,56.63539644,26.31241067,-53.91432363,1,-55.76159365,1,0.873802787,1,0,1,0,0,0,-29.44918298,1,27.18621345,1,Blue Cross Blue Shield of Texas,TX,636984705,38571557.86,11485974,3682739521,4792483100,,320.6292754,417.2465565,3.358144278,55.45761335,,-96.61728113,1,-93.25913685,1,-37.80152351,1,0,1,0,0,0,,2,,0,Blue Cross Blue Shield of Texas,TX,135693228.9,59463978.57,7.635515041,9.482785057,7787815,6.891415626,-0.095091735,2648723458,2656789701,,340.1112453,341.1469971,7.635515041,17.42378689,,-1.035751748,6.599763293,24.02355018,,,0,1
38949,Keystone Health Plan West,PA,304443.33,223700.41,68099,26891563,27681855,,394.8892495,406.4942951,3.284929441,4.470599128,,-11.6050456,2,-8.320116154,2,-3.849517027,1,0,1,0,0,0,,2,,0,Keystone Health Plan West,PA,81947.41,63115.8,43144,18231157,17352915,,422.565293,402.2092296,1.462910254,1.899392963,,20.35606342,3,21.81897367,3,23.71836663,2,0,0,1,0,0,,2,,0,Keystone Health Plan West,PA,0,232540.31,7.858215396,4.573285955,29592,4.471174318,-0.361966416,14384084,12302391,,486.0801568,415.733678,7.858215396,0,,70.34647878,78.20469417,78.20469417,,,0,2
33653,Maine Community Health Options,ME,35448310.19,-926811.51,376936,166074149,173234740,-2045819.48,440.5897792,459.5866142,-2.458803378,94.0433129,-5.427498249,-18.99683501,2,-21.45563838,2,72.58767451,4,0,0,0,0,1,-26.88313663,2,67.16017626,3,Maine Community Health Options,ME,40987289.61,2738773.24,688724,291354380,339462243.3,,423.0350329,492.8857471,3.97659039,59.51192293,,-69.85071422,1,-65.87412383,1,-6.362200896,1,0,1,0,0,0,,2,,0,Maine Community Health Options,ME,17217074.37,5309414.63,8.162528526,10.6213319,650462,5.81322193,0.236954313,269816122,315546943,,414.8068942,485.1120327,8.162528526,26.46899338,,-70.3051385,-62.14260998,-35.6736166,,,0,1
46958,Humana Insurance Company,UT,4158821.94,2574546.01,418934,45384523.25,46358514.91,,108.333349,110.6582777,6.145469239,9.92715306,,-2.324928652,2,3.820540586,2,13.74769365,1,0,1,0,0,0,,2,,0,Humana Insurance Company,UT,4094943.28,3170521.45,304972,36091117.17,47593149.03,,118.3423959,156.0574382,10.39610669,13.42727621,,-37.71504223,2,-27.31893554,2,-13.89165933,1,0,1,0,0,0,,2,,0,Humana Insurance Company,UT,602352.46,1967946.16,9.086043492,2.940574254,216590,5.335638401,-0.286507207,25777038.09,26458059.81,,119.0130573,122.1573471,9.086043492,2.781072349,,-3.144289764,5.941753728,8.722826077,,,0,1
22444,Geisinger Health Plan,PA,14765963.46,1759834.57,219034,74406248.22,109587873.8,17817405,339.701819,500.3235744,8.034526923,67.41402458,81.34538473,-160.6217554,0,-152.5872285,0,-85.17320393,0,1,0,0,0,0,-71.24184378,0,-3.827819197,0,Geisinger Health Plan,PA,9210149.64,11417706.62,247339,87519010.48,115945179.4,,353.8423398,468.7703088,46.16217669,37.23694864,,-114.927969,1,-68.76579229,1,-31.52884365,1,0,1,0,0,0,,2,,0,Geisinger Health Plan,PA,5014140.76,2695562.98,9.196264197,1.161737274,293115,5.467038044,0.126526509,120501551.9,135014690.8,,411.1067393,460.620203,9.196264197,17.10639428,,-49.51346366,-40.31719946,-23.21080518,,,0,1
88380,"HealthKeepers, Inc.",VA,53997035.62,-11644622.19,891623,296040848.4,297778427.2,,332.024688,333.97347,-13.06002895,60.56038889,,-1.94878194,3,-15.00881089,2,45.551578,3,0,0,0,1,0,,2,,0,"Health Keepers, Inc.",VA,77211953.05,-13597420.4,2282806,743404018.1,688877488.6,,325.6536114,301.7678631,-5.956450263,33.82326534,,23.88574829,3,17.92929802,3,51.75256336,3,0,0,0,1,0,,2,,0,"HealthKeepers, Inc(Anthem BCBS)",VA,49181314.31,22279438.04,9.58186575,22.6418947,2325167,6.366454151,0.416272888,841526146.6,857737862.5,,361.9207337,368.8930139,9.58186575,21.15173418,,-6.972280228,2.609585522,23.7613197,,,0,3
72564,"Evergreen Health Cooperative, Inc.",MD,311875.67,-360466.32,4194,1725306,2251799.65,,411.3748212,536.9097878,-85.94809728,74.36234382,,-125.5349666,1,-211.4830639,0,-137.1207201,0,1,0,0,0,0,,2,,0,"Evergreen Health Cooperative, Inc.",MD,725913.47,-3443885.2,47868,15266749,15460626,,318.9343403,322.9845826,-71.94545834,15.16490077,,-4.050242333,2,-75.99570068,1,-60.83079991,0,1,0,0,0,0,,2,,0,Evergreen Health,MD,2540644.79,1224227.52,9.629578076,95.57767536,127132,5.104254879,1.481626453,43319182,46154706.49,38055.2549,340.7417645,363.0455471,9.629578076,19.984306,0.299336555,-22.3037826,-12.67420453,7.310101469,-12.37486797,7.609438024,0,0
77969,Regence BlueCross BlueShield of Oregon,OR,10846173.39,4080269.2,368323,75631577,79709375,,205.3403589,216.4116143,11.07796472,29.44745072,,-11.07125539,2,0.006709328,2,29.45416004,2,0,0,1,0,0,,2,,0,Regence BlueCross BlueShield of Oregon,OR,5234032.69,5024567.08,281509,62826201,68324502,,223.1765272,242.7080555,17.84869073,18.59277213,,-19.5315283,2,-1.682837565,3,16.90993457,2,0,0,1,0,0,,2,,0,Regence BlueCross BlueShield of Oregon,OR,4627308.73,1694890.09,9.648971507,-1.428993215,175655,5.244660516,-0.321568323,60524893,58819381,,344.5668669,334.8574251,9.648971507,26.34316547,,9.709441804,19.35841331,45.70157878,,,0,2
62294,Humana Insurance Company,MI,698246.11,884115.01,101756,18662585.78,14364555.98,,183.4052614,141.166673,8.688578659,6.861964995,,42.23858839,3,50.92716705,4,57.78913204,3,0,0,0,1,0,,2,,0,Humana Insurance Company,MI,1227648.12,-356523.02,33385,10083892.39,6049813.101,,302.0485964,181.2135121,-10.67913794,36.77244631,,120.8350843,4,110.1559464,4,146.9283927,4,0,0,0,0,1,,2,,0,Humana Insurance Company,MI,597264.23,282976.78,9.83104433,1.142465671,28784,4.459151146,-0.548408881,9148102.29,9004530.18,,317.8190067,312.831093,9.83104433,20.74986902,,4.987913772,14.8189581,35.56882713,,,0,4
57173,"Presbyterian Health Plan, Inc.",NM,5508787.2,-2442724.87,239794,70489796.54,56088935.8,2492233,293.9598011,233.9046673,-10.18676393,22.97299849,10.39322502,60.05513374,4,49.86836981,4,72.8413683,4,0,0,0,0,1,60.26159483,4,83.23459332,4,Presbyterian Health Plan,NM,5375417.38,-2390195.41,223887,67521634,63807149,,301.5880064,284.9971146,-10.67590083,24.00951096,,16.59089183,3,5.914991,3,29.92450196,3,0,0,0,1,0,,2,,0,Presbyterian Health Plan,NM,6321646.56,3104066.63,10.15801736,20.34478129,305578,5.485122084,0.105283772,104992337,121102498,,343.5860468,396.3063375,10.15801736,20.68750551,,-52.72029073,-42.56227336,-21.87476785,,,0,3
60597,PacificSource Health Plans,ID,2266284.66,663249.2,92174,18851283,19724797.9,2005166,204.5184434,213.995247,7.195621325,24.58702736,21.75413891,-9.476803654,2,-2.281182329,2,22.30584503,2,0,0,1,0,0,19.47295658,3,44.05998394,2,Pacific Source Health Plans,ID,807479.44,600458.28,34541,7143434,8342078.867,,206.8102834,241.5123727,17.38392866,23.3774193,,-34.70208931,2,-17.31816065,2,6.059258649,2,0,0,1,0,0,,2,,0,PacificSource Health Plans,ID,38751.09,303111.16,11.29368307,4.098061748,26839,4.42876633,-0.535842104,5969401,5955373.513,,222.4151794,221.8925263,11.29368307,1.443835091,,0.522653117,11.81633619,13.26017128,,,0,2
46944,Blue Cross and Blue Shield of Alabama,AL,97314734.65,993113.39,2190059,631740397,695885393,354763,288.4581635,317.7473269,0.453464217,44.43475479,0.161987873,-29.28916344,2,-28.83569923,2,15.59905557,1,0,1,0,0,0,-28.67371135,1,15.76104344,1,Blue Cross and Blue Shield of Alabama,AL,96845673.52,13434646.95,2535110,803165836,1033752425,,316.8169571,407.7741893,5.299433535,38.20176384,,-90.95723223,1,-85.6577987,1,-47.45603486,1,0,1,0,0,0,,2,,0,Blue Cross and Blue Shield of Alabama,AL,48065429.7,24939398.79,11.56305205,11.10958783,2156818,6.333813499,-0.006642316,846364917,973600832,,392.4136932,451.406114,11.56305205,22.28534336,,-58.99242078,-47.42936873,-25.14402537,,,0,1
37160,Blue Cross Blue Shield of North Dakota,ND,13433148.25,1088177.61,487298,166203387,159610965,458378,341.0713506,327.542828,2.233084499,27.56659836,0.940652332,13.52852259,3,15.76160709,3,43.32820545,2,0,0,1,0,0,16.70225942,3,44.26885778,2,Blue Cross Blue Shield of North Dakota,ND,12584324.78,1716903.71,514810,194054519,175053351,,376.943958,340.0348692,3.335024009,24.44460049,,36.90908879,3,40.2441128,4,64.68871329,3,0,0,0,1,0,,2,,0,Blue Cross Blue Shield of North Dakota,ND,7183989.12,5450054.61,11.80539406,9.572309559,461658,5.664320366,-0.023474263,189953360.2,176708427.7,,411.4590459,382.7691228,11.80539406,15.56127939,,28.68992306,40.49531712,56.05659651,,,0,3
71287,Kaiser Foundation Healthplan of the NW,OR,9896905.63,12000350.41,213219,66432191,79561707,,311.5678762,373.1454842,56.28180608,46.41662155,,-61.577608,1,-5.295801922,2,41.12081963,2,0,0,1,0,0,,2,,0,Kaiser Foundation Healthplan of the NW,OR,6778961.76,13259754.64,254073,73999375,91876946,,291.2524156,361.6163307,52.18875929,26.68115762,,-70.3639151,1,-18.1751558,2,8.506001818,2,0,0,1,0,0,,2,,0,Kaiser Foundation Health Plan of the Northwest,OR,3740430.21,3959354.51,11.92486864,-44.35693744,332025,5.521170785,0.192344883,103553369,116478163,,311.8842527,350.8114238,11.92486864,11.26550775,,-38.92717115,-27.00230251,-15.73679476,,,0,2
68781,SelectHealth,UT,51361644.15,12505596.48,1144804,244284085,346944682,59077205,213.3850729,303.0603335,10.92378825,44.86501108,51.60464586,-89.67526057,1,-78.75147232,1,-33.88646124,0,1,0,0,0,0,-27.14682646,1,17.71818462,1,Select Health,UT,45753380.6,29815302,1430842,333665717.5,492765465.8,,233.1953615,344.388455,20.83759213,31.9765429,,-111.1930935,1,-90.35550138,1,-58.37895847,0,1,0,0,0,0,,2,,0,SelectHealth,UT,32012506.7,22409549.17,12.11777632,1.193988078,1849312,6.267010188,0.20827905,509597215.4,702984108,,275.560433,380.132778,12.11777632,17.31049531,,-104.5723451,-92.45456874,-75.14407343,,,0,0
79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,21561323.02,-5890042.47,367520,129839861.8,127342878.3,3361514.001,353.2865199,346.4923767,-16.02645426,58.66707396,9.146479106,6.794143176,3,-9.232311085,2,49.43476287,3,0,0,0,1,0,-0.085831979,2,58.58124198,3,Compcare Health Serv Ins Co(Anthem BCBS),WI,11971973.11,9974580.81,255521,98165560.27,102318346.9,-735991.8606,384.178053,400.4302852,39.03624677,46.85318667,-2.880357625,-16.25223222,2,22.78401454,3,69.63720121,4,0,0,0,0,1,19.90365692,2,66.75684358,3,Compcare Health Serv Ins Co(Anthem BCBS),WI,3715370.52,2548765.78,13.53020438,29.55665864,188376,5.275025571,-0.290255407,84411697.33,76242300.81,,448.1021857,404.7346839,13.53020438,19.72316282,,43.3675018,56.89770618,76.62086901,,,0,4
39159,Aetna Life Insurance Company,CT,5454083.6,2822391.74,394978,98469600.06,92307381.1,,249.304012,233.7025888,7.145693532,13.80857567,,15.60142327,3,22.7471168,3,36.55569247,2,0,0,1,0,0,,2,,0,Aetna Life Insurance Company,CT,4544078.36,-621770.44,93291,35918919.04,31853805.4,,385.0201953,341.4456421,-6.664849128,48.70864671,,43.57455317,4,36.90970404,4,85.61835075,4,0,0,0,0,1,,2,,0,Aetna Life Insurance Company,CT,1447448.75,789659.17,13.88753575,6.741842213,56861,4.754814493,-0.841758413,24941307.12,22355443.86,,438.6364489,393.1595269,13.88753575,25.45591442,,45.47692197,59.36445771,84.82037214,,,0,4
61589,"Blue Cross of Idaho Health Service, Inc.",ID,46067383.55,-7228265.36,1042265,257383419,301202622.5,,246.9462363,288.9885226,-6.935151195,44.19930013,,-42.04228627,2,-48.97743747,1,-4.778137336,1,0,1,0,0,0,,2,,0,"Blue Cross of Idaho Health Service, Inc.",ID,38715261.37,-5152221.99,1019070,290413107,366301108.4,,284.9785658,359.4464643,-5.055807736,37.99077725,,-74.46789857,1,-79.52370631,1,-41.53292906,1,0,1,0,0,0,,2,,0,Blue Cross of Idaho,ID,14007899.33,11963363.34,14.08425496,21.01940615,849414,5.929119415,-0.088858739,286519235.8,305279675.4,,337.3140021,359.4003341,14.08425496,16.49125083,,-22.08633199,-8.002077032,8.489173795,,,0,1
72160,Wellmark Inc.,IA,13566797.89,4605847.67,1679290,468125938,429710822,,278.7642027,255.8883945,2.742735126,8.078889227,,22.87580823,3,25.61854335,3,33.69743258,2,0,0,1,0,0,,2,,0,Wellmark Inc.,IA,15298546.8,16573829.24,1505991,466896242,470969260,,310.0259178,312.7304612,11.00526447,10.15845832,,-2.704543387,2,8.30072108,3,18.4591794,2,0,0,1,0,0,,2,,0,"Wellmark, Inc",IA,10380245.12,18333352.61,14.53347408,11.79073895,1261457,6.100872451,-0.124253251,442903170,439553282,,351.104453,348.4488825,14.53347408,8.228774441,,2.655570503,17.18904458,25.41781902,,,0,2
67577,Alliance Health and Life Insurance Company,MI,2529564.79,1895578.59,113796,26377099,24127739,64627,231.7928486,212.0262487,16.65769087,22.22894293,0.567919786,19.76659988,3,36.42429075,4,58.65323368,3,0,0,0,1,0,36.99221053,4,59.22115347,3,Alliance Health and Life Insurance Company,MI,2909573.77,4463306.2,118357,35855316,35364842,,302.942082,298.7980601,37.71053846,24.58303075,,4.1440219,3,41.85456036,4,66.4375911,4,0,0,0,0,1,,2,,0,Alliance Health & Life Insurance Co,MI,3461031.71,2973919.75,14.99087493,-1.66681594,198382,5.297502264,0.241375268,63975333,64695568,,322.4855733,326.1161194,14.99087493,17.44629911,,-3.630546118,11.36032881,28.80662792,,,0,4
20126,HealthSpan Integrated Care,OH,2879588.73,-9566203.9,90538,28554723,27408056,10154224,315.3893724,302.7243367,-105.6595452,31.80530529,112.1542778,12.66503568,3,-92.99450949,1,-61.1892042,0,1,0,0,0,0,19.15976827,3,50.96507356,3,HealthSpan Integrated Care,OH,3299755.23,-4273438.02,74581,26936545.8,29106547.01,,361.1716898,390.2675884,-57.29928561,44.24391239,,-29.09589855,2,-86.39518416,1,-42.15127177,1,0,1,0,0,0,,2,,0,HealthSpan Integrated Care,OH,1402007.29,431007.37,15.10134088,120.760886,28541,4.455469186,-0.501361711,10983572,13767889.42,,384.8348691,482.3898749,15.10134088,49.12257069,,-97.55500578,-82.4536649,-33.33109422,,,0,1
14002,BlueCross BlueShield of Tennessee,TN,116386840.7,-1824896.38,2515002,638213294,816101770,78721051,253.7625394,324.4934875,-0.725604345,46.27703704,31.30059181,-70.73094813,1,-71.45655247,1,-25.17951544,0,1,0,0,0,0,-40.15596066,1,6.121076373,0,BlueCross BlueShield of Tennessee,TN,125248680,22571330.93,2916902,856845692,1134323885,,293.7519642,388.8796693,7.738117678,42.93894001,,-95.12770501,1,-87.38958733,1,-44.45064732,1,0,1,0,0,0,,2,,0,BlueCross BlueShield of Tennessee,TN,67460123.57,40053163.35,15.12356672,15.84917106,2648394,6.422982595,0.022444261,983115944,1143858370,,371.2121172,431.9064195,15.12356672,25.47208745,,-60.69430228,-45.57073557,-20.09864812,,,0,1
