,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015
281,69842,UnitedHealthcare Insurance Company,LA,,,511621.86,10105,205255,3714685.67,2746353.57,United Healthcare Insurance Company,LA,,,-301664.16,7895,204666,3230043.86,2202185.69
282,38499,"UnitedHealthcare of Louisiana, Inc.",LA,,,-97687.22,28,12949,13644.49,6788.66,"United Healthcare of Louisiana, Inc.",LA,12768745.19,-16112496.42,-139379.33,348378,11302,141085363.9,139128345.9
283,67243,"Vantage Health Plan, Inc.",LA,5014154.17,-416149.3,-195880.47,80242,14426,33314451,29302045.98,"Vantage Health Plan, Inc.",LA,2858301.9,-261974.85,-33096.77,84352,15385,36491283,35727199.9
284,42690,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. ***",MA,37222783,,,335415,2824026,174084594,205754758,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,35245952.75,,,592588,2375271,304248807,331241353
285,24675,"Blue Cross and Blue Shield of Massachusetts, Inc. ***",MA,78976.66,,,3430,49377,3059745,4057978,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,96895.37,,,2558,37764,2307543,2184281
286,82569,"Boston Medical Center Health Plan, Inc. ***",MA,130830.24,,,24050,,6284033,2332226.708,"Boston Medical Center Health Plan, Inc.",MA,1947450.1,,,282386,,83798266,61347073.43
287,31234,CeltiCare Health Plan of MA***,MA,0,,,2472,78,1090739.163,264952.4377,CeltiCare Health Plan of MA,MA,87686.69,,,15810,,6049869.112,2862510.953
288,88950,"ConnectiCare of Massachusetts, Inc. ***",MA,0,,,,27330,,,"ConnectiCare of Massachusetts, Inc.",MA,0,,,,16520,,
289,88806,"Fallon Community Health Plan, Inc. ***",MA,2543005,,,73650,456555,30270667.51,25925156.83,"Fallon Community Health Plan, Inc.",MA,2396568.39,,,83136,297977,36503435.74,32574554.69
290,52710,Fallon Health & Life Assurance Company***,MA,51087.41,,,367,48213,235029.5205,346141,Fallon Health & Life Assurance Company,MA,14000.29,,,200,27677,138890.0635,195992.1
291,36046,Harvard Pilgrim Health Care Inc. ***,MA,9694228.25,,,115286,1292301,60568181,59975447.18,Harvard Pilgrim Health Care Inc.,MA,8132224.47,,,135389,1323837,63734606.67,72589175.31
292,34484,"Health New England, Inc. ***",MA,774704.21,,,26658,252869,10392418,10507054,"Health New England, Inc.",MA,1633271.41,,,54482,239883,25232898,25529506
293,95878,HPHC Insurance Company Inc. ***,MA,2225269.37,,,21557,144645,9507570,8018263.493,HPHC Insurance Company Inc.,MA,2288842.82,,,120352,114120,30878843.46,25117387.64
294,73331,"Minuteman Health, Inc.***",MA,1167.6,,,13931,3029,3466522.18,1202727.288,"Minuteman Health, Inc.",MA,349712.48,,,56185,6684,13457110,7964463
295,41304,Neighborhood Health Plan***,MA,11225924.12,,,293889,434996,104081193,100685485.5,Neighborhood Health Plan,MA,25517727.66,,,590554,549573,211691538.8,269160627.4
296,29125,Tufts Associated Health Maintenance Org***,MA,9896287.04,,,159433,750718,79468831,77040674,Tufts Associated Health Maintenance Org,MA,5505443.18,,,129455,606516,68889815,68596735
297,59763,Tufts Health Public Plans Inc. ***,MA,116022.27,,,21869,7664,6979196,3306650,Tufts Health Public Plans Inc.,MA,4629223.87,,,688066,23154,207545372,151069668
298,38712,Tufts Insurance Company***,MA,1677442.23,,,5487,24883,3550449,6839015,Tufts Insurance Company,MA,1002595.01,,,5867,25535,3904718,7432948
299,31779,UnitedHealthcare Insurance Company***,MA,0,,,1789,32322,1074757.88,1260387.32,United Healthcare Insurance Company,MA,201936.84,,,5476,40095,3167887.19,3646002.74
300,66516,Aetna Health Inc. (a PA corp.),MD,,,11143.81,615,83092,227440.62,417725.3,Aetna Health Inc. (a PA corp.),MD,,,-655553.92,319,35749,119536.79,163878.65
301,70767,Aetna Life Insurance Company,MD,,,85307.78,40223,146753,8178450.31,7261502.09,Aetna Life Insurance Company,MD,,,-2554392.85,7335,78583,2167727.03,1461037.56
302,36677,All Savers Insurance Company,MD,266389.22,272660.9,,2215,,660327.37,1553516.26,All Savers Insurance Company,MD,496194.53,596980.74,,6662,,2650550.76,3724009.19
303,28137,"CareFirst BlueChoice, Inc.",MD,33674052.57,-12598519.03,-4834145.8,1045638,1947671,264744175.9,273475415,"CareFirst Blue Choice, Inc.",MD,59885149.52,-16434375.57,6517475.95,1994245,1797148,542184203.8,550886744.5
304,45532,"CareFirst of Maryland, Inc.",MD,21694659.41,9718734.15,3249730.99,844338,74785,215321625.9,218132668.9,"CareFirst of Maryland, Inc.",MD,23361093.08,22545287.16,7207643.04,670981,51225,214100821.7,226180077.9
305,68541,Coventry Health and Life,MD,,,-1991429.33,39643,156529,4557931,3778298.23,Coventry Health and Life,MD,,,-1649007.49,1657,98885,150911.86,125088.95
306,14468,"Coventry Health Care of Delaware, Inc.",MD,,,-4255487.55,924,113336,348499,292024.3,"Coventry Health Care of Delaware, Inc.",MD,,,-6945127.9,568,104262,11199.55,6216.41
307,72564,"Evergreen Health Cooperative, Inc.",MD,311875.67,-360466.32,,4194,30240,1725306,2251799.65,"Evergreen Health Cooperative, Inc.",MD,725913.47,-3443885.2,-20766948.84,47868,192165,15266749,15460626
308,94084,GHMSI,MD,9970292.23,5177916.02,5641971.56,330002,350560,85024757.75,88465811.04,GHMSI,MD,14153350.5,14549412.84,16049564.6,306744,244332,99853831.58,114469208.1
309,90296,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,1405157.3,-2210325.79,773138.57,92214,92283,33642176,29825663,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,4152560.34,-17702319.36,2987261.26,287296,90959,87409483,83733862
310,65635,MAMSI Life and Health Insurance Company,MD,,,860842.04,1970,138627,896891.25,936038.37,MAMSI Life and Health Insurance Company,MD,,,-282416.8,1665,118325,818143.05,953204.31
311,72375,"Optimum Choice, Inc.",MD,,,-765269.83,1761,115280,1079426.06,679792.29,"Optimum Choice, Inc.",MD,,,-64708.03,1479,97235,882196.92,638634.77
312,23620,UnitedHealthcare Insurance Company,MD,,,1556233.82,3219,117747,1680029.72,1316539.32,United Healthcare Insurance Company,MD,,,1835041.07,2914,162340,1417059.83,1293575.05
313,31112,UnitedHealthcare of the Mid-Atlantic Inc.,MD,,,-332036,2383,75098,866823.51,936203.27,United Healthcare of the MidAtlantic Inc.,MD,504920.11,-1146080.38,-1678830.01,27649,36198,8397232.7,6850854.38
314,53357,Aetna Life Insurance Company,ME,,,-2225221.04,2112,133557,747484.53,606396.93,Aetna Life Insurance Company,ME,,,1790597.54,342,164744,142985.64,32681.71
315,48396,Anthem Health Plans of ME(Anthem BCBS),ME,5456360.21,363457.73,2604015.24,220640,283531,78176738.09,75661991.76,Anthem Health Plans of ME(Anthem BCBS),ME,6658488.7,-3917017.08,688516.26,260198,210436,93504165.99,86563583.55
316,96667,Harvard Pilgrim Health Care Inc.,ME,41057.31,-72007.16,-814362.12,1320,164079,506320,599101.264,Harvard Pilgrim Health Care Inc.,ME,728167.41,1177105.98,-1027526.86,10766,183217,4919770.76,6071183.427
317,11593,HPHC Insurance Company Inc.,ME,754640.17,578793.75,347234.34,1796,179483,658845,1569550.341,HPHC Insurance Company Inc.,ME,405479.23,208585.27,2498771.66,3228,154215,1222730.18,2854907.905
318,33653,Maine Community Health Options,ME,35448310.19,-926811.51,97813.31,376936,13093,166074149,173234740,Maine Community Health Options,ME,40987289.61,2738773.24,-3768993.96,688724,48898,291354380,339462243.3
319,85076,The MEGA Life and Health Insurance Company,ME,205000,56567.18,,,,,,,,,,,,,,
320,90214,UnitedHealthcare Insurance Company,ME,,,-9479.76,36,255,26106.66,9425.85,United Healthcare Insurance Company,ME,,,-12202.47,36,711,25614.06,1742.34
321,81068,Aetna Life Insurance Company,MI,379492.96,-299479.55,,72567,4575,17555621.12,13181088.99,Aetna Life Insurance Company,MI,613608.61,-1395523.24,,29548,5359,9219535.85,7865754.38
322,52670,All Savers Insurance Company,MI,,,-19155.16,,22978,,,All Savers Insurance Company,MI,,,-116036.56,,13368,,
323,67577,Alliance Health and Life Insurance Company,MI,2529564.79,1895578.59,-181245.97,113796,131419,26377099,24127739,Alliance Health and Life Insurance Company,MI,2909573.77,4463306.2,-282556.4,118357,166084,35855316,35364842
324,98185,Blue Care Network of Michigan,MI,54508071.26,-47134095.64,-5484016.17,1191387,944667,355726508,341579271,Blue Care Network of Michigan,MI,46831049.28,-40004463.16,2178690.19,1596397,859012,519788391,452587896.8
325,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,104173592.8,67492960.02,13529304.35,2056894,2504910,595126565.1,647127004.9,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,79301872.92,84043000.54,11876518.15,1553522,2089156,627863417.5,680168155.8
326,35443,Celtic Insurance Company,MI,0,-633,,3,,28334,-39.03903322,,,,,,,,,
327,41895,Consumers Mutual Insurance of Michigan,MI,252541.02,122480.23,-1252756.84,2011,19992,765761,1646935.31,Consumers Mutual Insurance of Michigan,MI,2288287.67,-7071364.84,-1699990.62,66465,77527,26023019,33438912
328,82649,Federated Mutual Insurance Company,MI,,,-1658184.03,,111131,,,Federated Mutual Insurance Company,MI,,,-4753200.26,,154861,,
329,37651,Health Alliance Plan (HAP),MI,5921541.69,5267035.16,-59049.89,50283,193568,21341078,26220361,Health Alliance Plan (HAP),MI,3485778.72,3869249.1,-1604360.74,94081,202285,35127892,33194265
330,59830,HealthPlus Insurance Company,MI,8257698.56,-3647377.54,-322954.15,244364,64372,55921142,59101063,Health Plus Insurance Company,MI,9028543.74,-4117248.29,469960.22,306867,26843,83682650,92279790
331,13667,HealthPlus of Michigan,MI,1384234.63,-855252.76,-366651.02,25005,12414,6708260,7981593,Health Plus of Michigan,MI,913424.81,-4076070.63,83736.21,54902,22123,14782117,15350630
332,62294,Humana Insurance Company,MI,698246.11,884115.01,-107913.09,101756,81670,18662585.78,14364555.98,Humana Insurance Company,MI,1227648.12,-356523.02,-541342.84,33385,62952,10083892.39,6049813.101
333,46275,"Humana Medical Plan of Michigan, Inc.",MI,6808276.09,-25129449.51,,269299,,68045829.77,54511335.35,"Humana Medical Plan of Michigan, Inc.",MI,5237342.47,-10842830.41,,210962,,60800064,49356249
334,79970,John Alden Life Insurance Company,MI,,,-155335.89,11153,26951,2424175,1637389,John Alden Life Insurance Company,MI,,,-25243.15,7574,19937,1778772,989333
335,20393,McLaren Health Plan,MI,1865110.37,-275686.71,480378.3,80642,123749,19128950,19770500.93,McLaren Health Plan,MI,1279803.45,3123625.29,-1125261.52,36196,44208,17867425,17796813.96
336,58594,"Meridian Health Plan of Michigan, Inc.",MI,0,-23501.09,,127,,47732,2868.02,"Meridian Health Plan of Michigan, Inc.",MI,0,45009.16,,288,,121830,45897.57
337,40047,"Molina Healthcare of Michigan, Inc.",MI,0,6332.08,,502,,164785,112191,"Molina Healthcare of Michigan, Inc.",MI,108444.44,-489545.74,,14956,,4317884,2129192.42
338,59140,Nippon Life Insurance Company of America,MI,,,-29795.04,,6981,,,Nippon Life Insurance Company of America,MI,,,-45156.26,,344,,
339,23592,Paramount Care of Michigan,MI,,,130383.94,,1523,,,Paramount Care of Michigan,MI,,,-93353.98,,666,,
340,95233,Paramount Insurance Company,MI,,,-53820.3,,13010,,,Paramount Insurance Company,MI,,,137653.7,,6850,,
341,20662,PHP Insurance Company,MI,,,-127949.2,,25176,,,PHP Insurance Company,MI,,,-40531.33,,28751,,
342,60829,Physicians Health Plan,MI,0,-76724.32,-681491.41,443,30328,220134,117623,Physicians Health Plan,MI,188485.2,-347998.34,-665160.05,12200,49137,5515047.53,4722514.692
343,29698,Priority Health,MI,4982858.59,1058987.28,-1528301.43,69861,931577,28906595,33191899,Priority Health,MI,14187510.7,-27447894.51,-2734798.34,497784,926042,171533872,159298734
344,29241,Priority Health Insurance Company (PHIC),MI,1980226.36,1869040.06,267097.25,260064,175745,50424136,51433723,Priority Health Insurance Company (PHIC),MI,4303697.77,37908.56,124208.68,255090,144552,59195738,53108065
345,89029,Time Insurance Company,MI,2196259.12,688700.17,-60605.89,130130,56167,25848787,24230833,Time Insurance Company,MI,2392980.67,1364106.91,-129271.65,105644,49242,25854093,24852227
346,67183,"Total Health Care USA, Inc.",MI,2025795.65,-1099668.46,-1225249.24,118609,96901,33847648,26440698,"Total Health Care USA, Inc.",MI,1534183.55,1882988.25,192637.06,108034,93468,32834737,28529176
347,63631,UnitedHealthcare Insurance Company,MI,,,-1087425.35,1983,353331,915051.35,666444.5,United Healthcare Insurance Company,MI,,,-1154312.92,2949,409266,1146442.41,576681.84
348,45002,UnitedHealthcare Life Insurance Company,MI,1080097.07,-743360.22,-2483.96,28706,14,8580932.4,10001658.77,United Healthcare Life Insurance Company,MI,1369709.18,358625.01,-62155.35,46145,425,14749675.81,16108348.77
349,58996,US Health and Life Insurance Company,MI,,,-2779.82,,153707,,,US Health and Life Insurance Company,MI,,,4588.65,,110256,,
350,49316,"BCBSM, INC.",MN,109644843.7,7616924.44,11759377.1,1830768,1267529,540553106,673696651,"BCBSM, INC.",MN,125759129.4,29086945.86,15764245.94,2462520,1392389,782721397,1073087950
351,60769,Federated Mutual Insurance Company,MN,,,-2090475.15,469,90677,218512.13,325550.86,Federated Mutual Insurance Company,MN,,,-4702535.67,261,68440,131424.39,254229.57
352,34102,"Group Health Plan, Inc.",MN,2695282.74,-2650.5,,51252,,12629000,15951000,"Group Health Plan, Inc.",MN,4673126.71,-4257609.45,,145243,,34215000,40862000
353,70373,"Gundersen Health Plan Minnesota, Inc.",MN,74310.37,32683.14,-97647.51,79,1311,28451,160346,"Gundersen Health Plan Minnesota, Inc.",MN,113550.68,-17274.78,-76964.5,111,2089,45439,440419.24
354,85654,HealthPartners Insurance Company,MN,10273153.62,-5217351.16,-820791.54,253562,200964,50895000,53127000,HealthPartners Insurance Company,MN,9288091.28,-29118111.14,-3345685.38,507606,194406,109802000,100347000
355,79888,"HealthPartners, Inc.",MN,1402532.92,2384614.4,-4200533.56,22057,1061856,9438000,13356000,"HealthPartners, Inc.",MN,,31708.01,-13774545.17,9394,1214110,4443000,5931000
356,56971,John Alden Life Insurance Company,MN,2783.9,-46632.1,113761.56,7946,512,1732269,1793096,John Alden Life Insurance Company,MN,3609.11,-93357.87,-43185.94,4840,204,1210818,651360
357,65847,Medica Health Plans of Wisconsin,MN,2670519.49,130710.53,,32699,,10691860.88,11093060,Medica Health Plans of Wisconsin,MN,6052960.34,7678426.35,,76939,,25770963.62,40944996.08
358,31616,Medica Insurance Company,MN,8295441.04,-11637872.8,-4213354.17,271330,551537,62080064.95,48327689.36,Medica Insurance Company,MN,4415250.76,-5042829.16,9261067.53,138388,192529,36796777.05,35785272.13
359,97624,PreferredOne Community Health Plan,MN,,,637606.26,,104384,,,Preferred One Community Health Plan,MN,,,522092.71,,38552,,
360,88102,PreferredOne Insurance Company,MN,51337471.78,5422835.32,-1029344.47,880297,192143,186382394,293227598,Preferred One Insurance Company,MN,4222933.09,5753591.46,-3077770.23,78619,178184,55169518,32466576
361,52346,Sanford Health Plan of Minnesota,MN,,,-20085.39,,1188,,,Sanford Health Plan of Minnesota,MN,,,-144150.88,,1000,,
362,27439,Time Insurance Company,MN,3434347.41,388993.92,-38513.1,133134,1427,31599168,30816363,Time Insurance Company,MN,3319642.29,1018837.12,-74883.14,87919,538,26449251,29740330
363,85736,UCare Minnesota,MN,311887.29,927744.9,,5906,,2027827.07,2734688,UCare Minnesota,MN,1959663.44,-5906132.97,,115591,,26968684.88,29837423
364,32898,Aetna Health Inc. (a PA corp.),MO,,,-10219.44,30,124,3016,11.72,Aetna Health Inc. (a PA corp.),MO,,,-7377.38,,11,,
365,48161,Aetna Life Insurance Company,MO,,,228766.81,21388,31802,5272812.84,4227374.61,Aetna Life Insurance Company,MO,,,258345.46,7897,21933,2054294.03,2303668.84
366,34762,Blue Cross and Blue Shield of Kansas City,MO,25923279.05,18053572.29,2682326.2,630607,442946,159451717.6,191337992.4,Blue Cross and Blue Shield of Kansas City,MO,22865750.61,20705929.36,-325653.6,659275,349948,197237281.5,232319618.5
367,99723,Celtic Insurance Company,MO,0,-4177.67,,28,,22671,-217.6013163,Celtic Insurance Company,MO,0,-4529.5,,24,,7499.47,14294.53467
368,44527,Coventry Health & Life Insurance Co.,MO,30510642.69,947089.73,,,,,,Coventry Health & Life Insurance Co.,MO,28854403.54,-1547250.27,-5494.46,,,,
369,44240,Coventry Health and Life,MO,36558693.78,-16394921.63,308569.39,1281780,469773,352041892,390260376.3,Coventry Health and Life,MO,31011926.25,-20980901.39,-233857.65,1752758,360569,534928354.9,554088580.7
370,96384,Cox Health Systems Insurance Company,MO,1265068.01,-173675.23,-164283.18,101891,22942,19336149,18647400,Cox Health Systems Insurance Company,MO,1954932.69,-1884389.93,-1229766.58,120726,31560,26708066,24317228.3
371,64701,Federated Mutual Insurance Company,MO,,,-752603.4,,88427,,,Federated Mutual Insurance Company,MO,,,-2366698.58,,109462,,
372,32753,Healthy Alliance Life Co(Anthem BCBS),MO,31718277.28,-5335441.08,-3154909.68,1207878,1313809,344950109.3,306199466.2,Healthy Alliance Life Co(Anthem BCBS),MO,19470609.22,7298221.08,5340341.52,1037701,1093732,337688912.1,277405688.6
373,92766,"HMO Missouri, Inc.(Anthem BCBS)",MO,,,-339677.71,1032,160037,820968,518318.951,"HMO Missouri, Inc.(Anthem BCBS)",MO,,,-153568.66,646,127867,697745,515889.94
374,30613,Humana Insurance Company,MO,2155537.32,-545487.55,1697620.38,36575,163714,8745971.2,9764057.32,Humana Insurance Company,MO,4910519.65,-188325.95,-3938829.87,85368,182866,26388328.34,32700323.22
375,49221,John Alden Life Insurance Company,MO,,,-89587.28,10684,7490,2430469,1316404,John Alden Life Insurance Company,MO,,,30517.37,7379,4995,1713773,1357051
376,12363,Standard Security Life,MO,,,-1744.73,,6547,,,Standard Security Life,MO,,,-4617.8,,17,,
377,14026,Time Insurance Company,MO,5677768.05,2064658.36,-12141.44,186785,16203,42701638,44326434,Time Insurance Company,MO,3138358.14,3559221.84,-166224.74,134182,10270,36013379,39018665
378,27401,Trustmark Life Insurance Company,MO,,,-49295.41,364,4243,49428.01,35114.38,Trustmark Life Insurance Company,MO,0,-53584.07,,785,,72029.7,32729.91
379,95426,UnitedHealthcare Insurance Company,MO,,,-342820.74,4617,542131,2318002.6,1602444.49,United Healthcare Insurance Company,MO,,,2802884.9,4821,629836,2245406.86,1630747.4
380,14162,UnitedHealthcare Life Insurance Company,MO,2019769.19,1388382.82,,25008,,9686371.36,11088178.65,United Healthcare Life Insurance Company,MO,3675197.04,1543008.5,,100794,,34181806.75,37885711.01
381,26781,All Savers Insurance Company,MS,,,-50551.73,81,42832,21505.09,36210.92,All Savers Insurance Company,MS,,,-27052.78,67,39946,20331.88,69522.74
382,11721,Blue Cross & Blue Shield of Mississippi,MS,6452872.9,4539847.85,356245.91,764940,807922,190851063,177216259,Blue Cross & Blue Shield of Mississippi,MS,8234968.46,2213375.4,27685.38,793293,816408,227165202,207890018
383,83808,Coventry Health and Life,MS,0,-132911.3,16718.65,4736,2186,766827,1076537.61,Coventry Health and Life,MS,62611.94,-199659.48,-154417.17,2953,154,647952.86,526416.9
384,38420,Federated Mutual Insurance Company,MS,,,-32739.65,,2273,,,Federated Mutual Insurance Company,MS,,,-75474.34,,5018,,
385,96734,Freedom Life Insurance,MS,0,48146.28,,21,,14871,22926,Freedom Life Insurance,MS,0,-289.05,,21,,12143,50480
386,48963,Humana Insurance Company,MS,24487153.98,1064234.77,-492484.94,390056,37314,152150993.7,149026273.2,Humana Insurance Company,MS,18785123.87,13191678.23,-52010.25,336079,32615,141591436.3,146082350.7
387,49900,John Alden Life Insurance Company,MS,,,-59314.7,1360,1461,425371,145769,John Alden Life Insurance Company,MS,,,-57304.43,679,864,203766,49337
388,94237,Magnolia Health Plan,MS,2481685.51,-6560626.86,,126016,,65863721.99,31828143.15,Magnolia Health Plan,MS,4586657.17,-4508929.62,,,,,
389,45521,Time Insurance Company,MS,2150624.77,1041309.44,-54781.44,29792,904,9310169,10012692,Time Insurance Company,MS,1557641.67,-67176.42,-113965.64,28059,512,10499567,11707483
390,98805,UnitedHealthcare Insurance Company,MS,,,266871.28,566,93571,260364.95,178484.19,United Healthcare Insurance Company,MS,,,41343.2,622,80617,271920.09,145388.03
391,61794,UnitedHealthcare Life Insurance Company,MS,,,1295.5,494,58,477425.83,487165.34,United Healthcare Life Insurance Company,MS,178090.31,-448183.32,-40377.81,10571,1064,3888454.02,3007970.06
392,97560,"UnitedHealthcare of Mississippi, Inc.",MS,,,48741.1,,58427,,152.03,"United Healthcare of Mississippi, Inc.",MS,8893140.98,-10180815.77,451573.88,266447,49646,105615989.3,102925934.9
393,30751,Blue Cross and Blue Shield of Montana,MT,39734997.94,-4280629.18,-250657.2,450309,399124,143510696,181347286.3,Blue Cross and Blue Shield of Montana,MT,29263271.43,-4708322.25,-89903.73,555866,374972,174623320.2,233970780.9
394,16621,Celtic Insurance Company,MT,0,-586.8,,7,,6996,4669.235288,,,,,,,,,
395,63342,Independence American Ins Co,MT,,,-14700.32,506,6316,120674,49020,,,,,,,,,
396,64206,John Alden Life Insurance Company,MT,,,-292758.82,7356,14972,1790461,1432390,John Alden Life Insurance Company,MT,,,264897.43,3055,7651,854241,281775
397,49669,Madison National Life,MT,,,-24720.97,12652,3814,1995921,1855172,Madison National Life,MT,,,-10799.68,,63,,
398,32225,Montana Health Cooperative,MT,10821501.27,3157443.9,297652.03,115466,8918,37692890,53910617,Montana Health Cooperative,MT,14667714.03,4282446.27,1822462.95,223233,17202,76503090,112773266
399,23603,PacificSource Health Plans,MT,6099996.76,506533.42,285047.68,92912,143109,26110449,35304377.4,Pacific Source Health Plans,MT,7013675.92,-805324.98,-1744039.87,122296,109024,36162384,52480931.91
400,24867,Time Insurance Company,MT,3474683.03,617238.69,-32953.83,109492,7790,24731561,26212712,Time Insurance Company,MT,2894124.53,1231200.88,-309927.67,67694,5008,21696872,24865264
401,46621,UnitedHealthcare Insurance Company,MT,,,33091.48,48,101,60043.96,18348.4,United Healthcare Insurance Company,MT,,,9085.52,52,78,58753.32,18546.07
402,61671,Aetna Health Inc. (a PA corp.),NC,,,207989.26,115,26228,30422.87,157869.36,Aetna Health Inc. (a PA corp.),NC,,,-322190.74,77,7216,2405.05,32968.3
403,61644,Aetna Life Insurance Company,NC,215718.92,-240838.67,205830.47,62142,11297,11364162.23,9280166.74,Aetna Life Insurance Company,NC,651988.51,-715751.32,-157069.07,16986,11487,4390892.19,4106034.29
404,72487,All Savers Insurance Company,NC,,,-30949.45,,1217,,,All Savers Insurance Company,NC,,,-102300.28,,780,,
405,11512,Blue Cross and Blue Shield of NC,NC,263657626.5,21858789.45,9263138.01,6260187,2352381,2015642630,2231132906,Blue Cross and Blue Shield of NC,NC,222234005.6,67566338.19,15759733.78,6595736,1960188,2458601688,2480964788
406,44007,Celtic Insurance Company,NC,0,7337.57,,23,,53485,2778.496346,Celtic Insurance Company,NC,0,8222.85,,15,,15074.32,18276.06935
407,40411,Cigna Health and Life Insurance Company,NC,1242110.42,1069804.73,,5704,,2238018,3813691,Cigna Health and Life Insurance Company,NC,293355.4,596150.26,,5539,,2106567,2571812
408,94459,Coventry Health & Life Insurance Company,NC,,,-206038.72,32,31940,24001,72099.52,Coventry Health & Life Insurance Company,NC,,,-154381.2,36,15301,29987.99,4494.54
409,56346,"Coventry Health Care of the Carolinas, Inc.",NC,24984866.8,-22133565.21,-7310102.87,744212,348024,200682299.7,189674366.9,"Coventry Health Care of the Carolinas, Inc.",NC,38747450.73,-47680707.29,-9400776.79,1258611,418066,398670798.6,394678419.4
410,24588,Federated Mutual Insurance Company,NC,,,-269581.82,12,34675,5628,1638.12,Federated Mutual Insurance Company,NC,,,236116.42,1,42963,469,
411,43283,FirstCarolinaCare Insurance Company,NC,,,407.05,,68965,,,First Carolina Care Insurance Company,NC,0,,-137223.74,,65572,,
412,32237,Humana Insurance Company,NC,86672.41,-458922.56,-9900.45,37196,623,7419397.65,5361900.222,Humana Insurance Company,NC,293030.6,-520970.75,,28992,12,6801002.18,5108896.339
413,59977,John Alden Life Insurance Company,NC,0,-115565.12,-40668.98,5325,4125,1528569,870690,John Alden Life Insurance Company,NC,0,-138633.22,-11962.08,3338,1894,1007779,550467
414,76871,Standard Security Life,NC,,,-4277.28,374,8608,99285,90366,Standard Security Life,NC,,,-13138.66,,3141,,
415,87696,Time Insurance Company,NC,2823899.85,12959.79,-109748.65,93145,2287,20763791,21448918,Time Insurance Company,NC,2414167.19,-2641746.14,-271229.67,82276,2702,22802565,24135384
416,58658,UnitedHealthcare Ins Co of River Valley,NC,,,-1228032.54,,41766,,,United Healthcare Ins Co of River Valley,NC,,,-1453280.86,93,71992,54953.8,44764.35
417,69347,UnitedHealthcare Insurance Company,NC,,,-15874.11,4295,477146,2437777.47,2297875.26,United Healthcare Insurance Company,NC,,,-2306736.6,3025,443252,1825650.49,1357995.77
418,54332,"UnitedHealthcare of North Carolina, Inc",NC,,,-452189.72,1371,219390,851252.04,923393.68,"United Healthcare of North Carolina, Inc.",NC,26513178.72,-15787937.71,-1665560.71,624707,220630,239706071.4,273354882.6
419,37160,Blue Cross Blue Shield of North Dakota,ND,13433148.25,1088177.61,309402.76,487298,662969,166203387,159610965,Blue Cross Blue Shield of North Dakota,ND,12584324.78,1716903.71,22846.4,514810,623553,194054519,175053351
420,99806,John Alden Life Insurance Company,ND,,,-8542.7,3510,4059,793029,584483,John Alden Life Insurance Company,ND,,,-58311.32,1908,1201,530894,208105
421,73751,Medica Health Plans,ND,1073377.89,-807481.69,-105459.46,19468,1056,5948961.29,5644879.94,Medica Health Plans,ND,1918693.8,-825246.58,389024.19,53628,2437,18429287.98,17357765.7
422,39364,Medica Insurance Company,ND,,,-987988.94,18289,80761,3887599.05,2289058.85,Medica Insurance Company,ND,,,-79596.59,13459,64618,3338127.27,2110928.25
423,89364,Sanford Health Plan,ND,300927.77,128336.66,871040.84,12835,27498,3365375,2795365.75,Sanford Health Plan,ND,935693.69,-728919.89,-429914.25,28955,59864,9384377,9045705.67
424,55105,Time Insurance Company,ND,376302.04,-409032.49,-78452.51,35604,6332,9507912,7578242,Time Insurance Company,ND,1949251.42,-162737.22,155951.59,46779,1307,19001114,15054750
