,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15
416,58658,UnitedHealthcare Ins Co of River Valley,NC,,,-1228032.54,,41766.0,,,United Healthcare Ins Co of River Valley,NC,,,-1453280.86,93.0,71992.0,54953.8,44764.35,UnitedHealthcare Insurance Company of the River Valley,NC,,,-2599069.46,208.0,163393.0,82580.69,32754.04
417,69347,UnitedHealthcare Insurance Company,NC,,,-15874.11,4295.0,477146.0,2437777.47,2297875.26,United Healthcare Insurance Company,NC,,,-2306736.6,3025.0,443252.0,1825650.49,1357995.77,UnitedHealthcare Insurance Company,NC,,,-2779689.38,3239.0,541960.0,1690554.87,748514.99
418,54332,"UnitedHealthcare of North Carolina, Inc",NC,,,-452189.72,1371.0,219390.0,851252.04,923393.68,"United Healthcare of North Carolina, Inc.",NC,26513178.72,-15787937.71,-1665560.71,624707.0,220630.0,239706071.4,273354882.6,"UnitedHealthcare of North Carolina, Inc.",NC,29590096.56,-54829193.06,-7434771.42,1649845.0,283936.0,750098351.7,697315803.7
419,37160,Blue Cross Blue Shield of North Dakota,ND,13433148.25,1088177.61,309402.76,487298.0,662969.0,166203387.0,159610965.0,Blue Cross Blue Shield of North Dakota,ND,12584324.78,1716903.71,22846.4,514810.0,623553.0,194054519.0,175053351.0,Blue Cross Blue Shield of North Dakota,ND,7183989.12,5450054.61,788699.06,461658.0,599004.0,189953360.2,176708427.7
420,99806,John Alden Life Insurance Company,ND,,,-8542.7,3510.0,4059.0,793029.0,584483.0,John Alden Life Insurance Company,ND,,,-58311.32,1908.0,1201.0,530894.0,208105.0,,,,,,,,,
421,73751,Medica Health Plans,ND,1073377.89,-807481.69,-105459.46,19468.0,1056.0,5948961.29,5644879.94,Medica Health Plans,ND,1918693.8,-825246.58,389024.19,53628.0,2437.0,18429287.98,17357765.7,Medica Health Plans,ND,1374734.61,-1809702.29,129354.14,76021.0,2498.0,29935799.47,27173036.06
422,39364,Medica Insurance Company,ND,,,-987988.94,18289.0,80761.0,3887599.05,2289058.85,Medica Insurance Company,ND,,,-79596.59,13459.0,64618.0,3338127.27,2110928.25,Medica Insurance Company,ND,,,634824.54,11085.0,52001.0,2826000.95,1493400.755
423,89364,Sanford Health Plan,ND,300927.77,128336.66,871040.84,12835.0,27498.0,3365375.0,2795365.75,Sanford Health Plan,ND,935693.69,-728919.89,-429914.25,28955.0,59864.0,9384377.0,9045705.67,Sanford Health Plan,ND,824355.88,-3640352.33,-1552877.7,66684.0,61234.0,22471555.0,21669276.86
424,55105,Time Insurance Company,ND,376302.04,-409032.49,-78452.51,35604.0,6332.0,9507912.0,7578242.0,Time Insurance Company,ND,1949251.42,-162737.22,155951.59,46779.0,1307.0,19001114.0,15054750.0,,,,,,,,,
425,29678,Blue Cross and Blue Shield of Nebraska,NE,38604318.76,1379197.77,3588744.99,992595.0,434242.0,271101751.0,325081480.0,Blue Cross and Blue Shield of Nebraska,NE,32361756.58,13541049.63,3977257.76,847755.0,361056.0,295502067.0,336088448.0,Blue Cross and Blue Shield of Nebraska,NE,18276356.34,13703605.42,-3814395.91,872585.0,457235.0,298157742.0,346867208.0
426,43198,CoOportunity Health,NE,46800412.98,-3258008.03,-3208840.42,319601.0,176495.0,95231501.03,196290044.8,CoOportunity Health,NE,2009586.78,-10205123.79,-7075784.88,53942.0,33954.0,15877797.06,21803023.04,,,,,,,,,
427,79636,Coventry Health and Life Insurance Co.,NE,0.0,58981.49,-51592.75,53498.0,82769.0,7767775.0,6639457.5,Coventry Health and Life Insurance Co.,NE,0.0,48490.02,-4014.32,1265.0,39502.0,77943.39,74911.12,Coventry Health and Life,NE,,,299763.65,,21587.0,,0.06
428,15438,Coventry Health Care of Nebraska Inc.,NE,2189015.61,1102852.31,-43854.16,45293.0,127745.0,12389748.67,13137899.13,Coventry Health Care of Nebraska Inc.,NE,19997409.37,-13630630.99,-516160.25,547175.0,131042.0,172505065.0,190002625.7,Coventry Health Care of Nebraska Inc.,NE,10568365.68,-14085301.0,-511279.04,511508.0,38974.0,193428464.7,199607881.8
429,47340,Federated Mutual Insurance Company,NE,,,-43990.66,,27279.0,,,Federated Mutual Insurance Company,NE,,,-1283549.38,,41772.0,,,Federated Mutual Insurance Company,NE,,,-733269.63,,43736.0,,
430,77931,Health Alliance Midwest Inc.,NE,50860.78,62479.01,-9965.96,1373.0,59.0,451741.0,436265.0,Health Alliance Midwest Inc.,NE,35928.95,14477.63,-8134.69,74.0,60.0,22035.0,161599.0,Health Alliance Midwest Inc.,NE,0.0,8247.75,-8402.32,35.0,40.0,-252.0,71487.0
431,81966,Humana Insurance Company,NE,,,9531.18,6.0,12.0,1287.24,-117952.07,,,,,,,,,,,,,,,,,,
432,80698,John Alden Life Insurance Company,NE,,,71939.33,4014.0,2630.0,1111782.0,870915.0,John Alden Life Insurance Company,NE,,,-21958.59,2420.0,1022.0,715408.0,226936.0,,,,,,,,,
433,89156,Standard Security Life,NE,,,-3265.91,147.0,1972.0,44917.0,2950.0,Standard Security Life,NE,,,-6025.22,,898.0,,,,,,,,,,,
434,19524,Time Insurance Company,NE,2775559.37,654497.47,128514.67,80452.0,33556.0,20516492.0,20058502.0,Time Insurance Company,NE,4734632.44,6667658.89,883774.73,80376.0,23547.0,29893734.0,40852504.0,,,,,,,,,
435,73102,UnitedHealthcare Insurance Company,NE,,,-437220.34,520.0,130498.0,255441.55,143599.6,United Healthcare Insurance Company,NE,,,4054594.92,1806.0,313101.0,652604.11,342126.26,UnitedHealthcare Insurance Company,NE,,,4767583.27,4208.0,346488.0,1273463.31,1134335.28
436,57601,Anthem Health Plans of NH(Anthem BCBS),NH,,,1238434.39,214340.0,50049.0,71643123.0,49031339.24,Anthem Health Plans of NH(Anthem BCBS),NH,,,1336166.23,127889.0,45855.0,47145922.0,35682494.16,Anthem Health Plans of NH(Anthem BCBS),NH,,,1894646.99,101808.0,43504.0,40831530.21,30979764.37
437,75841,Celtic Insurance Company,NH,100260.25,57417.02,,2004.0,,475088.0,448717.7208,Celtic Insurance Company,NH,112703.95,110166.0,,18.0,,73380.16,193944.8322,Celtic Insurance Company,NH,1952213.02,17279612.16,,223111.0,,99773329.42,98737830.23
438,59025,Harvard Pilgrim Health Care of NE,NH,,,-2973746.39,168.0,203288.0,237043.0,122555.0797,Harvard Pilgrim Health Care of NE,NH,2619722.76,-1229943.19,-843133.48,99053.0,258618.0,37180019.76,30801493.11,Harvard Pilgrim Health Care of NE,NH,4267598.46,367444.85,-2597413.63,264556.0,319000.0,102461360.6,118798880.5
439,71616,"HPHC Insurance Company, Inc",NH,,,1521697.59,,90892.0,,,"HPHC Insurance Company, Inc.",NH,,,1875267.3,,75757.0,,,"HPHC Insurance Company, Inc",NH,,,1864931.25,,70518.0,,
440,96751,Matthew Thornton Hlth Plan (Anthem BCBS),NH,15647565.3,-5300321.87,182178.31,389176.0,553020.0,147211030.0,110413843.2,Matthew Thornton Hlth Plan(Anthem BCBS),NH,8351137.21,156537.94,1480182.4,359424.0,436267.0,125557357.0,90778872.65,Matthew Thornton Hlth Plan(Anthem BCBS),NH,6413731.87,-454944.09,2396638.59,382940.0,334289.0,143124816.2,139348488.0
441,42260,Time Insurance Company,NH,6063182.46,5242904.85,,45329.0,,17603025.0,24069996.0,Time Insurance Company,NH,4992365.74,6151610.42,,25390.0,,14018171.0,25648645.0,,,,,,,,,
442,51889,UnitedHealthcare Insurance Company,NH,,,31436.05,69.0,4540.0,47865.34,4203.67,United Healthcare Insurance Company,NH,,,-233115.68,20.0,6801.0,23555.87,3973.01,UnitedHealthcare Insurance Company,NH,,,-178154.7,141.0,6033.0,71742.2,16379.7
443,82884,Aetna Health Inc. (a NJ corp.),NJ,,,-4701905.74,20390.0,840752.0,10003719.74,10066725.2,Aetna Health Inc. (a NJ corp.),NJ,,,-18109387.03,7037.0,929182.0,3126280.33,2756796.21,Aetna Health Inc. (a NJ corp.),NJ,,,-9662880.03,36.0,381747.0,7773.16,-3252.26
444,89217,Aetna Life Insurance Company,NJ,6801229.68,8273636.8,2281721.44,20206.0,111072.0,8379737.33,25868635.87,Aetna Life Insurance Company,NJ,3126673.44,5290240.82,2477419.03,8849.0,135251.0,5334473.55,20176352.38,Aetna Life Insurance Company,NJ,1890405.94,6356361.63,-5730100.37,5865.0,588685.0,4309686.4,19951863.47
445,77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,-7051442.97,258158.0,512704.0,105618835.0,86780918.26,"AmeriHealth HMO, Inc.",NJ,8830357.66,-4859744.69,-14888625.2,179483.0,213554.0,84242801.0,80346158.0,AmeriHealth HMO,NJ,4743483.65,-4722553.93,-13205635.95,184270.0,206283.0,87727564.0,79753862.0
446,91762,AmeriHealth Ins Company of New Jersey,NJ,62373022.13,-27270588.68,-9401983.1,796319.0,455609.0,341756592.0,281115769.3,AmeriHealth Ins Company of New Jersey,NJ,49658797.4,38267701.25,-7350774.16,543379.0,444759.0,273822437.0,328425555.0,AmeriHealth Ins Company of New Jersey,NJ,41759162.3,36425250.15,-1777877.29,632759.0,380580.0,312164428.0,442082699.0
447,23458,Cigna Health and Life Insurance Company,NJ,,,67014.8,18.0,14472.0,3382.0,-11676.0,Cigna Health and Life Insurance Company,NJ,,,177415.53,,6611.0,-95113.0,1026.0,Cigna Health and Life Insurance Company,NJ,,,57146.87,,6214.0,,10655.0
448,41014,"Cigna HealthCare of New Jersey, Inc.",NJ,186497.63,365525.19,27532.67,231.0,196.0,185602.0,1715047.0,"Cigna HealthCare of New Jersey, Inc.",NJ,645603.45,817727.44,48511.09,352.0,195.0,288404.0,1939512.0,"Cigna HealthCare of New Jersey, Inc.",NJ,742489.29,2555962.42,523.26,554.0,152.0,500896.0,3219243.0
449,10191,"Freelancers CO-OP of New Jersey, Inc.",NJ,5827111.77,9029800.73,-615255.45,32684.0,3224.0,16019597.0,25023388.0,"Freelancers CO-OP of New Jersey, Inc.",NJ,25518743.04,-38582686.31,-7735504.78,563748.0,55523.0,216153196.0,210816361.0,Freelancers CO-OP of New Jersey,NJ,15360457.2,13846054.57,-7147951.36,299362.0,103446.0,128580316.0,201954105.8
450,13953,"Horizon Healthcare of New Jersey, Inc.",NJ,,,97615.72,40718.0,144872.0,27443593.0,30102066.0,Horizon HMO,NJ,0.0,-945.51,3193510.84,28.0,30059.0,187369.0,4024.0,"Horizon Healthcare of New Jersey, Inc.",NJ,0.0,-4840.86,3260175.89,20.0,20075.0,-17138.0,51614.0
451,91661,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,10604745.48,1725900.0,4342240.0,695259495.0,554523604.0,"Horizon Healthcare Services, Inc.",NJ,85563520.22,-62882998.27,36636642.31,2105500.0,3205623.0,938578431.0,702371782.0,"Horizon Healthcare Services, Inc.",NJ,50155766.06,-84325185.2,26681850.74,2466929.0,2849028.0,1150123086.0,966427849.0
452,77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,8812791.52,135146.0,511038.0,73111581.68,103775430.1,"Oxford Health Insurance, Inc.",NJ,16261309.29,44955766.0,5736032.94,94349.0,713116.0,51681556.7,81121203.77,"Oxford Health Insurance, Inc.",NJ,9589590.25,53596343.52,7713849.61,85642.0,752670.0,52549728.11,94329280.26
453,48834,"Oxford Health Plans (NJ), Inc.",NJ,5793980.12,10751310.08,-120834.31,58243.0,519317.0,30857609.88,41148735.29,"Oxford Health Plans (NJ), Inc.",NJ,12200483.35,18952235.0,-185240.53,137784.0,209708.0,65906002.89,89863131.94,"Oxford Health Plans (NJ), Inc.",NJ,3302998.95,3394240.38,-189101.21,98573.0,100068.0,44985863.42,50824009.71
454,75605,Blue Cross Blue Shield of New Mexico,NM,17360787.26,6258751.86,1212948.58,473250.0,300717.0,132385147.0,160136586.3,Blue Cross Blue Shield of New Mexico,NM,25478424.19,14139955.41,4123735.82,402278.0,245781.0,135578668.0,184280106.4,Blue Cross Blue Shield of New Mexico,NM,515666.69,-136719.12,8888567.76,15258.0,189199.0,4283638.0,5521538.183999999
455,97132,"Lovelace Health System, Inc.",NM,106022.49,113433.56,336586.34,,,,,"Lovelace Health System, Inc.",NM,0.0,,-699983.2,,,,,,,,,,,,,
456,19722,"Molina Health Care of New Mexico, Inc.",NM,325293.64,685619.88,,18034.0,,5506419.0,4244028.0,"Molina Health Care of New Mexico, Inc.",NM,300867.77,-265619.48,,48422.0,,13765542.0,8974418.0,"Molina Healthcare of New Mexico, Inc.",NM,1237375.41,4371278.82,,207287.0,,59055404.0,49024969.0
457,93091,New Mexico Health Connections,NM,3178238.43,-4834621.72,-1832176.28,72246.0,22648.0,24015570.0,20102873.0,New Mexico Health Connections,NM,5515873.35,-11035028.09,-3534467.65,237567.0,107378.0,63129854.0,64799269.0,New Mexico Health Connections,NM,3009737.98,-3779277.3,-5084621.64,295687.0,172372.0,87331622.0,87114965.56
458,57173,"Presbyterian Health Plan, Inc.",NM,5508787.2,-2442724.87,748544.0,239794.0,103447.0,70489796.54,56088935.8,Presbyterian Health Plan,NM,5375417.38,-2390195.41,620026.82,223887.0,88730.0,67521634.0,63807149.0,Presbyterian Health Plan,NM,6321646.56,3104066.63,-786361.4,305578.0,62198.0,104992337.0,121102498.0
459,52744,"Presbyterian Insurance Company, Inc.",NM,,,211847.75,29.0,131858.0,23167.0,59059.33561,Presbyterian Insurance Company,NM,,,-818490.89,,125357.0,,,Presbyterian Insurance Company,NM,,,-3330860.38,,135687.0,,
460,97646,Time Insurance Company,NM,205000.0,219541.22,,3770.0,,1211757.0,1391775.0,Time Insurance Company,NM,0.0,6670.67,,2858.0,,933798.0,838772.0,,,,,,,,,
461,90762,UnitedHealthcare Insurance Company,NM,,,-677750.41,464.0,82407.0,208549.85,159386.89,United Healthcare Insurance Company,NM,,,309179.06,234.0,81553.0,123422.76,89339.32,UnitedHealthcare Insurance Company,NM,,,313275.66,516.0,63121.0,252454.8,88570.71
462,19298,Aetna Health Inc. (a PA corp.),NV,,,8649.73,61.0,19627.0,17805.95,13086.15,Aetna Health Inc. (a PA corp.),NV,44592.7,-1143730.03,261732.04,8373.0,6474.0,1949729.12,682849.79,Aetna Health Inc. (a PA corp.),NV,0.0,-835974.11,224843.43,6968.0,5292.0,1928281.34,751358.68
463,65779,Aetna Health of Utah Inc.,NV,0.0,-1158344.59,-16246.63,12700.0,1725.0,2307869.0,1288034.99,Altius Health Plans Inc.,NV,0.0,,35537.64,,706.0,,,Altius Health Plans Inc.,NV,,,-1074.53,,16.0,,
464,27990,Aetna Life Insurance Company,NV,626982.29,-401883.36,-1140094.88,54879.0,154116.0,13597160.88,10124188.23,Aetna Life Insurance Company,NV,1532987.48,-7118682.16,672487.49,69307.0,110659.0,21101584.96,14683496.19,Aetna Life Insurance Company,NV,1381959.06,-4923899.31,2003327.8,75300.0,105348.0,27246865.02,22211052.61
465,68307,Celtic Insurance Company,NV,0.0,-8625.15,,302.0,,161831.0,238991.539,Celtic Insurance Company,NV,0.0,-10494.15,,93.0,,26179.03,81052.54473,Celtic Insurance Company,NV,0.0,-8892.08,,36.0,,23796.63,29609.53858
466,49021,Coventry Health & Life Insurance Company,NV,145981.41,-1015221.06,-385400.28,43511.0,19388.0,6276352.0,5081278.55,Coventry Health & Life Insurance Company,NV,0.0,,-282676.61,,9177.0,,11.55,Coventry Health and Life,NV,,,-462.04,,144.0,,
467,95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,2092880.93,189134.0,214966.0,63247361.96,54264833.96,"Health Plan of Nevada, Inc.",NV,8222371.58,230274.9,-166538.16,357716.0,201550.0,118703087.1,102375682.3,"Health Plan of Nevada, Inc.",NV,5618554.15,-13319421.75,-2436180.93,538785.0,208867.0,183216122.4,154780811.4
468,60156,"HMO Colorado, Inc., dba HMO Nevada",NV,4285648.85,-4049114.37,-140898.78,72009.0,6337.0,24105673.82,18526521.51,HMO Colorado Inc. dba HMO NV(Anthem BCBS),NV,5077744.17,-8860894.35,-27406.0,163550.0,2284.0,52492039.02,39126115.86,HMO Colorado Inc(Anthem BCBS),NV,2165656.09,-491903.28,-178229.69,104620.0,3458.0,37744931.8,31022210.14
469,41094,"Hometown Health Plan, Inc.",NV,,,-275961.08,,5401.0,,,"Hometown Health Plan, Inc.",NV,0.0,-64141.23,-535962.57,1279.0,14567.0,597072.0,444341.0,Hometown Health Plan Inc,NV,0.0,-528674.34,-761267.17,5315.0,11068.0,2435314.0,681987.0
470,85266,Hometown Health Providers Ins. Co. Inc.,NV,234356.21,248604.41,-318074.62,6053.0,32964.0,1609053.0,2230101.0,Hometown Health Providers Ins. Co. Inc.,NV,217980.45,397248.75,-1757923.69,3534.0,60181.0,1423220.0,2103218.0,"Hometown Health Providers Insurance Company, Inc",NV,57350.9,-674631.16,-1995391.69,11181.0,99773.0,4537475.0,3729342.0
471,93696,Humana Health Plan Inc.,NV,,,-76054.9,,9179.0,,,Humana Health Plan Inc.,NV,0.0,,-48965.47,,6414.0,,,Humana Health Plan Inc.,NV,,,-236913.35,,3066.0,,
472,20895,Humana Insurance Company,NV,2142999.48,1873080.72,-358637.74,30780.0,51544.0,7371670.17,12724866.64,Humana Insurance Company,NV,2037936.77,1431529.89,-1141023.21,17260.0,31901.0,5939058.05,13692385.66,Humana Insurance Company,NV,,,534684.37,5603.0,12714.0,1499865.65,3624000.93
473,87446,John Alden Life Insurance Company,NV,,,-153107.91,1849.0,8074.0,568261.0,265966.0,John Alden Life Insurance Company,NV,,,-333228.58,435.0,4318.0,139237.0,56652.0,,,,,,,,,
474,34996,Nevada Health CO-OP,NV,10078725.11,-3289885.24,-340005.25,157901.0,4630.0,49833390.46,62806959.22,Nevada Health CO-OP,NV,8846611.34,5244157.68,-711597.39,214706.0,9321.0,68155979.0,113125730.0,,,,,,,,,
475,16698,Prominence HealthFirst,NV,3231609.73,542628.0,-844787.93,41120.0,83744.0,20905855.0,20058272.0,Prominence Health First,NV,2492308.28,3206374.59,-1767200.16,40064.0,68033.0,17990277.0,20894048.56,Prominence HealthFirst,NV,2283593.67,-1517979.46,-2389813.59,113507.0,119288.0,45301684.0,38199147.38
476,68524,"Prominence Preferred Health Insurance Company, Inc.",NV,,,419362.27,,73375.0,,,"Prominence Preferred Health Insurance Company, Inc.",NV,,,1300037.3,,37751.0,,,"Prominence Preferred Health Insurance Company, Inc.",NV,,,-61193.17,,29500.0,,
477,33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",NV,,,396272.46,263643.0,262202.0,69653710.0,50786215.42,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,2721897.49,-4821040.08,3892116.41,150570.0,144350.0,56191661.79,43181616.75,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,9683664.86,9941477.55,4529549.04,362361.0,117670.0,140820333.2,148106488.9
478,83198,"Sierra Health and Life Ins Company, Inc.",NV,6624972.17,6879575.41,2637752.16,308590.0,167244.0,58679798.88,58742830.01,"Sierra Health and Life Ins Company, Inc.",NV,10119419.06,4132272.63,72611.26,377613.0,239448.0,102774924.9,96883579.81,"Sierra Health and Life Insurance Company, Inc.",NV,8209939.49,13434434.68,266851.71,392267.0,288169.0,127153733.8,130694505.8
479,29211,Time Insurance Company,NV,10011393.67,3410103.71,-633561.0,66012.0,7962.0,20755690.0,38993094.0,Time Insurance Company,NV,13121851.53,9178690.86,-712661.85,122900.0,10179.0,49128591.0,81262351.0,,,,,,,,,
480,74222,UnitedHealthcare Insurance Company,NV,,,-872086.46,602.0,51171.0,347286.54,461145.5,United Healthcare Insurance Company,NV,,,1288122.46,805.0,71381.0,388784.23,482796.42,UnitedHealthcare Insurance Company,NV,,,538856.08,710.0,76363.0,352415.25,187828.16
481,50138,Aetna Health Inc. (a NY corp.),NY,,,-440146.89,13383.0,163448.0,17078769.31,1853167.04,Aetna Health Inc. (a NY corp.),NY,,,-2194924.08,1381.0,56163.0,660946.39,-10509239.35,,,,,,,,,
482,17210,Aetna Life Insurance Company,NY,14885554.32,14975558.9,-62207250.53,57833.0,1109892.0,31466911.09,60811431.43,Aetna Life Insurance Company,NY,4506213.0,9153245.87,-92687139.68,38982.0,1393628.0,23793093.93,36376276.41,Aetna Life Insurance Company,NY,68477.14,-52359.96,-70076905.13,1029.0,1218096.0,413436.08,469815.97
483,57165,"Affinity Health Plan, Inc.",NY,464860.5,-2141766.08,,23258.0,,10718293.95,9224831.0,"Affinity Health Plan, Inc.",NY,2549532.7,-24567668.78,,190900.0,,75887448.0,42445398.0,"Affinity Health Plan, Inc.",NY,1183456.71,-9261635.02,,108233.0,,42411050.0,37863365.0
484,31808,American Progressive Life & Health Insurance Company of New York,NY,547364.03,660761.45,,14440.0,,1880668.1,2815111.5130000003,,,,,,,,,,,,,,,,,,
485,49526,BlueCross BlueShield of Western New York,NY,3203677.59,8494368.23,12158210.88,,,,,BlueCross BlueShield of Western New York,NY,3377361.29,8271129.24,2132100.46,,,,,BlueCross BlueShield of Western New York,NY,2313906.72,8451718.41,15271458.56,,,,
486,36346,BlueShield of Northeastern New York,NY,146646.58,347650.52,992090.05,,,,,BlueShield of Northeastern New York,NY,347699.17,420500.61,791105.07,,,,,BlueShield of Northeastern New York,NY,778269.59,2140828.25,-5132269.24,,,,
487,94788,CDPHP,NY,5393821.37,8365330.23,5699384.43,45111.0,125199.0,21946640.0,28267684.0,CDPHP,NY,3850329.69,8189242.42,3397548.58,53205.0,83602.0,26813056.0,33639246.0,"Capital District Physicians' Health Plan, Inc.",NY,2063700.29,7154086.73,-1856645.22,56589.0,35612.0,28776102.84,35336606.36
488,92551,CDPHP Universal Benefits Inc.,NY,,,-1425321.82,6833.0,987813.0,1936278.0,1974195.0,CDPHP Universal Benefits Inc.,NY,,,10072804.56,,880946.0,-10572.0,-878.0,"CDPHP, Universal Benefits Inc.",NY,,,7187495.44,,643225.0,,-66.0
489,44113,"Empire HealthChoice Assurance, Inc.",NY,,,-2505396.9,13522.0,45872.0,-778157.0,91269.054,"Empire HealthChoice Assurance, Inc.",NY,,,-1060038.06,213.0,21074.0,839592.0,-651223.12,"Empire HealthChoice Assurance, Inc.",NY,,,-2065584.77,294.0,177543.0,260338.4,483952.3
490,80519,"Empire HealthChoice HMO, Inc.",NY,38100183.86,-4215356.78,-7974099.79,768128.0,185458.0,339233913.0,281690007.2,"Empire HealthChoice HMO, Inc.",NY,40523011.28,31931835.18,1170127.82,869392.0,70270.0,370877634.4,351976595.8,"Empire HealthChoice HMO, Inc.",NY,25247614.68,36682245.97,659191.77,734880.0,62745.0,358456700.6,390195765.3
491,78124,"Excellus Health Plan, Inc.",NY,25521165.66,33519366.16,26430399.01,309097.0,2348642.0,121544742.0,145165193.2,"Excellus Health Plan, Inc.",NY,20303711.74,44746473.2,-2719871.69,334217.0,2172610.0,147028138.9,169661735.3,"Excellus Health Plan, Inc.",NY,6810910.87,27204905.43,-28032786.96,310171.0,2345481.0,135032997.9,139077347.2
492,71644,Freelancers Health Service Corporation d/b/a Health Republic Insurance of New York,NY,58217806.98,-28222332.5,-52013211.07,827785.0,516143.0,273028679.5,380720596.2,Freelancers Health Service Corporation d/b/a Health Republic I f N Y k,NY,51763635.04,-37496765.22,-153842015.4,1358859.0,681644.0,413183595.4,597117146.0,,,,,,,,,
493,58707,"Freelancers Insurance Company, Inc.",NY,683731.81,-426177.2,,279338.0,,103951558.0,100310066.9,,,,,,,,,,,,,,,,,,
494,88000,Group Health Incorporated,NY,259152.62,-1025.08,11794.91,8884.0,52351.0,6641474.946,2995411.76,Group Health Incorporated,NY,52165.83,-72128.3,-547.64,618.0,,383538.33,575948.434,Group Health Incorporated,NY,341226.29,1232207.56,-5912.85,3645.0,12.0,2310915.78,4211427.08
495,88582,Health Insurance Plan of Greater New York,NY,24545381.34,-3859201.9,-29376578.45,328572.0,234100.0,127188051.4,122147053.1,Health Insurance Plan of Greater New York,NY,11925482.58,5515480.63,-36417583.95,273179.0,197242.0,112500247.5,110455976.4,Health Insurance Plan of Greater New York,NY,4243862.71,8036080.89,-35246057.62,145399.0,195527.0,65575264.58,82529442.7
496,91237,"Healthfirst PHSP, Inc.",NY,4031460.89,-2649557.85,,66274.0,,29370655.0,29002425.0,"Healthfirst PHSP, Inc.",NY,6632379.19,-48556174.15,,401015.0,,161272546.6,107590270.4,Healthfirst PHSP Inc.,NY,2161266.62,-15553342.32,,189265.0,,71467522.0,55171149.0
497,40064,HealthNow New York,NY,0.0,-9077.56,-54673.38,48638.0,588220.0,20517394.2,22887793.0,HealthNow New York,NY,0.0,3626.81,-68200.88,85075.0,609043.0,32826816.86,41373492.31,HealthNow New York,NY,0.0,-1918.83,36631.06,102653.0,906661.0,39353360.49,56121897.86
498,70552,"Independent Health Association, Inc",NY,,,287516.92,,18361.0,,,"Independent Health Association, Inc.",NY,0.0,,-574088.49,,10715.0,,,Independent Health Association,NY,,,-665338.12,,14229.0,,
499,18029,Independent Health Benefits Corporation,NY,2847602.18,6203465.48,4211250.12,37626.0,482984.0,16703292.0,18421973.0,Independent Health Benefits Corporation,NY,2216885.52,7655906.8,7032740.32,45191.0,414772.0,19640713.0,23502144.0,Independent Health Benefits Corporation,NY,1614058.33,9237924.35,5830441.45,63567.0,484065.0,23367811.0,33489709.0
500,83744,"Managed Health, Inc.",NY,,,-162614.9,,414.0,,,"Managed Health, Inc.",NY,,,-67696.17,,203.0,,,"HealthFirst Health Plan, Inc.",NY,,,-86123.38,,215.0,,
501,11177,MetroPlus Health Plan,NY,4200475.38,-54033594.1,-1169658.09,399516.0,6897.0,144984418.0,77121222.22,MetroPlus Health Plan,NY,5191276.87,-30578616.79,-1666323.89,286497.0,6620.0,115991995.6,82911394.42,Metro Plus Health Plan,NY,1351405.68,-30691628.34,-4170812.16,223383.0,11773.0,83008935.81,59814247.47
