HIOS ID	HIOS INPUTTED INSURANCE COMPANY NAME_2014	STATE_2014	REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014	"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014"	HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014	7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014	7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014	1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014	2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014	IndPremiumPMM_2014	IndCostsPMM_2014	IndRTPMM_2014	TotalP2014	IndPremiumMinusCostsPMM_2014	HIOS INPUTTED INSURANCE COMPANY NAME_2015	STATE_2015	REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015	"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015"	HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015	7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015	7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015	1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015	2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015	IndPremiumPMM_2015	IndCostsPMM_2015	IndRTPMM_2015	IndPremiumMinusCostsPMM_2015	HIOS INPUTTED INSURANCE COMPANY NAME	STATE	REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)	"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)"	HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)	7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15	7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15	1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15	2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15	IndPremiumPMM	IndCostsPMM	IndRTPMM	IndPremiumMinusCostsPMM	ExitedMarketIn2016
80627	Medical Mutual of Ohio	OH	36995018.15	9369568.4	1218032.8	1367356	3012271	365229244	363715144.9	267.1061845	265.9988656	6.85232551	7.959644379	1.107318869	Medical Mutual of Ohio	OH	28206438.29	6545046.13	4026922.8	1180859	2665189	346011949.3	348902504.4	293.0171589	295.465	5.542614427	-2.447841021	Medical Mutual of Ohio	OH	18051088.44	7611488.99	9611713.69	1094601	2420973	369339159.2	371252404.8	337.4189857	339.1668789	6.953665299	-1.747893159	0
23307	"Humana Health Plan, Inc."	AZ	4117754.92	-351373.9	-750038.97	32208	137933	8637428.75	14286146.19	268.1765012	443.5589354	-10.90952248	-186.2919567	-175.3824342	"Humana Health Plan, Inc."	AZ	676362.49	856409.75	-1948641.42	16365	143566	5082191	5778329	310.5524595	353.0906813	52.33179041	-42.53822181	"Humana Health Plan, Inc."	AZ	2289096.26	6251937.97	-6031056.26	67920	149687	21632437.19	33170875.72	318.4987808	488.3815624	92.04855668	-169.8827817	0
13667	HealthPlus of Michigan	MI	1384234.63	-855252.76	-366651.02	25005	12414	6708260	7981593	268.2767447	319.19988	-34.20326975	-85.12640512	-50.92313537	Health Plus of Michigan	MI	913424.81	-4076070.63	83736.21	54902	22123	14782117	15350630	269.2455102	279.600561	-74.24266202	-10.35505082	HealthPlus Insurance Company	MI	19784.98	-1118038.8	-113837.62									1
71122	Time Insurance Company	KS	2664586.18	174538.76	-9478.41	52020	6526	13997862	17997167	269.0861592	345.9663014	3.355224145	-73.52491811	-76.88014225	Time Insurance Company	KS	1368746.67	838285.82	-22779.35	29203	655	10792425	11634598	369.5656268	398.404205	28.7054693	-28.83857823														1
56346	"Coventry Health Care of the Carolinas, Inc."	NC	24984866.8	-22133565.21	-7310102.87	744212	348024	200682299.7	189674366.9	269.6574359	254.8660421	-29.74094104	-14.94954719	14.79139385	"Coventry Health Care of the Carolinas, Inc."	NC	38747450.73	-47680707.29	-9400776.79	1258611	418066	398670798.6	394678419.4	316.7545799	313.5825282	-37.88359333	3.17205173	"Coventry Health Care of the Carolinas, Inc."	NC	34304.97	464269.47	-5608555.46									1
49532	"BlueChoice HealthPlan of South Carolina, Inc."	SC	4157250.97	1402397.69	-182715.35	159284	226624	42995084	38950555	269.9271992	244.5352641	8.804385186	34.19632035	25.39193516	"Blue Choice Health Plan of South Carolina, Inc."	SC	18814117.01	3622506.76	-3934492.42	544809	244524	189594963	211322829	348.0026266	387.8842475	6.649131641	-39.8816209	"BlueChoice HealthPlan of South Carolina, Inc."	SC	23997367.97	4289951.73	-5221980.6	1227501	345943	479156919	558511625	390.3515508	454.9989165	3.494866179	-64.64736566	0
50305	Wellmark of South Dakota	SD	11018734.68	1820377.38	2519007.76	604615	346867	163256470	157543236	270.0172341	260.5678589	3.010804198	12.46017942	9.449375222	Wellmark of South Dakota	SD	8866320.54	-1043395.44	1566498.82	572020	353553	174208086	176193563	304.5489423	308.0199346	-1.824054124	-3.470992273	"Wellmark of South Dakota, Inc"	SD	3917071.73	8404038.14	-351961.4	428302	423868	147326961	148065533	343.9791572	345.703576	19.62175787	-1.724418751	0
40442	Freedom Life Insurance	FL	197590.16	34088.7		14676		3968126	3457885	270.3819842	235.6149496	2.322751431	37.08978604	34.76703461	Freedom Life Insurance	FL	441431.46	544782.95		10292		3189781	4324035	309.9281967	420.1355422	52.93266129	-110.2073455	Freedom Life Insurance Company of America	FL	92026.59	173446.74		6944		2475206	3616725	356.452477	520.8417339	24.97792915	-164.3892569	0
91303	"HealthAmerica Pennsylvania, Inc."	PA	2150140.52	-1253464.22		50625	11798	13714710.99	12172534.64	270.9078714	240.4451287	-24.75978706	5.70295566	30.46274272	"Health America Pennsylvania, Inc."	PA	2391915.15	-2527671.54		76021	3878	21208977.19	19608073.02	278.9884004	257.9296907	-33.24964865	21.0587097														1
37001	Humana Insurance Company	GA	1866817.18	2184957.04	721767.42	28543	8348	7751973.47	8576659.711	271.5893028	300.4820695	76.54966331	47.65689657	-28.89276674	Humana Insurance Company	GA	1390112.88	1622203.69	308751.17	15247	10003	6050468.51	8094148.912	396.8300984	530.8682962	106.3949426	-134.0381978	Humana Insurance Company	GA	0	-131960.47	644608.47	3794	8928	1389158.73	743344.81	366.1462124	195.9264128	-34.78135741	170.2197997	0
91604	Humana Insurance Company	WI	3869243.82	3660246.43	2267328.07	118386	307398	32154163.39	34500075.4	271.6044413	291.4202304	30.91789933	11.10211022	-19.81578911	Humana Insurance Company	WI	1895119.37	596881.13	1292326.01	56804	290896	21773912.09	16382088.94	383.3165286	288.3967492	10.50773062	94.91977942	Humana Insurance Company	WI	3018929.45	3575498.87	779525.6	81114	196188	33529779.49	40321097.82	413.3661204	497.0917205	44.07992295	-83.72560014	0
36239	Anthem Health Plans of KY(Anthem BCBS)	KY	10851899.04	4889935.19	2798476.94	1016969	990852	276713823.7	219708615.8	272.0966162	216.0425891	4.808342427	60.86236954	56.05402711	Anthem Health Plans of KY(Anthem BCBS)	KY	15230315.39	3129303.34	4368115.21	1020298	809561	297745092.3	253014028.1	291.8216955	247.9805195	3.067048392	43.84117601	Anthem Health Plans of KY(Anthem BCBS)	KY	18494891.83	6598201.98	7952464.11	1383489	745083	478743071.9	425408047.3	346.0403891	307.4892878	4.76924788	38.55110131	0
17808	Humana Insurance Company	SC	2760.15	24910.64	-3229.79	14566	109	3970049.62	4017044.401	272.5559261	275.7822601	1.710190855	-1.516143142	-3.226333997	Humana Insurance Company	SC	0	16975.57		8505		2661666.91	2139771.392	312.9531934	251.5898168	1.995951793	61.3633766	Humana Insurance Company	SC	0	-7953.72		3908		1359755.98	734010.32	347.941653	187.8224974	-2.035240532	160.1191556	0
23468	Humana Insurance Company	OK	48913.42	-107296.38	-81323.21	6085	945	1661454.27	1743140.996	273.0409647	286.4652417	-17.63293016	-31.05720723	-13.42427707	Humana Insurance Company	OK	66173.45	74763.49	-69246.02	2381	685	841575.83	325591.797	353.4547795	136.7458198	31.4000378	216.7089597	Humana Insurance Company	OK	0	-20589.96	-15629.24	751	45	302696.34	323644.53	403.0577097	430.9514381	-27.41672437	-27.89372836	1
29678	Blue Cross and Blue Shield of Nebraska	NE	38604318.76	1379197.77	3588744.99	992595	434242	271101751	325081480	273.124236	327.5066669	1.389486921	-52.99294398	-54.3824309	Blue Cross and Blue Shield of Nebraska	NE	32361756.58	13541049.63	3977257.76	847755	361056	295502067	336088448	348.5701258	396.445256	15.9728337	-47.8751302	Blue Cross and Blue Shield of Nebraska	NE	18276356.34	13703605.42	-3814395.91	872585	457235	298157742	346867208	341.6947827	397.5168127	15.70460806	-55.82202995	0
15438	Coventry Health Care of Nebraska Inc.	NE	2189015.61	1102852.31	-43854.16	45293	127745	12389748.67	13137899.13	273.5466556	290.0646707	24.34928819	7.83127304	-16.51801515	Coventry Health Care of Nebraska Inc.	NE	19997409.37	-13630630.99	-516160.25	547175	131042	172505065	190002625.7	315.2648878	347.2428852	-24.91091696	-31.97799735	Coventry Health Care of Nebraska Inc.	NE	10568365.68	-14085301	-511279.04	511508	38974	193428464.7	199607881.8	378.1533519	390.2341348	-27.53681467	-12.0807829	0
70525	"QCA Health Plan, Inc."	AR	4262438.76	-5943287.09	-55681.1	157507	188500	43191534.2	46343131.76	274.2197756	294.2290296	-37.73347908	-57.74273302	-20.00925394	"QCA Health Plan, Inc."	AR	10580046	6656762.38	-272007.5	324884	172403	115427342.7	148306395.3	355.2878649	456.4903021	20.48965902	-101.2024372	QCA Health Plan INC	AR	5970119.58	2856187.95	-59363.91	396976	112358	134121060.4	193390442.4	337.8568488	487.1590283	7.19486304	-149.3021795	0
44240	Coventry Health and Life	MO	36558693.78	-16394921.63	308569.39	1281780	469773	352041892	390260376.3	274.6507919	304.4675188	-12.79074539	-42.60747236	-29.81672697	Coventry Health and Life	MO	31011926.25	-20980901.39	-233857.65	1752758	360569	534928354.9	554088580.7	305.1923625	316.123835	-11.97022144	-10.93147246	Coventry Health and Life	MO	12224324.59	-4108462.62	-25221.44	1195467	280485	462009094.1	493023312	386.4674592	412.4106412	-3.436700988	-25.94318195	0
13939	Time Insurance Company	AL	661562.99	-35409.21	11262.04	11799	1236	3245622	4465455	275.0760234	378.4604628	-3.001034833	-106.3854742	-103.3844394	Time Insurance Company	AL	452110.79	-223260.2	-18832.66	8015	352	2778694	2867433	346.6867124	357.7583281	-27.85529632	-11.07161572														1
92815	Local Initiative Health Authority for Los Angeles County	CA	347123.67	-31742828.09		240012		66111108	47084780	275.4491775	196.1767745	-132.2551709	-52.98276785	79.27240305	Local Initiative Health Authority for Los Angeles County	CA	173346.94	-23491264.75		187043		57736325.1	33021025.18	308.6794218	176.542427	-125.592857	132.1369948	Local Initiative Health Authority for Los Angeles County	CA	24557.63	-12354890.24		127728		44046851.51	27395497.21	344.8488312	214.4830985	-96.72812727	130.3657327	0
33602	Blue Cross Blue Shield of Texas	TX	549029026.7	-17907614.72	16110806.25	9694097	8623746	2675523465	3198174148	275.99512	329.9094437	-1.847270016	-55.76159365	-53.91432363	Blue Cross Blue Shield of Texas	TX	636984705	38571557.86	11386899.21	11485974	8594675	3682739521	4792483100	320.6292754	417.2465565	3.358144278	-96.61728113	Blue Cross Blue Shield of Texas	TX	135693228.9	59463978.57	40787445.1	7787815	6530077	2648723458	2656789701	340.1112453	341.1469971	7.635515041	-1.035751748	0
26002	SelectHealth	ID	22446618.57	5450923.74	-1392526.68	205994	64205	56856522	108593032	276.0105731	527.1659951	26.46156558	-224.6938564	-251.155422	Select Health	ID	19459263.73	9855840.04	-1382800.26	278361	116813	81043959	154031972	291.1469602	553.3532787	35.40668427	-262.2063184	SelectHealth	ID	12396300.65	2728291.54	-1742435.08	442788	167642	143125602	217509208	323.23731	491.2265192	6.161620324	-167.9892093	0
39996	Time Insurance Company	SC	3954338.85	2251531.6	-68214.4	60944	5022	16908068	21420145	277.4361381	351.4725814	36.94427015	-37.09217314	-74.03644329	Time Insurance Company	SC	4797608.36	5534568.01	283969.26	50993	2486	17767630	32877829	348.4327261	644.7518091	108.5358384	-296.319083														1
62210	"South Dakota State Medical Holding Company, Inc."	SD	251215.94	112428.12	-2099623.45	56085	142243	15590124	12717543	277.9731479	226.7548007	2.0046023	53.22294945	51.21834715	DAKOTACARE	SD	9167019.56	-2809177.34	-1242844.35	154506	141466	45750926	72189787	296.1109989	467.2296675	-18.18167152	-171.1186685	"South Dakota State Medical Holding Company, Inc."	SD	258116.34	30568.28	-1768952.72	26411	120290	9003556	8825749	340.9017455	334.169437	1.157407141	6.732308508	0
32673	"Humana Health Plan of Texas, Inc."	TX	53329111.45	-38610710.6	-1682294.43	870873	1528757	242296504.6	305803472.2	278.2225475	351.1458872	-44.33563861	-117.2589783	-72.92333968	"Humana Health Plan of Texas, Inc."	TX	51295201.04	-26986914.17	-2173306.64	1147557	1418824	335404567.6	396706517	292.2770438	345.6965684	-23.51683983	-53.41952461	"Humana Health Plan of Texas, Inc."	TX	14209617.01	23973511.28	-10567282.01	568737	976052	185523115.2	227329575.8	326.2019443	399.7094893	42.1521921	-73.50754496	0
72160	Wellmark Inc.	IA	13566797.89	4605847.67	3535403.52	1679290	960142	468125938	429710822	278.7642027	255.8883945	2.742735126	25.61854336	22.87580823	Wellmark Inc.	IA	15298546.8	16573829.24	3724624.74	1505991	1180164	466896242	470969260	310.0259178	312.7304612	11.00526447	-2.704543387	"Wellmark, Inc"	IA	10380245.12	18333352.61	4987083.29	1261457	1275866	442903170	439553282	351.104453	348.4488825	14.53347408	2.655570503	0
50727	Humana Insurance Company	VA	2610901.31	178764.83	-11304.8	22045	75	6157572.23	8852020.059	279.3183139	401.5432098	8.109087321	-114.1158085	-122.2248958	Humana Insurance Company	VA	1723539.51	43710.21		26924		9158641.07	11430095.72	340.166434	424.5318571	1.623466424	-84.36542304	Humana Insurance Company	VA	686239.96	-329364.82		19761		7698364.02	10145325.44	389.5736056	513.401419	-16.66741663	-123.8278134	0
75605	Blue Cross Blue Shield of New Mexico	NM	17360787.26	6258751.86	1212948.58	473250	300717	132385147	160136586.3	279.7361796	338.3763049	13.22504355	-45.41508175	-58.6401253	Blue Cross Blue Shield of New Mexico	NM	25478424.19	14139955.41	4123735.82	402278	245781	135578668	184280106.4	337.0272995	458.0914353	35.14971092	-121.0641357	Blue Cross Blue Shield of New Mexico	NM	515666.69	-136719.12	8888567.76	15258	189199	4283638	5521538.184	280.747018	361.8782399	-8.960487613	-81.13122192	0
68184	Time Insurance Company	IA	1242068.11	-338678.1	-13859.22	47208	569	13237477	13766098	280.4074945	291.605194	-7.174167514	-18.37186705	-11.19769954	Time Insurance Company	IA	790452.44	-244924.54	-47915.07	36399	331	12243011	9924785	336.3556966	272.6664194	-6.728881013	63.68927718														1
38234	Aetna Life Insurance Company	VA	7604605.22	7863949.4	-1438865.46	177329	120318	49757615.84	53645894.85	280.5949159	302.5218371	44.34666298	22.41974178	-21.9269212	Aetna Life Insurance Company	VA	5895017.54	4680612.75	-3364075.44	183008	156276	59806820.06	62772402.77	326.7989381	343.0035997	25.57600078	-16.2046616	Aetna Life Insurance Company	VA	3368946.19	6921051.63	-5705192.92	168249	172740	61416390.01	66394656.85	365.0327194	394.6214055	41.13576681	-29.58868605	0
99663	"Coventry Health Care of Virginia, Inc"	VA	11965740.5	2743889.18	-2031737.44	230418	278477	64730853.85	69703444.71	280.927939	302.5086786	11.9083109	-9.67242871	-21.58073961	"Coventry Health Care of Virginia, Inc."	VA	14307294.04	1027646.58	-9528358.12	507146	329571	143754585.8	143169176.9	283.45799	282.3036698	2.026332811	1.154320255	"Coventry Health Care of Virginia, Inc"	VA	8254650.15	-3220691.27	-1048188.41	483242	16753	157523774.4	170119783.1	325.972855	352.0384882	-6.664758589	-26.06563316	0
23603	PacificSource Health Plans	MT	6099996.76	506533.42	285047.68	92912	143109	26110449	35304377.4	281.0234308	379.976509	5.451754563	-93.50132362	-98.95307818	Pacific Source Health Plans	MT	7013675.92	-805324.98	-1744039.87	122296	109024	36162384	52480931.91	295.6955583	429.1304042	-6.585047589	-133.4348459	PacificSource Health Plans	MT	3495987.92	4481331.95	30184.01	94536	87348	38051414.26	56105698.15	402.5071323	593.485002	47.40344366	-190.9778697	0
75293	USAble Mutual Insurance Company	AR	64727145.97	14435474.74	381417.67	2575654	788859	726204889.8	808308852.6	281.9497067	313.8266447	5.604586152	-26.27235182	-31.87693797	Arkansas Blue Cross and Blue Shield	AR	64811130.09	8441174.73	1078908.44	3088102	801647	942571978.7	1148724126	305.2269578	371.9838678	2.733450751	-66.75691	USAble Mutual Insurance Company	AR	37164216.31	-1661548.73	1799059.63	3252818	555833	1119572863	1346911505	344.1855225	414.0752741	-0.510802858	-69.88975159	0
18350	Hawaii Medical Service Association	HI	13001803.35	10430372.28	5740424.58	207688	1093845	58730826	70996892	282.7839163	341.8439775	50.22135261	-8.83870864	-59.06006125	Hawaii Medical Service Association	HI	16197585.19	15467100.5	7322488.29	308670	736432	91329533	125172066	295.8808209	405.5206726	50.10885574	-109.6398516	Hawaii Medical Service Association	HI	10348585.13	16511893.78	11809305.09	299732	754141	101291469	136715595.7	337.9401232	456.126125	55.08885865	-118.1860018	0
30991	Time Insurance Company	AR	2304205.03	-2043.49	-50048.48	25130	2438	7106472	10477266	282.7883804	416.9226423	-0.081316753	-134.2155786	-134.1342618	Time Insurance Company	AR	853438.8	-668914.23	-271493.27	15038	1253	5306873	7590690	352.8975263	504.7672563	-44.48159529	-151.86973														1
41614	"Coventry Health Care of the Carolinas, Inc."	SC	18857060.88	-3828066.52	-68109.07	306629	106103	86779779.41	96820132.31	283.0123028	315.7566059	-12.48435901	-45.22866206	-32.74430305	"Coventry Health Care of the Carolinas, Inc."	SC	16573921.48	-3234564.95	577520.93	377602	70456	118212881	132898521.8	313.0621157	351.9539669	-8.566069433	-38.89185121	"Coventry Health Care of the Carolinas, Inc."	SC	0	34289.95	-1171114.15									1
28162	AultCare Insurance Company	OH	3286427.05	-174769.08	382.29	96734	305433	27420415	25291402.49	283.4620196	261.4530826	-1.806697542	20.20223944	22.00893698	AultCare Insurance Company	OH	2358684.92	-246739.17	-514739.16	94212	301024	31591227.41	26237396.03	335.3206323	278.4931434	-2.618978156	56.82748885	AultCare Insurance Company	OH	1136982.67	-1545137.86	79069.87	95298	272863	36399127	29085428	381.9505866	305.20502	-16.21374908	76.74556654	0
62662	Time Insurance Company	FL	24416837.37	11930582.36	-119621.8	298430	1202	84718475	120565819	283.8805583	404.0003317	39.97782515	-80.14194835	-120.1197735	Time Insurance Company	FL	76121282.95	35074237.06	-112612.6	778753	2514	316317240	490160774	406.1842972	629.4175098	45.03897521	-223.2332126														1
93332	"Humana Employers Health Plan of Georgia, Inc."	GA	194926953.8	64808.72	-6158.42	2871577	1208242	816862196.8	1037291728	284.4646676	361.227203	0.022569034	-76.7399664	-76.76253543	"Humana Employers Health Plan of Georgia, Inc."	GA	213566269.9	68541368.02	-2579052.1	3442073	1307376	1157687890	1574761849	336.3344967	457.503908	19.9128165	-121.1694113	"Humana Employers Health Plan of Georgia, Inc."	GA	91484441.32	143941804.7	-6580193.74	2245359	1059874	895686097.9	1304791602	398.9055193	581.1060067	64.10636549	-182.2004874	0
10207	"CareFirst BlueChoice, Inc."	VA	11321522.36	-6283212.33	-4403583.34	258022	398671	73447699.25	70625508.48	284.6567318	273.7189406	-24.35145968	-13.41366845	10.93779123	"CareFirst Blue Choice, Inc."	VA	9093733.33	-4690047.91	-4863412.73	291585	450153	88246618.16	84564349.17	302.6445742	290.016116	-16.08466797	12.62845822	CareFirst BlueChoice	VA	3834092.16	-2023576.08	-4478166.05	215594	461822	72803015	76863811.74	337.6857195	356.5211079	-9.386050076	-18.83538846	0
72547	Aetna Life Insurance Company	IL	917024.2	125878.03	-719734.14	91336	262696	26015250.74	22909464.09	284.8301955	250.826225	1.378186367	35.38215687	34.0039705	Aetna Life Insurance Company	IL	814606.14	-670691.43	-1111838.73	36698	185509	12785277.03	10256028.67	348.391657	279.4710521	-18.27596681	68.92060494	Aetna Life Insurance Company	IL	2158123.97	-7044744.34	1102953.11	133414	151583	51205144.74	44699309.22	383.8063827	335.0421187	-52.80363635	48.76426402	0
67183	"Total Health Care USA, Inc."	MI	2025795.65	-1099668.46	-1225249.24	118609	96901	33847648	26440698	285.3716666	222.9232014	-9.271374516	53.1770906	62.44846512	"Total Health Care USA, Inc."	MI	1534183.55	1882988.25	192637.06	108034	93468	32834737	28529176	303.929661	264.075902	17.4295893	39.853759	Total Health Care	MI	473367.52	2404013.29	911860.92	66614	81384	20781599	22173053.56	311.9704416	332.8587618	36.08870943	-20.88832017	0
32753	Healthy Alliance Life Co(Anthem BCBS)	MO	31718277.28	-5335441.08	-3154909.68	1207878	1313809	344950109.3	306199466.2	285.5835683	253.5019813	-4.417201969	27.66438499	32.08158696	Healthy Alliance Life Co(Anthem BCBS)	MO	19470609.22	7298221.08	5340341.52	1037701	1093732	337688912.1	277405688.6	325.4202435	267.3271863	7.033067406	58.09305715	Healthy Alliance Life Co(Anthem BCBS)	MO	13135205.16	-2324559.37	2366744.33	1093488	1008598	406461787.7	332851974.2	371.7112467	304.3947206	-2.125820649	67.31652611	0
49046	"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc."	GA	34663581.85	-3958982.3	2304375.99	1094274	1401272	313627768	267903151	286.608078	244.8227327	-3.617907672	38.16743768	41.78534535	"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc."	GA	31999615.68	-15389290.74	2806937.56	1329937	1292437	388444221.1	358677256.3	292.0771594	269.6949226	-11.57144341	22.38223675	"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc."	GA	31779370.22	-26403372.35	1830323.65	1510064	688675	551320906.2	520906806.4	365.0977086	344.9567743	-17.48493597	20.14093429	0
56707	Providence Health Plan	OR	8094883.08	2963920.51	1673687.32	143417	330768	41152791	46363481	286.9449995	323.2774427	20.66645175	-15.66599141	-36.33244316	Providence Health Plan	OR	9861302.28	-4161991.69	3092137.34	332567	339014	88766690.5	103343329	266.9137061	310.7443883	-12.51474647	-43.83068224	Providence Health Plan	OR	20220108.78	-36194842.92	-5563412.11	1217857	599682	399049035	440670296.7	327.6649352	361.8407553	-29.72010911	-34.17582007	0
59977	John Alden Life Insurance Company	NC	0	-115565.12	-40668.98	5325	4125	1528569	870690	287.0552113	163.5098592	-21.70236995	101.8429822	123.5453521	John Alden Life Insurance Company	NC	0	-138633.22	-11962.08	3338	1894	1007779	550467	301.9110246	164.9092271	-41.53182145	137.0017975														1
59765	BridgeSpan Health Company	ID	712878.62	574321.44		4960		1425086	2866986	287.3157258	578.021371	115.7906129	-174.9150323	-290.7056452	BridgeSpan Health Company	ID	724349.19	-37955.58		11749		3156976	5057888	268.7016767	430.4951911	-3.230537067	-161.7935143	BridgeSpan Health Company (ID)	ID	1020878.6	-6574515.53		86364		26986002	25756225	312.4681812	298.228718	-76.12564877	14.2394632	0
57451	"Coventry Health Care of Florida, Inc."	FL	63556095.78	-160958367.1	90797.9	2194518	229598	632137574.4	505332831.5	288.0530369	230.2705339	-73.34565818	-15.56315519	57.78250299	"Coventry Health Care of Florida, Inc."	FL	56919893.68	-110567546	973155.25	2827355	128894	798433547.1	727386476.9	282.3959309	257.2674733	-39.10635417	25.12845759	"Coventry Health Care of Florida, Inc."	FL	28788522.6	-112203006.2	-13019.42	2554014	66394	866170700	721852379.9	339.1409366	282.6344648	-43.93202473	56.50647181	0
46944	Blue Cross and Blue Shield of Alabama	AL	97314734.65	993113.39	1551403.36	2190059	3172685	631740397	695885393	288.4581635	317.7473269	0.453464217	-28.83569922	-29.28916344	Blue Cross and Blue Shield of Alabama	AL	96845673.52	13434646.95	1891994.1	2535110	2748598	803165836	1033752425	316.8169571	407.7741893	5.299433535	-90.95723223	Blue Cross and Blue Shield of Alabama	AL	48065429.7	24939398.79	2294842.22	2156818	2537700	846364917	973600832	392.4136932	451.406114	11.56305205	-58.99242078	0
91842	Time Insurance Company	IN	15491452.97	8505433.96	-90416.73	176875	36418	51102791	69262776	288.9203731	391.5916664	48.08725914	-54.58403416	-102.6712933	Time Insurance Company	IN	12099166.58	15394607.15	472972.29	150303	20912	55542965	84176799	369.5399626	560.0473643	102.4238182	-190.5074017														1
66946	Aetna Life Insurance Company	OK	146161.64	178252.53	-174947.03	19077	123106	5513790.47	7573350.23	289.0281737	396.9885323	9.343844944	-98.61651356	-107.9603585	Aetna Life Insurance Company	OK	0	-37821.69	65348.5	4047	75066	1238526.13	903335.91	306.035614	223.2112454	-9.345611564	82.82436867	Aetna Life Insurance Company	OK			341655.17	573	58399	274228.72	262485.1	478.5841536	458.0891798		20.49497382	1
67129	Aetna Life Insurance Company	OH	753385.3	-225186.77	-593316.79	76066	45162	21993243.17	18301411.54	289.1336888	240.5991053	-2.960412931	45.57417059	48.53458352	Aetna Life Insurance Company	OH	6603468.9	-16376734.46	-481369.85	260828	68312	93890790.37	70425596.8	359.972052	270.007809	-62.78748624	89.96424299	Aetna Life Insurance Company	OH	3316193.33	-13600470.61	-468332.98	213297	132006	78325737.4	55555485.78	367.2144353	260.4606993	-63.76306563	106.753736	0
71281	Regence BlueCross BlueShield Of Oregon	WA	3168816.2	1956765.45	-175111.08	39006	21425	11282241	18378882	289.2437317	471.1808952	50.16575527	-131.7714082	-181.9371635	Regence BlueCross BlueShield Of Oregon	WA	2905564.38	1286238.74	821632.25	52337	11196	15966797	20919459	305.076657	399.7068804	24.57608843	-94.63022336	Regence BlueCross BlueShield Of Oregon(Clark County)	WA	996467.25	1808456.1	326963.22	58273	19936	21293460	20013979	365.4086798	343.4520104	31.0342028	21.95666947	0
15560	Blue Cross Blue Shield of Michigan Mutual Insurance Company	MI	104173592.8	67492960.02	13529304.35	2056894	2504910	595126565.1	647127004.9	289.332637	314.6136869	32.81304725	7.53199738	-25.28104987	Blue Cross Blue Shield of Michigan Mutual Insurance Company	MI	79301872.92	84043000.54	11876518.15	1553522	2089156	627863417.5	680168155.8	404.1548285	437.8233175	54.09836522	-33.66848896	Blue Cross Blue Shield of Michigan Mutual Insurance Company	MI	45860204.98	117279775.3	27642465.18	1363121	2130923	609751133.1	678988028.2	447.319888	498.1128074	86.03768506	-50.79291941	0
40788	Scott and White Health Plan	TX	1443594.34	1029126.45	-1609323.38	29650	246275	8581439	11188278.01	289.4245868	377.3449582	34.70915514	-53.21121619	-87.92037133	Scott and White Health Plan	TX	6991418.55	-13412865.64	-4512866.63	254595	251093	78083137	92377528.02	306.695485	362.8410928	-52.68314633	-56.14560781	Scott and White Health Plan	TX	3121959.08	4400630.58	-14473480.33	103181	242826	19611642	57707747.49	190.0702843	559.2865691	42.64962135	-369.2162849	0
35992	Time Insurance Company	WV	48505.44	-57844.83	-59979.36	10232	2207	2979189	1941942	291.1638976	189.7910477	-5.653325841	95.71952406	101.3728499	Time Insurance Company	WV	431491.97	382756.67	-39194.65	5818	345	2422025	2676648	416.2985562	460.063252	65.78835854	-43.76469577														1
18126	MOLINA HEALTHCARE OF CALIFORNIA	CA	950343.48	-9072047.23		71865		20990525	8163374	292.0827246	113.5931817	-126.237351	52.2521919	178.4895429	Molina Healthcare of California	CA	1230390.91	-25983024.62		199582		60304876	28198872	302.1558858	141.2896554	-130.1872144	160.8662304	Molina Healthcare of California	CA	3087612.7	-106521339.3		792947		247229762	108535836	311.7859857	136.8765327	-134.336014	174.909453	0
