,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
168,27990,Aetna Life Insurance Company,NV,626982.29,-401883.36,-1140094.88,54879,154116,13597160.88,10124188.23,247.7661925,184.4820101,-7.32308096,63.28418247,Aetna Life Insurance Company,NV,1532987.48,-7118682.16,672487.49,69307,110659,21101584.96,14683496.19,304.4654214,211.8616617,-102.7123113,92.60375965,Aetna Life Insurance Company,NV,1381959.06,-4923899.31,2003327.8,75300,105348,27246865.02,22211052.61,361.844157,294.9674981,-65.39042908,66.87665883
171,25896,Wellmark Health Plan of Iowa,IA,782563.16,-2547979.51,501033.39,81794,227104,14314445,11937232,175.0060518,145.9426364,-31.15117869,29.06341541,Wellmark Health Plan of Iowa,IA,1964191.81,-4391485.66,-1170299.82,121898,253629,25305558,32017398,207.5961706,262.6572872,-36.02590412,-55.06111667,"Wellmark Health Plan of Iowa, Inc",IA,809644.81,-5781185.31,-3821568.7,118692,292119,35006962,27118538,294.9395241,228.4782294,-48.70745552,66.46129478
172,98809,UnitedHealthcare Insurance Company,TX,,,-3289829.48,25481,2647537,14554421.32,12367212.22,571.1872109,485.3503481,,85.83686276,United Healthcare Insurance Company,TX,,,896126.05,20042,2517196,11455459.35,10559244.15,571.5726649,526.8558103,,44.71685461,UnitedHealthcare Insurance Company,TX,,,-5071765.69,19975,2719218,11403154.84,10237930.92,570.8713312,512.5372175,,58.33411364
174,52697,"Molina Healthcare of Wisconsin, Inc.",WI,3441997.05,4461487.73,,33299,,15462249,20675214,464.3457461,620.8959428,133.982634,-156.5501967,"Molina Healthcare of Wisconsin, Inc.",WI,13401718.71,-4595003.52,,281235,,110447203,132747617,392.7221114,472.0167013,-16.33866169,-79.29458993,"Molina Healthcare of Wisconsin, Inc.",WI,14529909.42,-20854745.86,,708187,,278013094,309518181,392.5701743,437.0571346,-29.44807778,-44.48696036
175,62210,"South Dakota State Medical Holding Company, Inc.",SD,251215.94,112428.12,-2099623.45,56085,142243,15590124,12717543,277.9731479,226.7548007,2.0046023,51.21834715,DAKOTACARE,SD,9167019.56,-2809177.34,-1242844.35,154506,141466,45750926,72189787,296.1109989,467.2296675,-18.18167152,-171.1186685,"South Dakota State Medical Holding Company, Inc.",SD,258116.34,30568.28,-1768952.72,26411,120290,9003556,8825749,340.9017455,334.169437,1.157407141,6.732308508
176,69364,Asuris Northwest Health,WA,4356897.34,1425226.46,2090209.09,46293,112860,15696661,16360933,339.0720195,353.4213164,30.78708358,-14.34929687,Asuris Northwest Health,WA,2095416.08,1091276.01,4486607.33,35287,55190,12501291,13278499,354.2746904,376.3000255,30.92572364,-22.02533511,Asuris Northwest Health,WA,673612.99,-208979.24,2625859.5,34440,54633,12961373,11787125,376.3464866,342.2510163,-6.067922184,34.09547038
177,10191,"Freelancers CO-OP of New Jersey, Inc.",NJ,5827111.77,9029800.73,-615255.45,32684,3224,16019597,25023388,490.1357545,765.6158365,276.275876,-275.480082,"Freelancers CO-OP of New Jersey, Inc.",NJ,25518743.04,-38582686.31,-7735504.78,563748,55523,216153196,210816361,383.4216636,373.9549604,-68.43959767,9.466703208,Freelancers CO-OP of New Jersey,NJ,15360457.2,13846054.57,-7147951.36,299362,103446,128580316,201954105.8,429.5144875,674.615034,46.25187756,-245.1005465
178,77150,"Health First Insurance, Inc.",FL,1475534.84,-723613.84,-391901.29,44014,8198,16295450.67,16609133.14,370.2333501,377.3602295,-16.44053801,-7.126879402,"Health First Insurance, Inc.",FL,649761.09,700760.1,-210737.71,18268,6960,7453747,7254775.728,408.0220604,397.1302676,38.3599792,10.89179286,Health First Insurance,FL,0,,-315764.28,3307,5052,841052.42,544300.5391,254.3248927,164.5904261,,89.73446656
179,35670,Coventry Health & Life Co.,IL,2168704.98,-2604833.08,-400513.48,64001,98945,16645122,13080518.26,260.0759676,204.3799044,-40.69988094,55.69606319,Coventry Health & Life Co.,IL,1886166.5,-644379.33,458501.8,80734,83079,21936657.94,17308858.94,271.715237,214.3936748,-7.981511259,57.32156217,Coventry Health and Life,IL,2361904.97,2420350.88,359296.65,133442,64984,48085206.12,43289792.82,360.3453644,324.4090528,18.13784925,35.93631166
180,18029,Independent Health Benefits Corporation,NY,2847602.18,6203465.48,4211250.12,37626,482984,16703292,18421973,443.9295168,489.607532,164.871777,-45.6780152,Independent Health Benefits Corporation,NY,2216885.52,7655906.8,7032740.32,45191,414772,19640713,23502144,434.6155872,520.0624903,169.4122015,-85.44690314,Independent Health Benefits Corporation,NY,1614058.33,9237924.35,5830441.45,63567,484065,23367811,33489709,367.6091525,526.8411125,145.3257878,-159.23196
182,47342,Health Tradition Health Plan,WI,4487321.8,-626288.42,-69764.62,37196,26371,17100722,20523312,459.746263,551.7612647,-16.8375207,-92.01500161,Health Tradition Health Plan,WI,5973322.11,-4413566.24,-781266.69,69211,44324,33123546,29973645.85,478.5878834,433.0763296,-63.76972215,45.5115538,Health Tradition Health Plan,WI,4888872.45,-12163004.94,-2172128.98,115691,34451,54044384,38787697,467.1442377,335.2697876,-105.1335449,131.87445
183,81068,Aetna Life Insurance Company,MI,379492.96,-299479.55,,72567,4575,17555621.12,13181088.99,241.9229281,181.6402633,-4.126938553,60.28266471,Aetna Life Insurance Company,MI,613608.61,-1395523.24,,29548,5359,9219535.85,7865754.38,312.0189471,266.2025985,-47.22902531,45.81634865,Aetna Life Insurance Company,MI,526251.2,-1407174.88,,24391,4760,8459027.85,7486055.48,346.8093908,306.9187602,-57.69238162,39.89063056
185,93689,Western Health Advantage,CA,5847162.74,2576272.04,884571.67,40958,344213,17648512.71,23285629.43,430.892932,568.5245722,62.90033791,-137.6316402,Western Health Advantage,CA,6089256.83,-1713529.97,3553914.02,82544,352835,36465371.67,35046006.27,441.768895,424.5736367,-20.75898878,17.19525829,Western Health Advantage,CA,3454688.21,-4446832.83,2191329,114249,386159,52425442,47458058.03,458.8700295,415.3914523,-38.92229105,43.47857723
188,56503,"Florida Health Care Plan, Inc.",FL,3957217.77,4718787.44,-69476.1,43790,63494,18256065.08,22655624.43,416.9003215,517.3698203,107.7594757,-100.4694987,"Florida Health Care Plan, Inc.",FL,2186051.19,2314125.36,528571.04,37045,59053,18538858.37,20950336.53,500.4415811,565.5374957,62.46795411,-65.0959147,"Florida Health Care Plan, Inc",FL,3533832.47,-11167504.61,-790753.33,219946,56243,86352286.73,77817714.88,392.6067613,353.8037286,-50.77384726,38.80303279
191,62294,Humana Insurance Company,MI,698246.11,884115.01,-107913.09,101756,81670,18662585.78,14364555.98,183.4052614,141.166673,8.688578659,42.23858839,Humana Insurance Company,MI,1227648.12,-356523.02,-541342.84,33385,62952,10083892.39,6049813.101,302.0485964,181.2135121,-10.67913794,120.8350843,Humana Insurance Company,MI,597264.23,282976.78,-442791.4,28784,52331,9148102.29,9004530.18,317.8190067,312.831093,9.83104433,4.987913772
192,60597,PacificSource Health Plans,ID,2266284.66,663249.2,-228325.54,92174,72031,18851283,19724797.9,204.5184434,213.995247,7.195621325,-9.476803654,Pacific Source Health Plans,ID,807479.44,600458.28,-80877.14,34541,21577,7143434,8342078.867,206.8102834,241.5123727,17.38392866,-34.70208931,PacificSource Health Plans,ID,38751.09,303111.16,-116759.35,26839,14107,5969401,5955373.513,222.4151794,221.8925263,11.29368307,0.522653117
193,44580,Humana Insurance Company,AL,3343273.21,-983926.61,,71319,21,18905173.34,20499199.8,265.079058,287.4297144,-13.79613581,-22.35065635,Humana Insurance Company,AL,4108536.1,-3473430.83,,80011,,26352276.29,29268855.53,329.3581669,365.8103952,-43.41191624,-36.45222832,Humana Insurance Company,AL,2298478.1,-13518890.18,,174907,,63005698.43,59951019.03,360.2239958,342.7594037,-77.29187614,17.46459204
194,92036,HealthSpan,OH,2399677.86,-4194646.37,-11076.66,47842,499,19096941,18659412,399.1668618,390.021571,-87.67706973,9.145290749,Health Span,OH,4160340.95,-6743522.63,-471429.58,107468,14217,37917125.09,39362987.49,352.8224689,366.2763566,-62.74912188,-13.45388767,HealthSpan Incorporated,OH,950538.26,1093298.18,-971964.91,29277,7400,13289139.06,15290479.52,453.9105462,522.2693418,37.34324487,-68.35879564
196,96384,Cox Health Systems Insurance Company,MO,1265068.01,-173675.23,-164283.18,101891,22942,19336149,18647400,189.7728847,183.01322,-1.70451983,6.75966474,Cox Health Systems Insurance Company,MO,1954932.69,-1884389.93,-1229766.58,120726,31560,26708066,24317228.3,221.2287825,201.4249482,-15.60881608,19.8038343,Cox HealthPlans,MO,1399376.4,-3684258.43,-1394119.54,132265,40377,32195573,32947426,243.4171776,249.1016217,-27.85512743,-5.684444108
197,31195,Sanford Health Plan,SD,2844814.58,-802074.46,26954.59,62624,24326,19477603,21757491.62,311.0245752,347.4305637,-12.80778072,-36.40598844,Sanford Health Plan,SD,1912816.62,201919.38,225580.45,53788,30143,13453355,22994377,250.118149,427.5001301,3.753985647,-177.3819811,Sanford Health Plan,SD,2965610.59,-4227905.42,820064.68,132796,28365,47980740.1,59205118.65,361.3116366,445.8351053,-31.83759616,-84.5234687
200,40064,HealthNow New York,NY,0,-9077.56,-54673.38,48638,588220,20517394.2,22887793,421.8387722,470.574304,-0.186635141,-48.73553189,HealthNow New York,NY,0,3626.81,-68200.88,85075,609043,32826816.86,41373492.31,385.857383,486.3178644,0.042630738,-100.4604813,HealthNow New York,NY,0,-1918.83,36631.06,102653,906661,39353360.49,56121897.86,383.3629849,546.7146392,-0.018692391,-163.3516543
203,40733,Aetna Life Insurance Company,CA,,,-1519853.96,63292,796551,20902313.32,13984397.1,330.252059,220.9504693,,109.3015898,Aetna Life Insurance Company,CA,,,26507101.9,15408,633699,7411703.35,5604240.79,481.0295528,363.7227927,,117.3067601,Aetna Life Insurance Company,CA,,,22400144.48,7162,596237,3745286.25,1882111.11,522.9385996,262.7912748,,260.1473248
204,16698,Prominence HealthFirst,NV,3231609.73,542628,-844787.93,41120,83744,20905855,20058272,508.4108706,487.7984436,13.19620623,20.61242704,Prominence Health First,NV,2492308.28,3206374.59,-1767200.16,40064,68033,17990277,20894048.56,449.0384635,521.5167871,80.03131465,-72.47832368,Prominence HealthFirst,NV,2283593.67,-1517979.46,-2389813.59,113507,119288,45301684,38199147.38,399.1091651,336.5356091,-13.37344358,62.57355599
205,18126,MOLINA HEALTHCARE OF CALIFORNIA,CA,950343.48,-9072047.23,,71865,,20990525,8163374,292.0827246,113.5931817,-126.237351,178.4895429,Molina Healthcare of California,CA,1230390.91,-25983024.62,,199582,,60304876,28198872,302.1558858,141.2896554,-130.1872144,160.8662304,Molina Healthcare of California,CA,3087612.7,-106521339.3,,792947,,247229762,108535836,311.7859857,136.8765327,-134.336014,174.909453
206,57845,Medica Health Plans of Wisconsin,WI,2862374.5,-2323453.55,,33965,,21219228.85,14752671.73,624.7380789,434.3492339,-68.40728839,190.388845,Medica Health Plans of Wisconsin,WI,5114750.87,-2183267.46,,76759,,38717010.52,35813462.65,504.3970156,466.5702087,-28.44314621,37.82680689,Medica Health Plans of Wisconsin,WI,2876225.47,-4884013.82,,100534,,56389098.33,47160600.06,560.8957997,469.1010013,-48.58071717,91.79479848
207,37651,Health Alliance Plan (HAP),MI,5921541.69,5267035.16,-59049.89,50283,193568,21341078,26220361,424.4193465,521.4557803,104.7478305,-97.03643378,Health Alliance Plan (HAP),MI,3485778.72,3869249.1,-1604360.74,94081,202285,35127892,33194265,373.379237,352.8264474,41.12678543,20.55278962,Health Alliance Plan of Michigan,MI,1323374.09,-3617941.82,-1055785.01,150442,199634,47954634,37425734,318.7582856,248.7718456,-24.04874849,69.98643996
208,94788,CDPHP,NY,5393821.37,8365330.23,5699384.43,45111,125199,21946640,28267684,486.5030702,626.6250804,185.4388116,-140.1220102,CDPHP,NY,3850329.69,8189242.42,3397548.58,53205,83602,26813056,33639246,503.9574476,632.2572315,153.9186622,-128.2997839,"Capital District Physicians' Health Plan, Inc.",NY,2063700.29,7154086.73,-1856645.22,56589,35612,28776102.84,35336606.36,508.5105381,624.4430253,126.4218617,-115.9324872
209,67129,Aetna Life Insurance Company,OH,753385.3,-225186.77,-593316.79,76066,45162,21993243.17,18301411.54,289.1336888,240.5991053,-2.960412931,48.53458352,Aetna Life Insurance Company,OH,6603468.9,-16376734.46,-481369.85,260828,68312,93890790.37,70425596.8,359.972052,270.007809,-62.78748624,89.96424299,Aetna Life Insurance Company,OH,3316193.33,-13600470.61,-468332.98,213297,132006,78325737.4,55555485.78,367.2144353,260.4606993,-63.76306563,106.753736
210,90028,BCBS of Wisconsin(Anthem BCBS),WI,,,-33656.01,57887,24396,22134036,20067780.16,382.3662653,346.6716216,,35.6946437,BCBS of Wisconsin(Anthem BCBS),WI,,,-163325.2,34379,33265,15798432,9261911.26,459.5372757,269.4060694,,190.1312063,BCBS of Wisconsin(Anthem BCBS),WI,,,198402.12,22406,7927,11793485.08,8641799.62,526.353882,385.6913157,,140.6625663
211,91058,"Gundersen Health Plan, Inc.",WI,5727641.4,417451.12,-2319871.19,43139,81062,22631274.92,26227200.12,524.6128774,607.9695895,9.67688449,-83.35671202,"Gundersen Health Plan, Inc.",WI,5246929.26,-855334.89,-6517699.11,55370,62022,29584232.87,34509322.89,534.3007562,623.2494652,-15.44762308,-88.94870905,"Gundersen Health Plan, Inc.",WI,2265146.81,1397440.88,-4956513.34,46899,61486,27745515.97,34016030.85,591.6014408,725.3039692,29.79681614,-133.7025284
212,86052,"CareFirst BlueChoice, Inc.",DC,1900356.26,-1007058.65,-6732251.48,85443,411734,22644314.97,22846546.22,265.0224708,267.3893265,-11.78632129,-2.366855682,"CareFirst Blue Choice, Inc.",DC,3021555.65,-1630614.05,-10757047.29,110036,440289,33188114.25,30505235.97,301.6114204,277.2295973,-14.81891426,24.38182304,CareFirst BlueChoice,DC,1167287.99,-7984910.32,-12225393.95,110621,447410,27910624.1,26359366.05,252.3085499,238.2853712,-72.18259029,14.02317869
214,52664,"Summa Insurance Company, Inc.",OH,4527307.52,-360679.09,1182289.72,71873,419640,23175839,22986321,322.4554283,319.8185828,-5.0182835,2.636845547,"Summa Insurance Company, Inc.",OH,2387747.27,35681.99,2820322.62,53021,375458,20259503,20052655,382.1033741,378.2021275,0.672978443,3.901246676,"Summa Insurance Company, Inc.",OH,2018197.77,241239.17,1457619.05,52250,310061,20264605,22509348,387.8393301,430.8009187,4.617017608,-42.96158852
215,63312,Colorado Choice Health Plans,CO,6252605.7,-4578461.04,-534596.16,63856,32144,23273256,29458165,364.4646705,461.3218022,-71.69977825,-96.85713167,Colorado Choice Health Plans,CO,4665826.16,1562462.46,-1750013.59,65551,29964,24627126,29021855,375.6941313,442.7370292,23.83582951,-67.0428979,Colorado Choice Health Plans,CO,3886517.25,-2794252.54,28711.53,151321,40243,63697696,58699592,420.9441915,387.9143807,-18.46572875,33.0298108
217,56764,"Humana Medical Plan of Utah, Inc.",UT,3555669.52,-9861880.07,,119232,,23750751.72,24774017.66,199.1977969,207.7799388,-82.71168872,-8.582141875,"Humana Medical Plan of Utah, Inc.",UT,2401586.97,-12348265.88,,150566,,32572721,25970854,216.3351686,172.4881713,-82.01231274,43.84699733,"Humana Medical Plan of Utah, Inc.",UT,521649.44,-5105680.26,,75653,,19984930.07,16416733.2,264.1657313,217.0004256,-67.48814006,47.16530567
218,93091,New Mexico Health Connections,NM,3178238.43,-4834621.72,-1832176.28,72246,22648,24015570,20102873,332.4138361,278.2558619,-66.91888437,54.15797414,New Mexico Health Connections,NM,5515873.35,-11035028.09,-3534467.65,237567,107378,63129854,64799269,265.7349464,272.7620798,-46.45017233,-7.027133398,New Mexico Health Connections,NM,3009737.98,-3779277.3,-5084621.64,295687,172372,87331622,87114965.56,295.3515779,294.6188556,-12.78134412,0.732722237
219,60156,"HMO Colorado, Inc., dba HMO Nevada",NV,4285648.85,-4049114.37,-140898.78,72009,6337,24105673.82,18526521.51,334.7591804,257.2806387,-56.23067075,77.47854171,HMO Colorado Inc. dba HMO NV(Anthem BCBS),NV,5077744.17,-8860894.35,-27406,163550,2284,52492039.02,39126115.86,320.9540753,239.2303018,-54.17850413,81.72377352,HMO Colorado Inc(Anthem BCBS),NV,2165656.09,-491903.28,-178229.69,104620,3458,37744931.8,31022210.14,360.7812254,296.5227503,-4.701809214,64.25847505
220,45127,Capital Advantage Assurance Company,PA,276428.37,395776.73,5977678.07,112518,1178312,24451444,15627145,217.3113991,138.8857338,3.517452585,78.42566523,Capital Advantage Assurance Company,PA,4546704.54,6863660.42,-3297707.87,116325,1002856,35385364,44730192,304.1939738,384.5277627,59.00417296,-80.33378895,Capital Advantage Assurance Company,PA,13180606.35,13226705.35,-6125098.38,441483,722751,185914936,217985745,421.1145978,493.757959,29.95971612,-72.64336113
221,23371,Kaiser Foundation Healthplan of the NW,WA,2684599.56,2144483.77,294987.75,61981,105858,24686911,20741164,398.2980429,334.6374534,34.59905084,63.66058954,Kaiser Foundation Healthplan of the NW,WA,2087506.13,1500350.01,465626.66,61548,91245,25264201,23545272,410.4796419,382.5513745,24.37690924,27.92826737,Kaiser Foundation Health Plan of the Northwest,WA,1194007.04,-5128307.73,773316.38,124731,87527,43127168,40676281,345.7614226,326.1120411,-41.11494119,19.64938147
225,72547,Aetna Life Insurance Company,IL,917024.2,125878.03,-719734.14,91336,262696,26015250.74,22909464.09,284.8301955,250.826225,1.378186367,34.0039705,Aetna Life Insurance Company,IL,814606.14,-670691.43,-1111838.73,36698,185509,12785277.03,10256028.67,348.391657,279.4710521,-18.27596681,68.92060494,Aetna Life Insurance Company,IL,2158123.97,-7044744.34,1102953.11,133414,151583,51205144.74,44699309.22,383.8063827,335.0421187,-52.80363635,48.76426402
226,23603,PacificSource Health Plans,MT,6099996.76,506533.42,285047.68,92912,143109,26110449,35304377.4,281.0234308,379.976509,5.451754563,-98.95307818,Pacific Source Health Plans,MT,7013675.92,-805324.98,-1744039.87,122296,109024,36162384,52480931.91,295.6955583,429.1304042,-6.585047589,-133.4348459,PacificSource Health Plans,MT,3495987.92,4481331.95,30184.01,94536,87348,38051414.26,56105698.15,402.5071323,593.485002,47.40344366,-190.9778697
227,67577,Alliance Health and Life Insurance Company,MI,2529564.79,1895578.59,-181245.97,113796,131419,26377099,24127739,231.7928486,212.0262487,16.65769087,19.76659988,Alliance Health and Life Insurance Company,MI,2909573.77,4463306.2,-282556.4,118357,166084,35855316,35364842,302.942082,298.7980601,37.71053846,4.1440219,Alliance Health & Life Insurance Co,MI,3461031.71,2973919.75,-1080248.95,198382,186023,63975333,64695568,322.4855733,326.1161194,14.99087493,-3.630546118
228,38949,Keystone Health Plan West,PA,304443.33,223700.41,-59934.41,68099,1498,26891563,27681855,394.8892495,406.4942951,3.284929441,-11.6050456,Keystone Health Plan West,PA,81947.41,63115.8,-7980.98,43144,1240,18231157,17352915,422.565293,402.2092296,1.462910254,20.35606342,Keystone Health Plan West,PA,0,232540.31,-18946.25,29592,126,14384084,12302391,486.0801568,415.733678,7.858215396,70.34647878
229,81941,Aetna Health Inc. (a LA corp.),LA,1125984.52,-2764603.7,-120226.85,149620,85123,27002700,25513962.18,180.4752038,170.5250781,-18.477501,9.950125785,"Coventry Health Care of Louisiana, Inc.",LA,1301311.45,-9447131.62,-727200.2,78262,53216,19409194.68,12798652.92,248.0027942,163.5359807,-120.7116049,84.46681352,Aetna Health Inc. (a LA corp.),LA,664684.81,-6121430.71,-644489.03,51289,29833,17194438.38,9795494.66,335.2461226,190.9862672,-119.3517267,144.2598553
230,28162,AultCare Insurance Company,OH,3286427.05,-174769.08,382.29,96734,305433,27420415,25291402.49,283.4620196,261.4530826,-1.806697542,22.00893698,AultCare Insurance Company,OH,2358684.92,-246739.17,-514739.16,94212,301024,31591227.41,26237396.03,335.3206323,278.4931434,-2.618978156,56.82748885,AultCare Insurance Company,OH,1136982.67,-1545137.86,79069.87,95298,272863,36399127,29085428,381.9505866,305.20502,-16.21374908,76.74556654
231,38927,Aetna Health of Utah Inc.,UT,3138343.27,-1640855.99,347136.03,142404,419799,27872977.89,26503726.2,195.7317062,186.1164448,-11.52254143,9.615261439,Altius Health Plans Inc.,UT,2271988.13,-3519378.66,-991146.89,131934,275220,28394641.19,27965900.91,215.2185274,211.9688701,-26.67529719,3.249657253,Altius Health Plans Inc.,UT,633404.46,-2076263.76,-1421968.44,49789,140672,13206793.47,12018181.51,265.2552465,241.3822634,-41.70125449,23.87298319
232,20126,HealthSpan Integrated Care,OH,2879588.73,-9566203.9,-3621911.77,90538,122878,28554723,27408056,315.3893724,302.7243367,-105.6595452,12.66503568,HealthSpan Integrated Care,OH,3299755.23,-4273438.02,-6425628.16,74581,57189,26936545.8,29106547.01,361.1716898,390.2675884,-57.29928561,-29.09589855,HealthSpan Integrated Care,OH,1402007.29,431007.37,-4189027.32,28541,25223,10983572,13767889.42,384.8348691,482.3898749,15.10134088,-97.55500578
233,17341,UnitedHealthcare Life Insurance Company,FL,7942642.06,6516021.26,,63489,,28607461.86,41159963.06,450.5892652,648.3006987,102.6322869,-197.7114335,United Healthcare Life Insurance Company,FL,14736590.26,10189460.6,,197146,,81792203.05,116989596.1,414.8813724,593.4160272,51.68484575,-178.5346548,UnitedHealthcare Life Insurance Company,FL,6190397.67,3944039.65,,141757,,69928875.78,82290333.81,493.3010418,580.5027886,27.82253892,-87.20174686
234,19898,"AvMed, Inc.",FL,1841557.61,1215541.75,-3118661.5,114237,380802,28608236,23869035,250.4288103,208.9431183,10.64052584,41.48569203,"AvMed, Inc.",FL,3804584.76,-148477.46,-3997943.28,168528,434149,55062372,50135453,326.7253631,297.4903458,-0.881025468,29.23501733,"AvMed, Inc",FL,4504028.34,-5705014.67,-7819786.24,345768,568661,127267834,123194512,368.0729102,356.2924042,-16.49954498,11.780506
235,29698,Priority Health,MI,4982858.59,1058987.28,-1528301.43,69861,931577,28906595,33191899,413.7729921,475.1134252,15.15849014,-61.34043315,Priority Health,MI,14187510.7,-27447894.51,-2734798.34,497784,926042,171533872,159298734,344.594989,320.0157779,-55.14017025,24.57921106,Priority Health,MI,14623284.2,-34476293.74,-2495450.95,934102,935416,328338278,317862401,351.5015255,340.2866079,-36.90848937,11.21491764
236,49375,Cigna Health and Life Insurance Company,CO,10847936.42,10208969.51,,73019,3932,29192161,43386898,399.7885619,594.1864172,139.8125078,-194.3978554,Cigna Health and Life Insurance Company,CO,6431729.43,10417522.17,,90880,2771,35996954,46141581,396.0932438,507.7198614,114.6294253,-111.6266175,Cigna Health and Life Insurance Company,CO,6707081.89,1238103.55,,336710,1581,115375928,117857758,342.6566719,350.0274955,3.677062012,-7.370823557
237,91237,"Healthfirst PHSP, Inc.",NY,4031460.89,-2649557.85,,66274,,29370655,29002425,443.1700969,437.613921,-39.97884314,5.556175876,"Healthfirst PHSP, Inc.",NY,6632379.19,-48556174.15,,401015,,161272546.6,107590270.4,402.1608833,268.2948777,-121.0831868,133.8660055,Healthfirst PHSP Inc.,NY,2161266.62,-15553342.32,,189265,,71467522,55171149,377.60559,291.5021214,-82.17759396,86.10346868
238,65598,Coventry Health Care Of Kansas Inc,KS,6787834.35,-5910292.03,-713955.94,124536,142891,29541695.56,37457719.59,237.2141032,300.7782456,-47.4585022,-63.56414234,Coventry Health Care Of Kansas Inc.,KS,6205764.17,-1458451.11,-413025.79,165451,80281,45094200.14,55453253.69,272.5532039,335.1642099,-8.815003294,-62.61100598,Coventry Health Care,KS,525206.15,-2303279.85,-618249.46,34703,42190,9963149.44,10049247.84,287.0976411,289.5786485,-66.37120278,-2.481007406
239,83761,Alliant Health Plans,GA,7265449.74,2745962.25,-1464662.42,68272,87967,29758360,37314070,435.8794235,546.550123,40.22091414,-110.6706996,Alliant Health Plans,GA,10071727.5,4679043.57,22552.36,151336,65417,55822683.76,78554433,368.8658598,519.0730097,30.9182453,-150.2071499,Alliant Health Plans,GA,4838655.1,6096822.55,-246485.61,126994,46729,57371368.64,71751937.82,451.7644034,565.0025814,48.0087449,-113.238178
240,10091,PacificSource Health Plans,OR,10259771.48,3133280.74,359543.94,127744,427433,29970266,49756526.96,234.611927,389.5018706,24.5278114,-154.8899436,Pacific Source Health Plans,OR,8483371.78,6385295.65,-263011.36,94382,289647,35834863,54917003.46,379.678996,581.8588657,67.65374383,-202.1798697,PacificSource Health Plans,OR,2561569.74,9211343.15,2650866.63,46575,217910,19072646.02,34439156.23,409.5039403,739.4343796,197.7744101,-329.9304393
241,88806,"Fallon Community Health Plan, Inc. ***",MA,2543005,,,73650,456555,30270667.51,25925156.83,411.0070266,352.0048449,,59.00218167,"Fallon Community Health Plan, Inc.",MA,2396568.39,,,83136,297977,36503435.74,32574554.69,439.0809726,391.8224919,,47.25848068,Fallon Community Health Plan,MA,915565.55,,,90527,191243,35018393.48,34312397.12,386.8281671,379.029429,,7.798738056
242,48834,"Oxford Health Plans (NJ), Inc.",NJ,5793980.12,10751310.08,-120834.31,58243,519317,30857609.88,41148735.29,529.8080435,706.5009579,184.5940298,-176.6929143,"Oxford Health Plans (NJ), Inc.",NJ,12200483.35,18952235,-185240.53,137784,209708,65906002.89,89863131.94,478.328419,652.2029549,137.5503324,-173.8745359,"Oxford Health Plans (NJ), Inc.",NJ,3302998.95,3394240.38,-189101.21,98573,100068,44985863.42,50824009.71,456.3710491,515.5976759,34.43377375,-59.22662687
