,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME_2016,STATE_2016,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2016,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2016",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2016,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2016,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2016,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2016,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2016,IndPremiumPMM_2016,IndCostsPMM_2016,IndRTPMM_2016,IndPremiumMinusCostsPMM_2016
341,92045.0,Meritus Mutual Health Partners,AZ,3284983.52,-558586.58,-1913246.31,37735.0,14475.0,11365541.0,25838238.0,301.1936133563005,684.7287133960514,-14.80287743474228,-383.5351000397509,,,,,,,,,,,,,
342,98809.0,United Healthcare Insurance Company,TX,,,896126.05,20042.0,2517196.0,11455459.35,10559244.15,571.5726649037022,526.8558102983734,,44.71685460532876,UnitedHealthcare Insurance Company,TX,,,-5071765.69,19975.0,2719218.0,11403154.84,10237930.92,570.8713311639549,512.5372175219023,,58.33411364205256
343,15668.0,"Piedmont Community HealthCare, Inc.",VA,1361288.18,435467.3,403667.61,27231.0,11027.0,11517067.0,10912977.0,422.93955418456903,400.75564613859206,15.991601483603246,22.183908045976978,Piedmont Community Health Plan,VA,1135083.82,-213248.62,522159.06,32710.0,8885.0,13619735.0,13443639.0,416.37832467135433,410.9947722409049,-6.5193708346071535,5.383552430449413
344,29941.0,Time Insurance Company,WY,1888415.67,1254913.51,646260.58,24048.0,28773.0,11843016.0,12790612.0,492.4740518962076,531.8784098469728,52.183695525615434,-39.40435795076519,,,,,,,,,,,,,
345,45636.0,Care Source Kentucky Co.,KY,471932.66,-3862217.41,,56561.0,,11993627.34,11147992.22,212.0476536836336,197.09680203673912,-68.28410760064355,14.950851646894478,CareSource Kentucky Co.,KY,954253.69,-6276507.5,,141477.0,,39691002.07,37233255.36,280.54738275479406,263.17532432833605,-44.364154597567094,17.37205842645801
346,42277.0,Time Insurance Company,WA,2762865.63,1137459.68,,33244.0,,12030222.0,16359630.0,361.8764889904945,492.1077487666947,34.21548790759235,-130.2312597762002,,,,,,,,,,,,,
347,74313.0,Paramount Insurance Company,OH,1272564.12,-580499.95,-264272.01,33167.0,119621.0,12165663.0,11503977.0,366.80022311333556,346.85009195887477,-17.502335152410527,19.95013115446079,Paramount Insurance Company,OH,885793.2,-2330312.51,1133285.63,48824.0,119125.0,18375620.0,16605362.0,376.36449287235786,340.1065459610028,-47.72883233655579,36.25794691135508
348,68184.0,Time Insurance Company,IA,790452.44,-244924.54,-47915.07,36399.0,331.0,12243011.0,9924785.0,336.35569658507103,272.66641940712657,-6.728881013214649,63.68927717794446,,,,,,,,,,,,,
349,69364.0,Asuris Northwest Health,WA,2095416.08,1091276.01,4486607.33,35287.0,55190.0,12501291.0,13278499.0,354.2746903958965,376.30002550514354,30.92572363760025,-22.02533510924701,Asuris Northwest Health,WA,673612.99,-208979.24,2625859.5,34440.0,54633.0,12961373.0,11787125.0,376.34648664343786,342.2510162601626,-6.067922183507549,34.095470383275256
350,23841.0,Aetna Life Insurance Company,FL,731464.13,-2790586.53,1289962.56,34529.0,112153.0,12535255.49,10352181.89,363.03557849923254,299.81122795331464,-80.81863158504444,63.2243505459179,Aetna Life Insurance Company,FL,184616.94,-1657914.8,2505152.5,17849.0,60960.0,7536015.89,6111808.46,422.2094173343044,342.4174161017424,-92.88558462658973,79.79200123256203
351,72547.0,Aetna Life Insurance Company,IL,814606.14,-670691.43,-1111838.73,36698.0,185509.0,12785277.03,10256028.67,348.3916570385307,279.47105210093196,-18.275966810180392,68.92060493759874,Aetna Life Insurance Company,IL,2158123.97,-7044744.34,1102953.11,133414.0,151583.0,51205144.74,44699309.22,383.8063826884735,335.0421186682057,-52.80363635000825,48.764264020267774
352,49650.0,United Healthcare Insurance Company,CT,1989551.43,1159270.36,-291961.23,27086.0,6305.0,12920412.57,14534404.08,477.0144196263753,536.6020852100717,42.79961456102784,-59.58766558369638,UnitedHealthcare Insurance Company,CT,1599327.73,2483964.33,-125543.67,27478.0,9082.0,13602441.52,18958398.21,495.030261299949,689.9482571511755,90.39829427178107,-194.91799585122652
353,33931.0,"United Healthcare of Ohio, Inc.",OH,2220823.05,2912248.94,,30269.0,,12999817.05,17521253.33,429.4762644950279,578.8514100234563,96.21226138954046,-149.3751455284284,"UnitedHealthcare of Ohio, Inc.",OH,4045119.45,1045021.61,,136824.0,536.0,55416702.41,64006939.2,405.0217974185815,467.8049114190493,7.63770690814477,-62.783114000467776
354,31195.0,Sanford Health Plan,SD,1912816.62,201919.38,225580.45,53788.0,30143.0,13453355.0,22994377.0,250.11814902952332,427.5001301405518,3.753985647356288,-177.38198111102847,Sanford Health Plan,SD,2965610.59,-4227905.42,820064.68,132796.0,28365.0,47980740.1,59205118.65,361.3116366456821,445.8351053495587,-31.837596162535014,-84.52346870387663
355,73331.0,"Minuteman Health, Inc.",MA,349712.48,,,56185.0,6684.0,13457110.0,7964463.0,239.51428317166503,141.75425825398239,,97.76002491768264,"Minuteman Health, Inc.",MA,368156.26,,,66843.0,12295.0,19144269.69,12300433.32,286.4065001570845,184.01976751492305,,102.38673264216146
356,70239.0,Health Choice Insurance Co.,AZ,1542865.7,-5999819.7,,58566.0,,13465931.75,12713287.44,229.9274621794215,217.07624628624114,-102.44544104087696,12.851215893180353,Health Choice Insurance Co,AZ,3438514.98,-9159037.15,,124255.0,,40067897.67,49551786.7,322.46507319624965,398.79108848738485,-73.71161844593779,-76.3260152911352
357,19722.0,"Molina Health Care of New Mexico, Inc.",NM,300867.77,-265619.48,,48422.0,,13765542.0,8974418.0,284.2828053364173,185.33761513361696,-5.485512370410143,98.94519020280035,"Molina Healthcare of New Mexico, Inc.",NM,1237375.41,4371278.82,,207287.0,,59055404.0,49024969.0,284.89680491299504,236.5076874092442,21.088050963157364,48.38911750375084
358,42260.0,Time Insurance Company,NH,4992365.74,6151610.42,,25390.0,,14018171.0,25648645.0,552.1138637258763,1010.1868846002363,242.28477432059867,-458.07302087436005,,,,,,,,,,,,,
359,39481.0,United Healthcare Life Insurance Company,SC,2087442.23,-414394.03,,36813.0,,14524584.65,16070654.17,394.5504210469128,436.5483435199522,-11.256730774454677,-41.99792247303941,UnitedHealthcare Life Insurance Company,SC,1189967.63,1009347.25,,25048.0,,11876645.34,13232655.76,474.1554351644842,528.2919099329288,40.29652068029384,-54.1364747684446
360,74571.0,Time Insurance Company,OR,2406023.93,2081868.31,,47345.0,,14552037.0,20087300.0,307.3616432569437,424.2750026401943,43.97229506811701,-116.91335938325062,,,,,,,,,,,,,
361,45002.0,United Healthcare Life Insurance Company,MI,1369709.18,358625.01,-62155.35,46145.0,425.0,14749675.81,16108348.77,319.6375730848413,349.08113056669197,7.77169812547405,-29.44355748185069,UnitedHealthcare Life Insurance Company,MI,402490.39,-1058410.43,-1115.68,35903.0,5.0,12108813.3,10161339.15,337.26466590535614,283.0220079102025,-29.47972119321505,54.24265799515365
362,13667.0,Health Plus of Michigan,MI,913424.81,-4076070.63,83736.21,54902.0,22123.0,14782117.0,15350630.0,269.24551018177846,279.6005609995993,-74.2426620159557,-10.355050817820825,HealthPlus Insurance Company,MI,19784.98,-1118038.8,-113837.62,,,,,,,,
363,66663.0,United Healthcare Life Insurance Company,VA,2604337.93,2658704.33,,37231.0,,14784988.32,18449770.37,397.1149934194623,495.54861190943035,71.41103730761999,-98.43361848996807,UnitedHealthcare Life Insurance Company,VA,2207260.9,4297345.9,,37979.0,,16815742.47,24991003.68,442.76422417651855,658.021635114142,113.15058058400696,-215.25741093762343
364,61724.0,United Healthcare Life Insurance Company,OH,2327012.2,2965356.57,-4212359.07,39475.0,467432.0,14906016.34,19732630.09,377.60649373020897,499.87663305889805,75.11986244458518,-122.27013932868908,UnitedHealthcare Life Insurance Company,OH,1737137.87,4086573.63,-6324051.22,34387.0,607074.0,14667975.92,18567660.21,426.5558472678629,539.961619507372,118.84065577107627,-113.40577223950913
365,92120.0,"Coventry Health Plan of Florida, Inc.",FL,489538.37,-1502492.36,,41870.0,,15021291.46,13064460.97,358.7602450441844,312.0243842846907,-35.88469930737999,46.735860759493676,,,,,,,,,,,,,
366,72564.0,"Evergreen Health Cooperative, Inc.",MD,725913.47,-3443885.2,-20766948.84,47868.0,192165.0,15266749.0,15460626.0,318.9343402690733,322.9845826021559,-71.94545834377872,-4.050242333082622,Evergreen Health,MD,2540644.79,1224227.52,-10613469.4,127132.0,282037.0,43319182.0,46154706.49,340.7417644652802,363.04554706918793,9.629578076330114,-22.303782603907734
367,96383.0,"Freelancers Consumer Operated and Oriented Program of Oregon, Inc. DBA H l h R bli I C",OR,4599868.44,4811777.33,-6718133.3,48710.0,103730.0,15289106.0,34625393.0,313.8802299322521,710.847731471977,98.78417840279204,-396.9675015397249,,,,,,,,,,,,,
368,97596.0,Humana Insurance Company,OH,2367594.63,1602746.25,-114966.92,50883.0,6566.0,15292961.66,20542930.91,300.55149381915373,403.72876815439344,31.498658687577382,-103.1772743352397,Humana Insurance Company,OH,,,-384160.46,9151.0,4216.0,2323436.0,762431.4,253.89968309474375,83.31673041197683,,170.58295268276692
369,90028.0,BCBS of Wisconsin(Anthem BCBS),WI,,,-163325.2,34379.0,33265.0,15798432.0,9261911.26,459.53727566246835,269.4060694028331,,190.13120625963523,BCBS of Wisconsin(Anthem BCBS),WI,,,198402.12,22406.0,7927.0,11793485.08,8641799.62,526.353881995894,385.6913157190038,,140.66256627689017
370,66105.0,Humana Insurance Company,AZ,1778440.1,689053.89,900266.16,54591.0,53171.0,15798846.0,12122248.97,289.40385777875474,222.05581451154953,12.62211518382151,67.34804326720521,Humana Insurance Company,AZ,2656508.48,-1311469.26,-1065223.04,97980.0,43082.0,28240828.17,30256833.69,288.23053857930194,308.80622259644826,-13.385071034905083,-20.57568401714633
371,29176.0,Time Insurance Company,OK,2438106.47,2221935.85,-149749.38,55501.0,2262.0,15835716.0,19997887.0,285.32307525990524,360.31579611178176,40.0341588439848,-74.99272085187653,,,,,,,,,,,,,
372,43198.0,CoOportunity Health,NE,2009586.78,-10205123.79,-7075784.88,53942.0,33954.0,15877797.06,21803023.04,294.3494319824997,404.19382002891996,-189.18697471358124,-109.84438804642025,,,,,,,,,,,,,
373,17255.0,Golden Rule Insurance Company,NV,617441.35,-1803076.9,,61178.0,,15883638.09,10385016.78,259.62990110824154,169.75083820981396,-29.472635587956454,89.87906289842758,Golden Rule Insurance Company,NV,204415.47,-1071172.33,,45693.0,,11213653.76,8871499.43,245.41294640316897,194.15445319852054,-23.442810277285364,51.25849320464843
374,71667.0,"United Healthcare Community Plan, Inc.",MI,750094.76,-3038785.1,,55506.0,,15960199.94,12734732.13,287.5400846755306,229.42982974813535,-54.74696609375563,58.11025492739523,"UnitedHealthcare Community Plan, Inc.",MI,352525.33,167256.82,,41018.0,,12756227.3,10187764.01,310.99096250426646,248.37300721634404,4.077644448778585,62.61795528792243
375,71281.0,Regence BlueCross BlueShield Of Oregon,WA,2905564.38,1286238.74,821632.25,52337.0,11196.0,15966797.0,20919459.0,305.0766570495061,399.70688040965285,24.5760884269255,-94.63022336014677,Regence BlueCross BlueShield Of Oregon(Clark County),WA,996467.25,1808456.1,326963.22,58273.0,19936.0,21293460.0,20013979.0,365.4086798345718,343.4520103650061,31.03420280404304,21.956669469565668
376,18167.0,Molina Healthcare of Utah,UT,1295181.45,-2854734.71,,72932.0,,16190660.0,18398259.0,221.99665441781386,252.2659326495914,-39.142416360445345,-30.269278231777548,"Molina Healthcare of Utah, Inc.",UT,4248954.73,-31798539.87,,622659.0,,135621047.0,141993410.0,217.80950247246085,228.04361616872157,-51.06894764228896,-10.23411369626072
377,68389.0,United Healthcare Life Insurance Company,NE,2875324.11,3559594.19,,45570.0,,16368775.92,26210136.49,359.20070046082947,575.1620910686855,78.11266600833882,-215.96139060785606,UnitedHealthcare Life Insurance Company,NE,1343802.98,-1689164.64,,58140.0,,20711331.0,24252853.01,356.23204334365323,417.1457346061232,-29.05339938080495,-60.91369126246997
378,50491.0,Cigna Health and Life Insurance Company,GA,3610522.83,3938467.33,,44469.0,40411.0,16818343.0,23889040.0,378.20375992264275,537.2065933571702,88.5665818885066,-159.00283343452742,Cigna Health and Life Insurance Company,GA,1923749.48,-770019.98,,65045.0,,23576429.0,25404651.0,362.46335613805826,390.5703897301868,-11.83826550849412,-28.107033592128516
379,86542.0,Time Insurance Company,CT,2420111.46,905352.48,,44378.0,,16848251.0,19155290.0,379.6532290774708,431.63932579205914,20.400930190635,-51.986096714588314,,,,,,,,,,,,,
380,84481.0,"Molina Healthcare of Washington, Inc.",WA,1184205.29,1537384.84,,50553.0,,17631287.0,17023375.0,348.7683619171958,336.74312108084587,30.41134729887445,12.025240836349951,"Molina Healthcare of Washington, Inc.",WA,2469062.93,-8236558.77,,277467.0,,85278716.0,80939920.07,307.34723768952705,291.71007748669206,-29.684822951918605,15.637160202834991
381,39996.0,Time Insurance Company,SC,4797608.36,5534568.01,283969.26,50993.0,2486.0,17767630.0,32877829.0,348.4327260604397,644.7518090718333,108.53583844841448,-296.3190830113937,,,,,,,,,,,,,
382,20393.0,McLaren Health Plan,MI,1279803.45,3123625.29,-1125261.52,36196.0,44208.0,17867425.0,17796813.96,493.62982097469336,491.67902420156923,86.2975270748149,1.9507967731241251,McLaren Health Plan,MI,,,-305892.99,,15247.0,,,,,,
383,16698.0,Prominence Health First,NV,2492308.28,3206374.59,-1767200.16,40064.0,68033.0,17990277.0,20894048.56,449.0384634584665,521.516787140575,80.03131464656549,-72.47832368210857,Prominence HealthFirst,NV,2283593.67,-1517979.46,-2389813.59,113507.0,119288.0,45301684.0,38199147.38,399.1091650735197,336.53560908137825,-13.373443576167109,62.57355599214145
384,38949.0,Keystone Health Plan West,PA,81947.41,63115.8,-7980.98,43144.0,1240.0,18231157.0,17352915.0,422.5652929723716,402.20922955683295,1.462910254033006,20.356063415538642,Keystone Health Plan West,PA,0.0,232540.31,-18946.25,29592.0,126.0,14384084.0,12302391.0,486.0801567991349,415.7336780210868,7.858215396052987,70.3464787780481
385,73751.0,Medica Health Plans,ND,1918693.8,-825246.58,389024.19,53628.0,2437.0,18429287.98,17357765.7,343.65048071902737,323.66983105840234,-15.388352726187811,19.980649660625033,Medica Health Plans,ND,1374734.61,-1809702.29,129354.14,76021.0,2498.0,29935799.47,27173036.06,393.7832897488852,357.44118151563384,-23.80529445811026,36.34210823325134
386,56503.0,"Florida Health Care Plan, Inc.",FL,2186051.19,2314125.36,528571.04,37045.0,59053.0,18538858.37,20950336.53,500.44158105007426,565.5374957484141,62.467954109866376,-65.09591469833987,"Florida Health Care Plan, Inc",FL,3533832.47,-11167504.61,-790753.33,219946.0,56243.0,86352286.73,77817714.88,392.60676134142017,353.80372855155355,-50.77384726250989,38.80303278986662
387,55105.0,Time Insurance Company,ND,1949251.42,-162737.22,155951.59,46779.0,1307.0,19001114.0,15054750.0,406.1889736847731,321.82710190470084,-3.4788520489963446,84.36187178007225,,,,,,,,,,,,,
388,37755.0,Insurance Company of Scott & White,TX,476832.99,-1613428.88,,78033.0,,19335941.0,15910959.15,247.791844476055,203.9003902195225,-20.676238001871003,43.891454256532484,Insurance Company of Scott & White,TX,21420802.07,34870822.7,-564083.43,650019.0,,257424034.0,366576845.0,396.02539925756014,563.9478922923792,53.64585142895824,-167.922493034819
389,81941.0,"Coventry Health Care of Louisiana, Inc.",LA,1301311.45,-9447131.62,-727200.2,78262.0,53216.0,19409194.68,12798652.92,248.00279420408373,163.53598068027907,-120.71160486570749,84.46681352380466,Aetna Health Inc. (a LA corp.),LA,664684.81,-6121430.71,-644489.03,51289.0,29833.0,17194438.38,9795494.66,335.246122560393,190.98626723079022,-119.35172668603404,144.2598553296028
390,18029.0,Independent Health Benefits Corporation,NY,2216885.52,7655906.8,7032740.32,45191.0,414772.0,19640713.0,23502144.0,434.6155871744374,520.0624903188688,169.41220154455533,-85.44690314443136,Independent Health Benefits Corporation,NY,1614058.33,9237924.35,5830441.45,63567.0,484065.0,23367811.0,33489709.0,367.60915254770555,526.84111252694,145.32578775150628,-159.2319599792345
391,19304.0,Maine Community Health Options,NH,3312367.91,5306302.38,-3569171.62,47854.0,31453.0,20020663.0,26184833.69,418.3696869645171,547.1817129184603,110.88524219500982,-128.81202595394325,Maine Community Health Options,NH,3738551.04,8228830.0,-2828659.52,62314.0,74309.0,28535161.0,44274744.0,457.9253618769458,710.510382899509,132.05427351798954,-252.58502102256318
392,52664.0,"Summa Insurance Company, Inc.",OH,2387747.27,35681.99,2820322.62,53021.0,375458.0,20259503.0,20052655.0,382.1033741347768,378.2021274589314,0.6729784425039135,3.901246675845414,"Summa Insurance Company, Inc.",OH,2018197.77,241239.17,1457619.05,52250.0,310061.0,20264605.0,22509348.0,387.8393301435407,430.8009186602871,4.6170176076555025,-42.96158851674642
393,41047.0,Buckeye Community Health Plan,OH,649923.9,-6141372.01,,63391.0,,20472680.63,11338993.88,322.95878957580726,178.87387610228583,-96.88081920146392,144.08491347352142,Buckeye Community Health Plan,OH,1056417.74,-9939903.66,,109311.0,,35356283.7,23613412.35,323.44671350550266,216.02045859977497,-90.93232757910914,107.42625490572769
394,71837.0,"Sendero Health Plans, Inc.",TX,1494250.38,-4376813.02,,72061.0,,20742943.0,16440299.79,287.8525554738347,228.14420824024089,-60.73761146806177,59.7083472335938,"Sendero Health Plans, Inc.",TX,1208911.99,-30547269.78,,240950.0,,62410719.39,35066545.2,259.0193790827973,145.53453081552192,-126.77845934841254,113.48484826727537
395,50102.0,Time Insurance Company,VA,4361533.95,4298069.65,143381.55,54075.0,454.0,21007566.0,27921423.0,388.4894313453537,516.3462413314841,79.48348867313916,-127.85680998613037,,,,,,,,,,,,,
396,27990.0,Aetna Life Insurance Company,NV,1532987.48,-7118682.16,672487.49,69307.0,110659.0,21101584.96,14683496.19,304.4654213860072,211.8616617369097,-102.71231131054583,92.60375964909753,Aetna Life Insurance Company,NV,1381959.06,-4923899.31,2003327.8,75300.0,105348.0,27246865.02,22211052.61,361.84415697211153,294.96749814077026,-65.39042908366534,66.87665883134127
397,34541.0,Bridge Span Health Company,UT,3262555.12,-2946127.55,,91739.0,,21116576.0,33499438.0,230.1810135275074,365.16026989611834,-32.11423222402686,-134.97925636861095,BridgeSpan Health Company (UT),UT,84736.66,90156.55,,748.0,,253479.0,468218.0,338.87566844919786,625.9598930481284,120.53014705882353,-287.0842245989305
398,89106.0,United Healthcare Life Insurance Company,WI,2293913.16,-1371221.77,,51450.0,,21204925.8,22200055.13,412.14627405247813,431.4879519922254,-26.6515407191448,-19.341677939747285,UnitedHealthcare Life Insurance Company,WI,1593125.58,-1255163.33,,66356.0,,30442418.01,27912439.39,458.77415772499853,420.64680496111885,-18.915596630297188,38.127352763879685
399,91303.0,"Health America Pennsylvania, Inc.",PA,2391915.15,-2527671.54,,76021.0,3878.0,21208977.19,19608073.02,278.9884004419832,257.92969074334724,-33.24964864971521,21.058709698635937,,,,,,,,,,,,,
400,60299.0,Time Insurance Company,TN,2195845.5,746097.06,,59553.0,,21297500.0,20491491.0,357.6226218662368,344.08830789380886,12.528286736184576,13.534313972427924,,,,,,,,,,,,,
401,43839.0,United Healthcare Insurance Company,FL,,,4051544.19,38845.0,1280849.0,21615308.07,17434902.57,556.4502013129103,448.83260574076456,,107.61759557214572,UnitedHealthcare Insurance Company,FL,,,5443321.07,34121.0,1279514.0,18908544.2,14725667.31,554.1614899915008,431.57197356466696,,122.58951642683388
402,24867.0,Time Insurance Company,MT,2894124.53,1231200.88,-309927.67,67694.0,5008.0,21696872.0,24865264.0,320.5139598782758,367.31858067184686,18.1877401246787,-46.804620793571075,,,,,,,,,,,,,
403,91604.0,Humana Insurance Company,WI,1895119.37,596881.13,1292326.01,56804.0,290896.0,21773912.09,16382088.94,383.31652858953595,288.39674917259345,10.507730617562144,94.9197794169425,Humana Insurance Company,WI,3018929.45,3575498.87,779525.6,81114.0,196188.0,33529779.49,40321097.82,413.3661203984515,497.0917205414602,44.079922947949804,-83.72560014300865
404,35670.0,Coventry Health & Life Co.,IL,1886166.5,-644379.33,458501.8,80734.0,83079.0,21936657.94,17308858.94,271.7152369509748,214.39367478385813,-7.981511259196868,57.321562167116696,Coventry Health and Life,IL,2361904.97,2420350.88,359296.65,133442.0,64984.0,48085206.12,43289792.82,360.34536442799117,324.40905277199084,18.13784925285892,35.93631165600033
405,87696.0,Time Insurance Company,NC,2414167.19,-2641746.14,-271229.67,82276.0,2702.0,22802565.0,24135384.0,277.1472239778307,293.3465895279304,-32.1083443531528,-16.199365550099685,,,,,,,,,,,,,
406,14650.0,Time Insurance Company,OH,2839186.95,2988966.3,472321.42,69063.0,49025.0,22893677.0,24954747.0,331.48975573027525,361.33308718126926,43.278836714304326,-29.843331450994015,,,,,,,,,,,,,
407,74483.0,Cigna Health and Life Insurance Company,MO,2682965.04,1879512.84,,63041.0,,22905020.0,23492364.0,363.3352897320791,372.6521470154344,29.81413429355499,-9.316857283355318,Cigna Health and Life Insurance Company,MO,2891127.82,-20562221.68,,277514.0,,90190870.0,70533385.0,324.99574796226494,254.16153779629136,-74.09435805040467,70.83421016597359
408,79509.0,Humana Insurance Company,CO,1442411.66,664060.25,-95294.25,87852.0,14273.0,23166217.33,18871983.99,263.6959583162591,214.81564437918314,7.5588518189682645,48.88031393707598,Humana Insurance Company,CO,164260.09,719860.7,621087.18,14536.0,7695.0,4810241.0,2796922.79,330.9191662080352,192.41351059438637,49.522612823335166,138.50565561364886
409,17210.0,Aetna Life Insurance Company,NY,4506213.0,9153245.87,-92687139.68,38982.0,1393628.0,23793093.93,36376276.41,610.3610366322919,933.1557234108049,234.80698450566925,-322.794686778513,Aetna Life Insurance Company,NY,68477.14,-52359.96,-70076905.13,1029.0,1218096.0,413436.08,469815.97,401.78433430515065,456.57528668610297,-50.884314868804665,-54.79095238095232
410,19068.0,Time Insurance Company,PA,3985277.18,3948940.01,-394254.42,77397.0,2380.0,24251992.0,30705750.0,313.34537514373943,396.7304934299779,51.02187436205537,-83.38511828623848,,,,,,,,,,,,,
411,88925.0,"University of Arizona Health PlansUniversity Healthcare, Inc.",AZ,462348.2,-9792044.0,,92463.0,,24466345.22,15147518.56,264.6068721542671,163.82248639996538,-105.90229605355655,100.7843857543017,,,,,,,,,,,,,
412,63312.0,Colorado Choice Health Plans,CO,4665826.16,1562462.46,-1750013.59,65551.0,29964.0,24627126.0,29021855.0,375.6941312870894,442.7370291833839,23.835829506796234,-67.0428978962945,Colorado Choice Health Plans,CO,3886517.25,-2794252.54,28711.53,151321.0,40243.0,63697696.0,58699592.0,420.9441914869714,387.91438068741286,-18.465728748818737,33.02981079955856
413,34484.0,"Health New England, Inc.",MA,1633271.41,,,54482.0,239883.0,25232898.0,25529506.0,463.14191843177565,468.58606512242574,,-5.444146690650086,Health New England,MA,1201283.84,,,87434.0,224591.0,35311313.0,41879227.0,403.8624905643114,478.98102568794747,,-75.1185351236361
414,23371.0,Kaiser Foundation Healthplan of the NW,WA,2087506.13,1500350.01,465626.66,61548.0,91245.0,25264201.0,23545272.0,410.47964190550465,382.55137453694675,24.376909241567557,27.928267368557897,Kaiser Foundation Health Plan of the Northwest,WA,1194007.04,-5128307.73,773316.38,124731.0,87527.0,43127168.0,40676281.0,345.76142258139515,326.11204111247406,-41.1149411934483,19.649381468921092
415,25896.0,Wellmark Health Plan of Iowa,IA,1964191.81,-4391485.66,-1170299.82,121898.0,253629.0,25305558.0,32017398.0,207.59617056883624,262.6572872401516,-36.02590411655647,-55.061116671315375,"Wellmark Health Plan of Iowa, Inc",IA,809644.81,-5781185.31,-3821568.7,118692.0,292119.0,35006962.0,27118538.0,294.9395241465305,228.4782293667644,-48.707455515114745,66.46129477976612
416,65847.0,Medica Health Plans of Wisconsin,MN,6052960.34,7678426.35,,76939.0,,25770963.62,40944996.08,334.9531917493079,532.1747888587063,99.79888418097454,-197.22159710939837,Medica Health Plans of Wisconsin,MN,10897237.25,-13675777.86,,499608.0,,182210405.4,197333022.2,364.70674088485373,394.9757053529967,-27.373016164673103,-30.268964468142997
417,89029.0,Time Insurance Company,MI,2392980.67,1364106.91,-129271.65,105644.0,49242.0,25854093.0,24852227.0,244.72845594638596,235.24503994547726,12.912298947408276,9.483416000908704,,,,,,,,,,,,,
418,41895.0,Consumers Mutual Insurance of Michigan,MI,2288287.67,-7071364.84,-1699990.62,66465.0,77527.0,26023019.0,33438912.0,391.52966222824045,503.1055743624464,-106.39230933574062,-111.57591213420596,,,,,,,,,,,,,
419,44580.0,Humana Insurance Company,AL,4108536.1,-3473430.83,,80011.0,,26352276.29,29268855.53,329.3581668770544,365.8103951956606,-43.41191623651748,-36.45222831860622,Humana Insurance Company,AL,2298478.1,-13518890.18,,174907.0,,63005698.43,59951019.03,360.2239957806148,342.7594037402734,-77.29187613989149,17.464592040341415
420,26539.0,"SHA, LLC DBA First Care Health Plans",TX,3006003.71,1137907.19,-926124.88,114458.0,58012.0,26371990.0,30111944.0,230.4075730835765,263.0829125093921,9.941700798546192,-32.675339425815594,"SHA, LLC",TX,5445263.34,9379089.11,-1417544.26,204035.0,115148.0,64154934.0,88989988.0,314.4310240890043,436.15060161246845,45.96804033621682,-121.71957752346412
421,30613.0,Humana Insurance Company,MO,4910519.65,-188325.95,-3938829.87,85368.0,182866.0,26388328.34,32700323.22,309.1126457220504,383.0512981445038,-2.206048519351514,-73.9386524224534,Humana Insurance Company,MO,2133913.47,-10432560.76,-6322781.87,208756.0,180124.0,73674052.39,56146377.61,352.9194484948936,268.9569526624384,-49.97490256567476,83.96249583245515
422,27439.0,Time Insurance Company,MN,3319642.29,1018837.12,-74883.14,87919.0,538.0,26449251.0,29740330.0,300.8365768491452,338.26965729819494,11.588361105108111,-37.433080449049726,,,,,,,,,,,,,
423,96384.0,Cox Health Systems Insurance Company,MO,1954932.69,-1884389.93,-1229766.58,120726.0,31560.0,26708066.0,24317228.3,221.22878253234597,201.42494822987592,-15.60881607938638,19.80383430247005,Cox HealthPlans,MO,1399376.4,-3684258.43,-1394119.54,132265.0,40377.0,32195573.0,32947426.0,243.4171776358069,249.1016217442256,-27.85512743356141,-5.684444108418717
424,94788.0,CDPHP,NY,3850329.69,8189242.42,3397548.58,53205.0,83602.0,26813056.0,33639246.0,503.9574476083075,632.2572314632083,153.91866215581243,-128.2997838549008,"Capital District Physicians' Health Plan, Inc.",NY,2063700.29,7154086.73,-1856645.22,56589.0,35612.0,28776102.84,35336606.36,508.5105380904416,624.4430253229426,126.42186166922902,-115.93248723250099
